case:concept:name	cluster_label
12690_TRT22	0.9167
12718_TRT22	0.9167
12782_TRT22	0.9167
12827_TRT22	0.9167
1283_TRT22	0.9167
12909_TRT22	0.9167
12930_TRT22	0.9167
1296_TRT22	0.9167
1297_TRT22	0.9167
12984_TRT22	0.9167
13003_TRT22	0.9167
13008_TRT22	0.9167
13015_TRT22	0.9167
13022_TRT22	0.9167
13031_TRT22	0.9167
13036_TRT22	0.9167
13037_TRT22	0.9167
13038_TRT22	0.9167
13039_TRT22	0.9167
13041_TRT22	0.9167
13047_TRT22	0.9167
13056_TRT22	0.9167
13058_TRT22	0.9167
13088_TRT22	0.9167
13090_TRT22	0.9167
13095_TRT22	0.9167
13099_TRT22	0.9167
13100_TRT22	0.9167
13101_TRT22	0.9167
13102_TRT22	0.9167
13105_TRT22	0.9167
13107_TRT22	0.9167
13108_TRT22	0.9167
13109_TRT22	0.9167
13110_TRT22	0.9167
13116_TRT22	0.9167
13121_TRT22	0.9167
13147_TRT22	0.9167
13149_TRT22	0.9167
13150_TRT22	0.9167
13151_TRT22	0.9167
13159_TRT22	0.9167
13161_TRT22	0.9167
13165_TRT22	0.9167
13171_TRT22	0.9167
13180_TRT22	0.9167
13223_TRT22	0.9167
13229_TRT22	0.9167
13231_TRT22	0.9167
13232_TRT22	0.9167
13259_TRT22	0.9167
13260_TRT22	0.9167
13278_TRT22	0.9167
13281_TRT22	0.9167
13299_TRT22	0.9167
13303_TRT22	0.9167
13305_TRT22	0.9167
13308_TRT22	0.9167
13310_TRT22	0.9167
13312_TRT22	0.9167
13317_TRT22	0.9167
13320_TRT22	0.9167
13325_TRT22	0.9167
13336_TRT22	0.9167
13348_TRT22	0.9167
13361_TRT22	0.9167
13369_TRT22	0.9167
13370_TRT22	0.9167
13371_TRT22	0.9167
13372_TRT22	0.9167
13377_TRT22	0.9167
13384_TRT22	0.9167
13385_TRT22	0.9167
13387_TRT22	0.9167
13388_TRT22	0.9167
13393_TRT22	0.9167
1340_TRT22	0.9167
13453_TRT22	0.9167
13467_TRT22	0.9167
13469_TRT22	0.9167
13528_TRT22	0.9167
1352_TRT22	0.9167
13537_TRT22	0.9167
13547_TRT22	0.9167
1354_TRT22	0.9167
13564_TRT22	0.9167
13580_TRT22	0.9167
13582_TRT22	0.9167
13602_TRT22	0.9167
13627_TRT22	0.9167
13639_TRT22	0.9167
13642_TRT22	0.9167
13645_TRT22	0.9167
13646_TRT22	0.9167
13663_TRT22	0.9167
1366_TRT22	0.9167
13691_TRT22	0.9167
1373_TRT22	0.9167
1385_TRT22	0.9167
1387_TRT22	0.9167
13994_TRT22	0.9167
1425_TRT22	0.9167
1444_TRT22	0.9167
1478_TRT22	0.9167
1480_TRT22	0.9167
1491_TRT22	0.9167
1498_TRT22	0.9167
1500_TRT22	0.9167
1502_TRT22	0.9167
1519_TRT22	0.9167
1520_TRT22	0.9167
1531_TRT22	0.9167
1539_TRT22	0.9167
1544_TRT22	0.9167
1593_TRT22	0.9167
1605_TRT22	0.9167
1624_TRT22	0.9167
1645_TRT22	0.9167
1653_TRT22	0.9167
1657_TRT22	0.9167
1659_TRT22	0.9167
166_TRT22	0.9167
1674_TRT22	0.9167
1701_TRT22	0.9167
1720_TRT22	0.9167
173_TRT22	0.9167
1751_TRT22	0.9167
1763_TRT22	0.9167
1767_TRT22	0.9167
1785_TRT22	0.9167
1802_TRT22	0.9167
1803_TRT22	0.9167
1804_TRT22	0.9167
1805_TRT22	0.9167
1815_TRT22	0.9167
1817_TRT22	0.9167
1821_TRT22	0.9167
1830_TRT22	0.9167
1833_TRT22	0.9167
1836_TRT22	0.9167
1837_TRT22	0.9167
1839_TRT22	0.9167
1851_TRT22	0.9167
1890_TRT22	0.9167
1893_TRT22	0.9167
1896_TRT22	0.9167
1904_TRT22	0.9167
1913_TRT22	0.9167
1917_TRT22	0.9167
1922_TRT22	0.9167
1926_TRT22	0.9167
1929_TRT22	0.9167
1933_TRT22	0.9167
1934_TRT22	0.9167
1935_TRT22	0.9167
1936_TRT22	0.9167
1937_TRT22	0.9167
1941_TRT22	0.9167
1947_TRT22	0.9167
1950_TRT22	0.9167
1951_TRT22	0.9167
1952_TRT22	0.9167
1956_TRT22	0.9167
1957_TRT22	0.9167
1958_TRT22	0.9167
1959_TRT22	0.9167
1963_TRT22	0.9167
1967_TRT22	0.9167
1969_TRT22	0.9167
1971_TRT22	0.9167
1974_TRT22	0.9167
1975_TRT22	0.9167
1976_TRT22	0.9167
1978_TRT22	0.9167
1979_TRT22	0.9167
1981_TRT22	0.9167
1982_TRT22	0.9167
1983_TRT22	0.9167
1985_TRT22	0.9167
1989_TRT22	0.9167
2000_TRT22	0.9167
2014_TRT22	0.9167
2028_TRT22	0.9167
2029_TRT22	0.9167
2039_TRT22	0.9167
2040_TRT22	0.9167
2048_TRT22	0.9167
2059_TRT22	0.9167
2063_TRT22	0.9167
2065_TRT22	0.9167
2080_TRT22	0.9167
2087_TRT22	0.9167
2092_TRT22	0.9167
2096_TRT22	0.9167
2097_TRT22	0.9167
2103_TRT22	0.9167
2105_TRT22	0.9167
2114_TRT22	0.9167
2135_TRT22	0.9167
2146_TRT22	0.9167
2163_TRT22	0.9167
2190_TRT22	0.9167
2225_TRT22	0.9167
2230_TRT22	0.9167
2241_TRT22	0.9167
2246_TRT22	0.9167
2288_TRT22	0.9167
2292_TRT22	0.9167
232_TRT22	0.9167
255_TRT22	0.9167
316_TRT22	0.9167
317_TRT22	0.9167
327_TRT22	0.9167
333_TRT22	0.9167
350_TRT22	0.9167
371_TRT22	0.9167
384_TRT22	0.9167
393_TRT22	0.9167
399_TRT22	0.9167
400_TRT22	0.9167
415_TRT22	0.9167
432_TRT22	0.9167
435_TRT22	0.9167
451_TRT22	0.9167
462_TRT22	0.9167
480_TRT22	0.9167
496_TRT22	0.9167
497_TRT22	0.9167
500_TRT22	0.9167
501_TRT22	0.9167
505_TRT22	0.9167
507_TRT22	0.9167
515_TRT22	0.9167
520_TRT22	0.9167
528_TRT22	0.9167
536_TRT22	0.9167
538_TRT22	0.9167
541_TRT22	0.9167
544_TRT22	0.9167
551_TRT22	0.9167
560_TRT22	0.9167
584_TRT22	0.9167
586_TRT22	0.9167
612_TRT22	0.9167
616_TRT22	0.9167
630_TRT22	0.9167
644_TRT22	0.9167
649_TRT22	0.9167
650_TRT22	0.9167
651_TRT22	0.9167
655_TRT22	0.9167
683_TRT22	0.9167
687_TRT22	0.9167
698_TRT22	0.9167
706_TRT22	0.9167
708_TRT22	0.9167
716_TRT22	0.9167
740_TRT22	0.9167
743_TRT22	0.9167
761_TRT22	0.9167
774_TRT22	0.9167
778_TRT22	0.9167
797_TRT22	0.9167
817_TRT22	0.9167
826_TRT22	0.9167
840_TRT22	0.9167
845_TRT22	0.9167
847_TRT22	0.9167
850_TRT22	0.9167
857_TRT22	0.9167
868_TRT22	0.9167
877_TRT22	0.9167
87_TRT22	0.9167
892_TRT22	0.9167
912_TRT22	0.9167
925_TRT22	0.9167
933_TRT22	0.9167
939_TRT22	0.9167
93_TRT22	0.9167
943_TRT22	0.9167
958_TRT22	0.9167
969_TRT22	0.9167
971_TRT22	0.9167
974_TRT22	0.9167
994_TRT22	0.9167
12473_TRT22	0.9167
12611_TRT22	0.9167
1134_TRT22	0.9167
1175_TRT22	0.9167
1182_TRT22	0.9167
1194_TRT22	0.9167
12362_TRT22	0.9167
12427_TRT22	0.9167
12432_TRT22	0.9167
12580_TRT22	0.9167
12696_TRT22	0.9167
1284_TRT22	0.9167
1287_TRT22	0.9167
12981_TRT22	0.9167
13028_TRT22	0.9167
1303_TRT22	0.9167
1309_TRT22	0.9167
13119_TRT22	0.9167
1314_TRT22	0.9167
13153_TRT22	0.9167
1317_TRT22	0.9167
1350_TRT22	0.9167
1353_TRT22	0.9167
1361_TRT22	0.9167
1367_TRT22	0.9167
1389_TRT22	0.9167
1404_TRT22	0.9167
1411_TRT22	0.9167
1415_TRT22	0.9167
1416_TRT22	0.9167
1417_TRT22	0.9167
1418_TRT22	0.9167
1421_TRT22	0.9167
1454_TRT22	0.9167
1464_TRT22	0.9167
1467_TRT22	0.9167
1468_TRT22	0.9167
1527_TRT22	0.9167
1541_TRT22	0.9167
1546_TRT22	0.9167
1547_TRT22	0.9167
1562_TRT22	0.9167
1586_TRT22	0.9167
1591_TRT22	0.9167
1604_TRT22	0.9167
1606_TRT22	0.9167
1614_TRT22	0.9167
1616_TRT22	0.9167
1634_TRT22	0.9167
1635_TRT22	0.9167
1661_TRT22	0.9167
1666_TRT22	0.9167
1675_TRT21	0.9167
1927_TRT22	0.9167
2159_TRT22	0.9167
217_TRT22	0.9167
2183_TRT22	0.9167
2189_TRT22	0.9167
2198_TRT22	0.9167
2213_TRT22	0.9167
222_TRT22	0.9167
233_TRT22	0.9167
253_TRT22	0.9167
260_TRT22	0.9167
281_TRT22	0.9167
309_TRT22	0.9167
319_TRT22	0.9167
339_TRT22	0.9167
392_TRT22	0.9167
401_TRT22	0.9167
406_TRT22	0.9167
411_TRT22	0.9167
420_TRT22	0.9167
428_TRT22	0.9167
436_TRT22	0.9167
443_TRT22	0.9167
446_TRT22	0.9167
517_TRT22	0.9167
540_TRT22	0.9167
572_TRT22	0.9167
581_TRT22	0.9167
603_TRT22	0.9167
618_TRT22	0.9167
661_TRT22	0.9167
677_TRT22	0.9167
680_TRT22	0.9167
686_TRT22	0.9167
709_TRT22	0.9167
712_TRT22	0.9167
734_TRT22	0.9167
736_TRT22	0.9167
747_TRT22	0.9167
760_TRT22	0.9167
796_TRT22	0.9167
836_TRT22	0.9167
896_TRT22	0.9167
948_TRT22	0.9167
959_TRT22	0.9167
960_TRT22	0.9167
1085_TRT22	0.9167
2272_TRT22	0.9167
2273_TRT22	0.9167
876_TRT22	0.9167
5153_TRT15	0.9167
5640_TRT15	0.9167
5646_TRT15	0.9167
5446_TRT15	0.9167
1102_TRT22	0.9167
13214_TRT22	0.9167
988_TRT22	0.9167
5642_TRT15	0.9167
11938_TRT6	0.9167
11790_TRT6	0.9167
1852_TRT22	0.9167
3208_TRT14	0.9167
3301_TRT14	0.9167
12385_TRT22	0.9167
929_TRT22	0.9167
11971_TRT6	0.9167
12621_TRT22	0.9167
13137_TRT22	0.9167
13235_TRT22	0.9167
1759_TRT22	0.9167
1991_TRT22	0.9167
1005_TRT22	0.9167
13284_TRT22	0.9167
1008_TRT8	0.9167
1026_TRT8	0.9167
1233_TRT8	0.9167
1418_TRT8	0.9167
1556_TRT8	0.9167
1806_TRT8	0.9167
2890_TRT14	0.9167
2893_TRT14	0.9167
2896_TRT14	0.9167
2897_TRT14	0.9167
2898_TRT14	0.9167
2905_TRT14	0.9167
2906_TRT14	0.9167
2908_TRT14	0.9167
2909_TRT14	0.9167
2915_TRT14	0.9167
2917_TRT14	0.9167
2940_TRT14	0.9167
2941_TRT14	0.9167
2952_TRT14	0.9167
3202_TRT14	0.9167
991_TRT8	0.9167
1057_TRT7	0.9167
1521_TRT7	0.9167
1568_TRT7	0.9167
1571_TRT7	0.9167
2347_TRT7	0.9167
2359_TRT7	0.9167
2360_TRT7	0.9167
2361_TRT7	0.9167
2421_TRT7	0.9167
2422_TRT7	0.9167
2429_TRT7	0.9167
2431_TRT7	0.9167
2432_TRT7	0.9167
2436_TRT7	0.9167
2439_TRT7	0.9167
2446_TRT7	0.9167
2447_TRT7	0.9167
2820_TRT17	0.9167
4471_TRT17	0.9167
14878_TRT17	0.9167
14881_TRT17	0.9167
14891_TRT17	0.9167
1514_TRT11	0.9167
2190_TRT7	0.9167
2192_TRT7	0.9167
24205_TRT15	0.9167
29125_TRT2	0.9167
2976_TRT17	0.9167
3029_TRT17	0.9167
4238_TRT12	0.9167
4296_TRT12	0.9167
4465_TRT12	0.9167
4579_TRT12	0.9167
4580_TRT12	0.9167
505_TRT7	0.9167
7572_TRT15	0.9167
98_TRT11	0.9167
1024_TRT7	0.9167
11794_TRT24	0.9167
1448_TRT7	0.9167
1965_TRT7	0.9167
20900_TRT2	0.9167
21060_TRT15	0.9167
21266_TRT9	0.9167
22237_TRT15	0.9167
22620_TRT15	0.9167
22768_TRT15	0.9167
23924_TRT15	0.9167
24214_TRT15	0.9167
3114_TRT7	0.9167
454_TRT7	0.9167
5339_TRT15	0.9167
5787_TRT15	0.9167
780_TRT1	0.9167
1003_TRT21	0.9167
877_TRT21	0.9167
921_TRT21	0.9167
922_TRT21	0.9167
923_TRT21	0.9167
927_TRT21	0.9167
948_TRT21	0.9167
951_TRT21	0.9167
952_TRT21	0.9167
953_TRT21	0.9167
954_TRT21	0.9167
956_TRT21	0.9167
957_TRT21	0.9167
958_TRT21	0.9167
1052_TRT22	0.9167
1206_TRT22	0.9167
1234_TRT22	0.9167
1259_TRT22	0.9167
1272_TRT22	0.9167
13021_TRT22	0.9167
13146_TRT22	0.9167
13154_TRT22	0.9167
13169_TRT22	0.9167
