case:concept:name	cluster_label
10990_TRT18	0.2353
10991_TRT18	0.5882
10993_TRT18	0.5882
10996_TRT18	0.5882
10997_TRT18	0.5882
10998_TRT18	0.5882
10999_TRT18	0.5882
1099_TRT1	0.1765
1099_TRT14	0.2941
1099_TRT20	0.5882
109_TRT11	0.5882
109_TRT4	0.4706
10_TRT11	0.2941
10_TRT12	0.8824
10_TRT14	0.2353
10_TRT18	0.2941
10_TRT20	0.5882
10_TRT22	0.7059
11002_TRT18	1.0
11004_TRT18	0.2353
11005_TRT18	0.1176
11006_TRT18	0.2353
11009_TRT19	0.0588
1100_TRT11	0.2941
1100_TRT20	0.5882
1100_TRT4	0.7647
1100_TRT9	0.4118
1101_TRT12	0.8824
1101_TRT15	0.1765
1101_TRT20	0.5882
1101_TRT21	0.8235
1101_TRT4	0.5882
1101_TRT8	0.7059
11023_TRT18	0.5882
11026_TRT18	0.0588
1102_TRT21	0.8235
1102_TRT22	0.1176
1102_TRT8	0.7059
11030_TRT18	0.5882
11032_TRT18	0.5882
11034_TRT6	0.7059
11035_TRT18	0.2353
11035_TRT6	0.0588
11036_TRT6	0.2941
11038_TRT18	0.1176
1103_TRT11	0.1765
1103_TRT12	0.6471
1103_TRT20	0.5882
1103_TRT8	0.7059
11041_TRT18	0.1176
11042_TRT18	0.1176
11043_TRT18	0.2353
11044_TRT18	0.2941
11049_TRT6	0.7059
1104_TRT11	0.4706
1104_TRT12	0.8824
1104_TRT15	0.0
1104_TRT18	0.1176
1104_TRT20	0.5882
1104_TRT22	0.7059
1104_TRT8	0.5882
1104_TRT9	0.4118
11054_TRT18	0.2353
11055_TRT18	0.2353
11056_TRT18	0.5882
11058_TRT18	0.5882
11059_TRT18	0.5882
1105_TRT12	0.6471
1105_TRT15	0.2941
1105_TRT20	0.5882
1105_TRT4	0.7647
11060_TRT18	0.2353
11061_TRT18	0.5882
11062_TRT18	0.5882
11063_TRT18	0.5882
11068_TRT18	0.5882
11069_TRT18	0.5882
1106_TRT11	0.4706
1106_TRT14	0.2941
1106_TRT20	0.5882
1106_TRT8	0.7059
1106_TRT9	0.4118
11072_TRT18	0.5882
11076_TRT18	0.2353
1107_TRT14	0.2941
1107_TRT15	0.4706
1107_TRT18	0.1176
1107_TRT20	0.5882
1108_TRT11	0.4706
1108_TRT15	0.1765
1108_TRT20	0.5882
1108_TRT8	0.5882
11096_TRT18	0.2353
11097_TRT18	0.2353
11098_TRT19	0.2353
11099_TRT18	0.2353
1109_TRT12	0.6471
1109_TRT14	0.4706
1109_TRT15	0.1765
1109_TRT18	0.2353
1109_TRT20	0.5882
1109_TRT21	0.5882
1109_TRT8	0.5882
110_TRT11	0.4706
110_TRT20	0.5882
11100_TRT18	0.2353
11104_TRT18	0.5882
11105_TRT19	0.2941
11106_TRT18	0.5882
11107_TRT18	0.5882
11109_TRT18	0.5882
1110_TRT11	0.4706
1110_TRT12	0.6471
1110_TRT14	0.4706
1110_TRT21	0.5882
1110_TRT22	0.7059
1110_TRT4	0.7647
1110_TRT7	0.1176
1110_TRT8	0.5882
1110_TRT9	0.4118
11111_TRT18	0.5882
11112_TRT18	0.5882
11113_TRT18	0.0588
11115_TRT19	0.1765
11119_TRT18	0.2353
1111_TRT15	0.1765
1111_TRT21	0.8235
1111_TRT8	0.5882
11120_TRT19	0.0588
11123_TRT18	0.5882
11128_TRT19	0.3529
11129_TRT18	0.1765
1112_TRT11	0.4706
1112_TRT12	0.8824
1112_TRT15	0.2941
1112_TRT7	0.1176
11139_TRT18	0.5882
1113_TRT1	0.2941
1113_TRT10	0.3529
1113_TRT12	0.8824
1113_TRT15	0.2941
1113_TRT4	0.7647
11140_TRT18	0.5882
11144_TRT18	0.5882
11145_TRT19	0.2941
11146_TRT6	0.2941
1114_TRT10	0.1765
1114_TRT11	0.5882
1114_TRT12	0.6471
1114_TRT15	0.1765
1114_TRT20	0.5882
1114_TRT24	0.2353
1114_TRT7	0.2353
11153_TRT18	1.0
1115_TRT11	0.1765
1115_TRT12	0.6471
1115_TRT20	0.5882
1115_TRT24	0.2353
1115_TRT7	0.2353
1115_TRT8	0.5882
11161_TRT18	0.5882
11163_TRT18	0.5882
11164_TRT18	0.5882
11166_TRT18	0.1176
1116_TRT12	0.6471
1116_TRT15	0.3529
11170_TRT19	0.1765
11172_TRT19	0.0588
11173_TRT6	0.2941
11175_TRT18	0.5882
11176_TRT18	0.1176
11178_TRT6	0.0588
11179_TRT18	0.1176
1117_TRT18	0.2353
1117_TRT20	0.5882
1117_TRT21	0.5882
11180_TRT18	0.5882
11181_TRT18	0.5882
11182_TRT18	0.0588
11183_TRT18	0.0588
11186_TRT19	0.2941
11188_TRT18	0.5882
1118_TRT12	0.7059
1118_TRT15	0.1765
1118_TRT20	0.5882
1118_TRT8	0.5882
11190_TRT18	0.0588
11191_TRT18	0.5882
11194_TRT18	0.0588
11195_TRT18	1.0
11196_TRT18	0.5882
11197_TRT18	0.2353
1119_TRT11	0.2941
1119_TRT21	0.8235
1119_TRT8	0.5882
111_TRT20	0.5882
11200_TRT18	0.0588
11201_TRT18	0.5882
11203_TRT18	0.2941
11204_TRT6	0.2941
11208_TRT18	0.1176
11209_TRT18	0.5882
1120_TRT11	0.4706
1120_TRT15	0.1765
1120_TRT21	0.8235
1120_TRT8	0.5882
11212_TRT18	0.2353
1121_TRT11	0.4706
1121_TRT12	0.8824
1121_TRT3	0.5882
11225_TRT18	0.0588
11228_TRT18	0.5882
1122_TRT12	0.6471
1122_TRT14	0.2941
1122_TRT15	0.1765
1122_TRT21	0.5882
11230_TRT18	0.1176
11232_TRT6	0.7059
11235_TRT18	0.1176
11236_TRT18	0.3529
11239_TRT18	0.1176
11239_TRT19	0.0588
1123_TRT11	0.4706
1123_TRT12	0.8824
1123_TRT15	0.1765
1123_TRT22	0.7059
1123_TRT4	0.7647
11245_TRT18	0.0588
11246_TRT18	0.2353
11247_TRT18	0.5882
11249_TRT18	0.0588
1124_TRT15	0.1765
1124_TRT21	0.8235
1124_TRT4	0.7647
11251_TRT18	0.1176
11259_TRT18	0.7059
1125_TRT11	0.5882
1125_TRT12	0.8824
1125_TRT18	0.2941
1125_TRT21	0.5882
1125_TRT8	0.5882
11262_TRT6	0.1176
11263_TRT18	0.5882
11269_TRT19	0.2941
1126_TRT22	0.7059
1126_TRT4	0.7647
11277_TRT19	0.2941
1127_TRT11	0.4706
1127_TRT15	0.3529
1127_TRT21	0.8235
11280_TRT18	0.5882
11281_TRT18	0.1176
11282_TRT19	0.1765
11283_TRT18	0.2353
11283_TRT19	0.2941
11285_TRT18	0.5882
11287_TRT18	0.0588
11288_TRT18	0.0588
1128_TRT1	0.2941
1128_TRT15	0.0
1128_TRT21	0.8235
1128_TRT22	0.0
11294_TRT18	0.2941
11295_TRT18	0.1176
11298_TRT6	0.2941
1129_TRT1	0.5294
1129_TRT14	0.0588
1129_TRT15	0.0
1129_TRT21	0.5882
112_TRT14	0.4706
112_TRT20	0.5882
11301_TRT18	0.5882
11307_TRT19	0.2941
11308_TRT18	0.2353
1130_TRT11	0.0588
1130_TRT12	0.8824
1130_TRT14	0.0
1130_TRT18	0.2353
1130_TRT21	0.8235
1130_TRT8	0.5882
1130_TRT9	0.4118
11313_TRT6	0.0588
11314_TRT18	0.1176
11319_TRT18	0.2353
1131_TRT11	0.2941
1131_TRT21	0.8235
1131_TRT8	0.5882
11322_TRT19	0.0588
11324_TRT18	0.2353
11327_TRT18	0.1176
11329_TRT18	0.5882
1132_TRT11	0.0
1132_TRT21	0.5882
1132_TRT8	0.5882
11334_TRT18	0.5882
11337_TRT18	0.0588
11338_TRT19	0.0
11339_TRT18	0.0588
1133_TRT11	0.5882
1133_TRT12	0.8824
1133_TRT15	0.0588
1133_TRT18	0.2353
1133_TRT22	0.7059
11340_TRT18	0.0588
11344_TRT18	0.5882
11346_TRT18	0.5882
1134_TRT12	0.8824
1134_TRT14	0.1765
1134_TRT22	0.7059
11351_TRT18	0.1176
11353_TRT18	0.5882
11359_TRT18	0.2353
1135_TRT15	0.0
1135_TRT4	0.7647
1135_TRT7	0.1176
11361_TRT18	0.1176
11363_TRT18	0.2941
11364_TRT18	0.0588
11367_TRT18	0.0588
11368_TRT18	0.0588
11369_TRT18	0.0588
1136_TRT12	0.8824
1136_TRT15	0.1765
1136_TRT21	0.8235
1136_TRT22	0.7059
1136_TRT4	0.7647
1136_TRT8	0.5882
11371_TRT18	0.1176
11373_TRT18	0.5882
11377_TRT18	0.2353
11377_TRT19	0.1765
11378_TRT18	0.0588
11379_TRT18	0.1176
1137_TRT11	0.4706
1137_TRT8	0.5882
1137_TRT9	0.4118
11380_TRT18	0.0588
11381_TRT18	0.5882
11386_TRT18	0.2353
11387_TRT18	0.1176
1138_TRT15	0.1765
1138_TRT21	0.5882
1138_TRT22	0.7059
1138_TRT8	0.5882
11390_TRT18	0.5882
11391_TRT18	0.5882
11394_TRT6	0.2941
11398_TRT18	0.2353
1139_TRT12	0.8824
1139_TRT15	0.3529
1139_TRT20	0.5882
1139_TRT21	0.8235
1139_TRT22	0.7059
1139_TRT24	0.1176
1139_TRT8	0.5882
113_TRT10	0.0
113_TRT18	0.2353
113_TRT20	0.5882
113_TRT21	0.8235
