Justiça	Tribunal	UF	Tipo de unidade	Classificação da unidade	case:court:code	Unidade Judiciária	Município sede	Estoque	Taxa de congestionamento líquida	Taxa de congestionamento total
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17190	2ª VARA DE RELAÇÕES DE CONSUMO - SALVADOR	SALVADOR	5787	0.8343	0.8352
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17177	4ª VARA CÍVEL - SALVADOR	SALVADOR	8481	0.9191	0.9199
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17174	2ª VARA DE EXECUÇÕES PENAIS - SALVADOR	SALVADOR	2342	0.8768	0.8768
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17181	15ª VARA DE RELAÇÕES DE CONSUMO - SALVADOR	SALVADOR	3347	0.6444	0.6499
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17175	1ª VARA DE RELACOES DE CONSUMO	SALVADOR	6534	0.7402	0.7412
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17176	9ª VARA CÍVEL - SALVADOR	SALVADOR	9191	0.9037	0.9044
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17182	2ª VARA EMPRESARIAL - SALVADOR	SALVADOR	2803	0.8707	0.8724
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17188	19ª VARA DE RELAÇÕES DE CONSUMO - SALVADOR	SALVADOR	4021	0.7869	0.7881
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17187	18ª VARA DOS FEITOS RELATIVOS ÀS RELAÇÕES DE CONSUMO - SALVADOR	SALVADOR	6283	0.7726	0.7783
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17189	2ª VARA DOS FEITOS RELATIVOS ÀS RELAÇÕES DE CONSUMO, CÍVEIS E COMERCIAIS - SALVADOR	SALVADOR	5133	0.8319	0.8333
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17186	1ª VARA EMPRESARIAL - SALVADOR	SALVADOR	1347	0.7604	0.7614
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17183	16ª VARA DE RELAÇÕES DE CONSUMO - SALVADOR	SALVADOR	2051	0.5755	0.5882
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17173	11ª VARA DE RELAÇÕES DE CONSUMO - SALVADOR	SALVADOR	6689	0.8448	0.846
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17184	10ª VARA CÍVEL - SALVADOR	SALVADOR	8439	0.9162	0.9169
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17185	17ª VARA DE RELACOES DE CONSUMO - SALVADOR	SALVADOR	5375	0.7627	0.7723
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17180	14ª VARA DE RELAÇÕES DE CONSUMO - SALVADOR	SALVADOR	2368	0.5776	0.5866
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17161	1ª VARA DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER - SALVADOR	SALVADOR	4279	0.671	0.6764
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17162	1ª VARA CÍVEL - SALVADOR	SALVADOR	7234	0.8589	0.8617
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17158	1º JUÍZO DA 1ª DO TRIBUNAL DE JURI - SALVADOR	SALVADOR	731	0.7661	0.7911
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17163	6ª VARA DE RELAÇÕES DE CONSUMO - SALVADOR	SALVADOR	5051	0.7313	0.7334
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	13320	17ª VARA CRIMINAL - SALVADOR	SALVADOR	1099	0.77	0.8486
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17164	11ª VARA DA FAZENDA PUBLICA - SALVADOR	SALVADOR	5159	0.8484	0.8634
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17170	7ª VARA CÍVEL - SALVADOR	SALVADOR	10724	0.9461	0.9465
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17169	9ª VARA DOS FEITOS RELATIVOS ÀS RELAÇÕES DE CONSUMO, CÍVEIS E COMERCIAIS - SALVADOR	SALVADOR	5039	0.7549	0.7589
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17171	2ª VARA CÍVEL - SALVADOR	SALVADOR	8807	0.7018	0.7039
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17168	8ª VARA DE RELAÇÕES DE CONSUMO - SALVADOR	SALVADOR	5050	0.7574	0.7585
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17165	7ª VARA DE RELACOES DE CONSUMO - 4º CARTÓRIO INTEGRADO - SALVADOR	SALVADOR	5889	0.7669	0.7683
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17172	10ª VARA DE RELAÇÕES DE CONSUMO - SALVADOR	SALVADOR	5245	0.7721	0.7744
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17166	5ª VARA CÍVEL - SALVADOR	SALVADOR	8781	0.8782	0.8806
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17167	6ª VARA CÍVEL - SALVADOR	SALVADOR	10832	0.8954	0.8962
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17191	3ª VARA DE RELAÇÕES DE CONSUMO - SALVADOR	SALVADOR	2060	0.6106	0.6288
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49958	2º JUÍZO 2ª DO TRIBUNAL DE JURI - SALVADOR	SALVADOR	1434	0.8672	0.8787
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49953	1º JUÍZO DA 2ª DO TRIBUNAL DE JURI - SALVADOR	SALVADOR	1342	0.8799	0.9123
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17992	5ª VARA DA INFÂNCIA E DA JUVENTUDE - SALVADOR	SALVADOR	1977	0.999	0.999
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17195	8ª VARA CÍVEL - SALVADOR	SALVADOR	9904	0.8554	0.8588
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17192	3ª VARA CÍVEL - SALVADOR	SALVADOR	8665	0.8453	0.8477
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	18349	2ª VARA DA VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER	SALVADOR	3348	0.6318	0.6462
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17193	4ª VARA DE RELAÇÕES DE CONSUMO - SALVADOR	SALVADOR	5871	0.8682	0.8691
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17194	5ª VARA DE RELACOES DE CONSUMO - SALVADOR	SALVADOR	4382	0.7429	0.7452
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49961	2ª VARA DOS FEITOS RELATIVOS AOS CRIMES CONTRA A CRIANÇA E ADOLESCENTE - SALVADOR	SALVADOR	815	0.8387	0.8717
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49989	VARA DOS FEITOS REL DELITOS PRAT ORG CRIMINOSA - SALVADOR	SALVADOR	252	0.3779	0.3836
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49963	3ª VARA DE TOXICOS - SALVADOR	SALVADOR	1897	0.5957	0.6163
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4418	11ª VARA CRIMINAL - SALVADOR	SALVADOR	1055	0.643	0.7138
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4246	1ª VARA DE TOXICOS - SALVADOR	SALVADOR	1234	0.5281	0.5607
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4226	16VARA CRIMINAL DE SALVADOR	SALVADOR	1061	0.5721	0.6962
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4412	8ª VARA CRIMINAL - SALVADOR	SALVADOR	552	0.629	0.6441
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4186	1ª VARA DA INFÂNCIA E DA JUVENTUDE - SALVADOR	SALVADOR	1134	0.5033	0.5033
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4166	8ª VARA DA FAZENDA PÚBLICA - SALVADOR	SALVADOR	18048	0.8049	0.8141
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4279	VARA DE EXECUCOES DE PENAS E MEDIDAS ALTERNATIVAS - SALVADOR	SALVADOR	1167	0.6541	0.6541
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4174	9ª VARA DA FAZENDA PÚBLICA - SALVADOR	SALVADOR	83726	0.8905	0.9008
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4178	10ª VARA DA FAZENDA PÚBLICA - SALVADOR	SALVADOR	76160	0.7761	0.878
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4311	1ª VARA DOS FEITOS RELATIVOS AOS CRIMES CONTRA A CRIANÇA E ADOLESCENTE - SALVADOR	SALVADOR	1183	0.8821	0.8935
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4393	6ª VARA CRIMINAL - SALVADOR	SALVADOR	683	0.433	0.5818
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4391	5ª VARA CRIMINAL - SALVADOR	SALVADOR	1147	0.7071	0.7273
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4394	7ª VARA CRIMINAL - SALVADOR	SALVADOR	834	0.5944	0.7159
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4390	4ª VARA CRIMINAL - SALVADOR	SALVADOR	966	0.7826	0.8077
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4336	2ª VARA DA INFÂNCIA E DA JUVENTUDE - SALVADOR	SALVADOR	683	0.6484	0.6892
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4158	9ª VARA DE FAMÍLIA	SALVADOR	4544	0.7816	0.7836
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4386	1ª VARA ESPECIALIZADA CRIMINAL DE SALVADOR	SALVADOR	265	0.3305	0.53
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4388	3ª VARA CRIMINAL - SALVADOR	SALVADOR	1373	0.7956	0.8266
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4251	2ª VARA DE TOXICOS - SALVADOR	SALVADOR	1498	0.5178	0.5358
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	3939	4ª VARA DE FAMÍLIA	SALVADOR	5151	0.7252	0.7252
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	3934	3ª VARA DE FAMÍLIA	SALVADOR	4124	0.6934	0.6939
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	3953	5ª VARA DE FAMÍLIA	SALVADOR	4295	0.7594	0.7618
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	3913	2ª VARA DE FAMÍLIA	SALVADOR	4643	0.7845	0.7848
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	3887	1ª VARA DE SUCESSÕES, ÓRFÃOS E INTERDITOS	SALVADOR	5928	0.8348	0.8356
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4086	6ª VARA DE FAMÍLIA	SALVADOR	6321	0.7753	0.7765
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	3899	2ª VARA DE SUCESSÕES, ÓRFÃOS E INTERDITOS	SALVADOR	7007	0.8826	0.8834
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	3909	1ª VARA DE FAMÍLIA	SALVADOR	3308	0.673	0.6732
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4087	1ª VARA DA FAZENDA PÚBLICA - SALVADOR	SALVADOR	82720	0.8666	0.8718
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4132	5ª VARA DA FAZENDA PÚBLICA - SALVADOR	SALVADOR	16331	0.8926	0.905
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4119	4ª VARA DA FAZENDA PÚBLICA - SALVADOR	SALVADOR	55484	0.9044	0.9101
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4139	6ª VARA DA FAZENDA PÚBLICA - SALVADOR	SALVADOR	19090	0.9234	0.9237
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4115	3ª VARA DE SUCESSÕES, ÓRFÃOS E INTERDITOS	SALVADOR	6339	0.8627	0.8632
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4093	7ª VARA DE FAMÍLIA	SALVADOR	2843	0.7015	0.702
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4145	7ª VARA DA FAZENDA PÚBLICA - SALVADOR	SALVADOR	16473	0.9423	0.9471
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4105	8ª VARA DE FAMÍLIA	SALVADOR	3603	0.7494	0.7509
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4108	3ª VARA DA FAZENDA PÚBLICA - SALVADOR	SALVADOR	52813	0.8888	0.8996
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4415	9ª VARA CRIMINAL - SALVADOR	SALVADOR	1027	0.6775	0.7268
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7929	12ª VARA CRIMINAL - SALVADOR	SALVADOR	496	0.3655	0.5695
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7925	2ª VARA ESPECIALIZADA CRIMINAL DE SALVADOR	SALVADOR	810	0.6878	0.7819
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7937	1ª VARA DE EXECUCOES PENAIS - SALVADOR	SALVADOR	4351	0.7731	0.7731
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7922	10ª VARA DE FAMÍLIA	SALVADOR	4089	0.7986	0.7988
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4893	1ª VARA CRIMINAL, JURI E DE EXECUÇÕES PENAIS - ITAPARICA	ITAPARICA	2207	0.8858	0.8874
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4423	15ª VARA CRIMINAL - SALVADOR	SALVADOR	1811	0.8429	0.8757
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4436	2ª VARA DA FAZENDA PÚBLICA - SALVADOR	SALVADOR	58172	0.9245	0.9252
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4421	14ª VARA CRIMINAL - SALVADOR	SALVADOR	1261	0.8859	0.9065
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4417	10ª VARA CRIMINAL - SALVADOR	SALVADOR	874	0.6958	0.823
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4437	VARA DE REGISTROS PUBLICOS - SALVADOR	SALVADOR	651	0.3513	0.3538
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	5254	VARA CRIMINAL, JURI, DE EXECUÇÕES PENAIS E INFÂNCIA E JUVENTUDE - RUY BARBOSA	RUY BARBOSA	1495	0.9008	0.9011
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4420	13ª VARA CRIMINAL - SALVADOR	SALVADOR	671	0.5724	0.5825
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	5234	1ª VARA CRIMINAL, JÚRI E EXECUÇÕES PENAIS - PORTO SEGURO	PORTO SEGURO	4818	0.6403	0.6404
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	79440	2ª VARA DA FAZENDA PÚBLICA - CAMACARI	CAMACARI	96599	0.9771	0.9772
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	77841	VARA DO JÚRI E EXECUÇÕES PENAIS DE CAMACARI	CAMACARI	711	0.5935	0.6067
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	79439	2ª VARA DE FAMÍLIA, ÓRFÃOS, SUCESSÕES E INTERDITOS - CAMACARI	CAMACARI	1429	0.3753	0.3755
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49612	VARA CRIME, JURI, EXECUÇÕES PENAIS E MEDIDAS ALTERNATIVAS - BUERAREMA	BUERAREMA	0	0.0	0.5354
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49619	VARA CRIMINAL DE CACULE	CACULE	0	0.0	0.5354
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17079	1VARA CRIMINAL, JURI, DE EXECUÇÕES PENAIS E INFÂNCIA E JUVENTUDE - CATU	CATU	1913	0.8808	0.8812
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	6083	1ª VARA DOS FEITOS RELATIVOS ÀS RELAÇÕES DE CONSUMO, CÍVEIS, COMERCIAIS, REGISTRO PÚBLICO E ACIDENTE DE TRABALHO - CANDEIAS	CANDEIAS	27313	0.9021	0.9021
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	5121	1ª VARA DOS FEITOS RELATIVOS ÀS RELAÇÕES DE CONSUMO, CÍVEIS, COMERCIAIS, CONSUMIDOR, REGISTRO PÚBLICO E ACIDENTE DE TRABALHO - CICERO DANTAS	CICERO DANTAS	3586	0.8026	0.803
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	5122	VARA CRIMINAL, JURI, DE EXECUÇÕES PENAIS E INFÂNCIA E JUVENTUDE - CICERO DANTAS	CICERO DANTAS	1025	0.7897	0.7897
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49664	1ª VARA DOS FEITOS RELATIVOS ÀS RELAÇÕES DE CONSUMO, CÍVEIS, COMERCIAIS, CONSUMIDOR, REGISTRO PÚBLICO E ACIDENTE DE TRABALHO - CONCEICAO DO COITE	CONCEICAO DO COITE	13333	0.918	0.9181
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49665	VARA CRIMINAL, JURI, DE EXECUÇÕES PENAIS E INFÂNCIA E JUVENTUDE - CONCEICAO DO COITE	CONCEICAO DO COITE	1251	0.9378	0.9378
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	6463	VARA DE JURISDIÇÃO PLENA - COCOS	COCOS	1719	0.8739	0.8739
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	6461	VARA DE JURISDIÇÃO PLENA - CHORROCHÓ	CHORROCHO	3755	0.9063	0.9063
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49660	VARA DOS FEITOS RELATIVOS AS RELAÇÕES DE CONSUMO, CÍVEL E COMERCIAIS - CONCEICAO DO ALMEIDA	CONCEICAO DO ALMEIDA	0	0.0	0.5354
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49662	VARA DE JURISDIÇÃO PLENA - CONCEIÇÃO DO ALMEIDA	CONCEICAO DO ALMEIDA	0	0.0	0.5354
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49639	VARA CRIMINAL DE CAPIM GROSSO	CAPIM GROSSO	0	0.0	0.5354
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	6453	VARA DE JURISDIÇÃO PLENA - CAPELA DO ALTO ALEGRE	CAPELA DO ALTO ALEGRE	4123	0.8862	0.8863
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	6084	VARA CRIMINAL, JURI, DE EXECUÇÕES PENAIS E INFÂNCIA E JUVENTUDE - CANDEIAS	CANDEIAS	2081	0.9164	0.9167
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4735	VARA DE JURISDIÇÃO PLENA - CÂNDIDO SALES	CANDIDO SALES	5233	0.9477	0.9477
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	6450	VARA DE JURISDIÇÃO PLENA - CANSANÇÃO	CANSANCAO	3235	0.5215	0.5215
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49645	1ª VARA DOS FEITOS RELATIVOS ÀS RELAÇÕES DE CONSUMO, CÍVEIS, COMERCIAIS, REGISTRO PÚBLICO E ACIDENTE DE TRABALHO - CATU	CATU	10041	0.9432	0.9437
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	5443	VARA DE JURISDIÇÃO PLENA - CENTRAL	CENTRAL	2479	0.8622	0.8623
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17078	1ª VARA DOS FEITOS RELATIVOS ÀS RELAÇÕES DE CONSUMO, CÍVEIS, COMERCIAIS, CONSUMIDOR, REGISTRO PÚBLICO E ACIDENTE DE TRABALHO - CASA NOVA	CASA NOVA	6629	0.8566	0.8568
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49644	VARA CRIMINAL, JURI, DE EXECUÇÕES PENAIS E INFÂNCIA E JUVENTUDE - CASA NOVA	CASA NOVA	1554	0.7587	0.7621
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	5291	VARA CRIMINAL, JURI, DE EXECUÇÕES PENAIS E INFÂNCIA E JUVENTUDE - SEABRA	SEABRA	1029	0.7067	0.7067
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	4892	1ª VARA DOS FEITOS RELATIVOS AS RELAÇÕES DE CONSUMO, CÍVEL, COMERCIAL E REGISTROS PÚBLICOS - ITAPARICA	ITAPARICA	8515	0.8423	0.8426
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	17116	VARA DOS FEITOS RELATIVOS ÀS RELAÇÕES DE CONSUMO, CÍVEIS E COMERCIAIS - ITANHEM	ITANHEM	3643	0.926	0.926
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	49766	VARA CRIME,JURI,EXECUÇÕES PENAIS E MEDIDAS ALTERNATIVAS - ITAGIBA	ITAGIBA	0	0.0	0.5354
Justiça Estadual	TJBA	BA	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	5715	VARA INFÂNCIA E JUVENTUDE E EXECUÇÃO DE MEDIDAS SÓCIO EDUCATIVA - FEIRA DE SANTANA	FEIRA DE SANTANA	707	0.4447	0.4461
