EVENT_LOG	DISCOVERY_ALG	PRECISION	FITNESS	ALIGNMENTS_MARKOV	ABS_EDGES_ONLY_IN_LOG	ABS_EDGES_ONLY_IN_LOG_W	ABS_EDGES_ONLY_IN_LOG_BTW	ABS_EDGES_ONLY_IN_LOG_BTW_NORM	ABS_EDGES_ONLY_IN_LOG_CC	ABS_EDGES_ONLY_IN_MODEL	ABS_EDGES_ONLY_IN_MODEL_W	ABS_MAX_DEGREE	ABS_MAX_DEGREE_DIV	ABS_MAX_CLUSTER	ABS_MAX_CLUSTER_DIV	ABS_DEGREE_ENTROPY	ABS_DEGREE_ENTROPY_DIV	ABS_LINK_DENSITY_DIV	ABS_LOG_MAX_DEGREE	ABS_LOG_DEGREE_ENTROPY	ABS_LOG_LINK_DENSITY	ABS_MODEL_MAX_DEGREE	ABS_MODEL_DEGREE_ENTROPY	ABS_MODEL_LINK_DENSITY	LOG_EVENTS	LOG_EVENTS_TYPES	LOG_SEQS	LOG_UNIQUE_SEQS	LOG_PERC_UNIQUE_SEQS	LOG_AVG_SEQS_LENGTH	LOG_AVG_EDIT_DIST	variant_entropy	variant_entropy_norm	sequence_entropy	sequence_entropy_norm	PN_SILENT_TRANS	PN_PERC_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	PN_IN_ARCS_MEAN	PN_OUT_ARCS_MEAN	PN_IN_ARCS_TRAN_MEAN	PN_OUT_ARCS_TRAN_MEAN	PN_IN_ARCS_INV_TRAN_MEAN	PN_OUT_ARCS_INV_TRAN_MEAN	PN_IN_ARCS_MAX	PN_OUT_ARCS_MAX	PN_IN_ARCS_TRAN_MAX	PN_OUT_ARCS_TRAN_MAX	PN_IN_ARCS_INV_TRAN_MAX	PN_OUT_ARCS_INV_TRAN_MAX	TIME_MARKOV	FOOTPRINT_COST_FIT_W	FOOTPRINT_COST_FIT	FOOTPRINT_COST_PRE_W	FOOTPRINT_COST_PRE	ABS_EDGES_ONLY_IN_MODEL_W_2	DIST_NODES_PERCENT	DIST_EDGES_PERCENT	ALIGNMENTS_MARKOV_2_K1	FITNESS_50_FREQ	FITNESS_50_RAND	FITNESS_25_FREQ	FITNESS_25_RAND	PRECISION_50_FREQ	PRECISION_50_RAND	PRECISION_25_FREQ	PRECISION_25_RAND
2A._VARA_DE_EXECUTIVO_FISCAL_JOAO_PESSOA_-_TJPB	IMd	0.1509	0.9369	0.8374	0.9739	0.8518	358.9167	0.0061	0.0	0.1167	-7.1746	2	1.1176	0.0	1.0	-1689.2603	-1689.2603	1	17	-1002.7321	0.0151	19	-2691.9924	0.0474	5663	28	229	227	99.1266	24.7293	21.9296	24371.0466	0.6184	46146.2469	0.9467	19	0.5	19	15	5.0667	10	2.5333	2.5333	1.0	1.0	1.0	1.0	8	8	1	1	1	1	1.3029	0.9124	0.7738	0.7386	0.5262	0.1835	0.5398	0.8862	0.9369	0.931	0.9276	0.9227	0.93	0.1138	0.13	0.099	0.1249
2A._VARA_DE_EXECUTIVO_FISCAL_JOAO_PESSOA_-_TJPB	ETM	0.9656	0.5161	0.2839	0.8628	0.3516	242.0	0.0041	0.0	0.9216	0.9894	-12	0.2941	-0.5	0.0	890.0215	890.0215	1	17	-1002.7321	0.0151	5	-112.7106	0.0455	5663	28	229	227	99.1266	24.7293	21.9296	24371.0466	0.6184	46146.2469	0.9467	8	0.1356	51	53	2.5283	11	1.2642	1.2642	1.0	1.0	2.0	2.0	6	5	1	1	3	3	0.0729	0.5985	0.1357	0.9796	0.9688	0.9263	0.8648	0.9473	0.4508	0.5207	0.534	0.4948	0.5396	0.9664	0.9776	0.9355	0.9338
VARA_DE_SUCESSOES_DE_CAMPINA_GRANDE_-_TJPB	IMd	0.118	0.7565	0.3847	0.8874	0.5569	9.0	0.0003	0.0	0.038	-8.8183	10	1.8333	0.5	2.0	-1868.6686	-1868.6686	1	12	-816.1722	0.0137	22	-2684.8408	0.0424	1557	25	25	25	100.0	62.28	50.9067	4656.867	0.4232	11347.2659	0.9915	25	0.5435	21	21	4.4762	14	2.2381	2.2381	1.0	1.0	1.04	1.04	12	12	1	1	2	2	37.6819	0.765	0.7605	0.563	0.3405	0.077	0.6864	0.963		0.7461	0.7749	0.7447	0.8049	0.0825	0.0881	0.0635	0.0871
VARA_DE_SUCESSOES_DE_CAMPINA_GRANDE_-_TJPB	ETM	0.9672	0.5917	0.4182	0.7648	0.4624	627.1667	0.0197	0.0044	0.9365	0.9508	-8	0.3333	0.0	1.0	690.9788	690.9788	1	12	-816.1722	0.0137	4	-125.1934	0.0448	1557	25	25	25	100.0	62.28	50.9067	4656.867	0.4232	11347.2659	0.9915	12	0.1348	77	88	2.2273	11	1.1136	1.1136	1.0	1.0	1.75	1.75	6	5	1	1	3	3	0.2552	0.7069	0.2036	0.9795	0.9737	0.9719	0.7944	0.8662	0.5462	0.6058	0.6082	0.6561	0.6586	0.9583	0.9535	0.9512	0.9444
BPI_Challenge_2020_PrepaidTravelCost	IMd	0.3485	0.7371	0.6131	0.9885	0.7056	69.0	0.0022	0.0	0.083	-2.1322	10	1.8333	0.0	1.0	150.3957	150.3957	1	12	-859.2319	0.0115	22	-708.8362	0.0285	18246	29	2099	202	9.6236	8.6927	3.8252	5445.904	0.7181	12632.861	0.7971	20	0.4762	22	22	3.9091	7	1.9545	1.9545	1.0	1.0	1.05	1.05	4	4	1	1	2	2	0.4286	0.8155	0.4049	0.4645	0.386	0.1062	0.7541	0.9318	0.737	0.7461	0.7494	0.7525	0.6371	0.3395	0.3489	0.294	0.2117
BPI_Challenge_2020_PrepaidTravelCost	ETM	0.6796	0.9095	0.857	0.9857	0.8317	7052.5	0.229	0.0	0.4583	0.584	-8	0.3333	-0.5	0.0	730.1586	730.1586	1	12	-859.2319	0.0115	4	-129.0733	0.0462	18246	29	2099	202	9.6236	8.6927	3.8252	5445.904	0.7181	12632.861	0.7971	16	0.5	16	26	3.6923	11	1.8462	1.8462	1.0	1.0	2.0	2.0	6	5	1	1	3	3	0.0241	0.8633	0.1288	0.6953	0.5833	0.5797	0.8691	0.9162	0.9095	0.925	0.8603	0.9353	0.8947	0.676	0.6611	0.668	0.6178
JUIZO_DA_1a_ESCRIVANIA_CRIMINAL_DE_ARAPOEMA_-_TJTO	IMd	0.0735	0.6931	0.3501	0.7955	0.4949	1107.0	0.0154	0.0	0.0474	-8.8705	9	1.5625	-0.2345	0.531	-1257.1955	-1257.1955	1	16	-1399.2324	0.009	25	-2656.4279	0.0351	1474	39	43	41	95.3488	34.2791	39.9812	4320.2728	0.4575	10249.3688	0.968	25	0.5102	24	19	5.1579	14	2.5789	2.5789	1.0	1.0	1.0	1.0	12	12	1	1	1	1	161.1704	0.7086	0.645	0.5667	0.4082	0.0755	0.682	0.9546		0.6777	0.7266	0.6768	0.6957	0.0	0.0643	0.0	0.0421
JUIZO_DA_1a_ESCRIVANIA_CRIMINAL_DE_ARAPOEMA_-_TJTO	ETM	0.8301	0.4844	0.3172	0.6045	0.2423	1107.0	0.0154	0.0	0.8333	0.9801	-13	0.1875	-0.5	0.0	1279.4734	1279.4734	1	16	-1399.2324	0.009	3	-119.759	0.0398	1474	39	43	41	95.3488	34.2791	39.9812	4320.2728	0.4575	10249.3688	0.968	11	0.2683	30	38	2.5789	11	1.2895	1.2895	1.0	1.0	1.7273	1.7273	6	5	1	1	3	3	0.0333	0.4375	0.1069	0.9659	0.9333	0.8831	0.8856	0.9469	0.4689	0.5427	0.454	0.4909	0.5453	0.7759	0.7465	775.0	0.8
BPI_Challenge_2014_Reference alignment	IMf	0.9231	0.8595	0.6989	0.9999	0.7146	157.0	0.3738	0.0	0.7179	0.7973	-1	0.8	-0.7	0.3	10.3645	10.3645	1	5	-34.3645	0.119	4	-24.0	0.1434	128554	6	43802	515	1.1757	2.9349	1.5702	9402.1885	0.6895	42015.943	0.638	9	0.6	6	11	2.7273	4	1.3636	1.3636	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.0063	0.9987	0.7333	0.9129	0.7857	0.8348	0.4167	0.541	0.8595	0.8794	0.9992	0.8781	0.997	0.9235	0.8729	0.9197	0.8087
BPI_Challenge_2014_Reference alignment	IMd	0.8302	0.8596	0.6992	1.0	0.7156	20.0	0.0476	0.0	0.5972	0.7249	-1	0.8	-0.6667	0.3333	-20.5712	-20.5712	1	5	-34.3645	0.119	4	-54.9357	0.1558	128554	6	43802	515	1.1757	2.9349	1.5702	9402.1885	0.6895	42015.943	0.638	4	0.4	6	7	2.8571	5	1.4286	1.4286	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0122	1.0	0.9333	0.919	0.8235	0.8036	0.28	0.4557	0.8596	0.8796	0.9999	0.8782	0.9999	0.8271	0.7581	0.8205	0.7038
BPI_Challenge_2014_Reference alignment	ETM	0.62	0.9837	0.9901	0.9999	0.9917	157.0	0.3738	0.0	0.4667	0.4391	0	1.0	-0.5	0.5	-1.1453	-1.1453	1	5	-34.3645	0.119	5	-35.5098	0.1316	128554	6	43802	515	1.1757	2.9349	1.5702	9402.1885	0.6895	42015.943	0.638	17	0.7391	6	20	3.9	11	1.95	1.95	1.0	1.0	1.9412	1.9412	6	5	1	1	3	3	0.0624	0.9963	0.5333	0.6693	0.625	0.5032	0.5185	0.7162	0.9829	0.9771	0.9767	0.9773	0.9255	0.6175	0.5818	0.6126	0.7775
Hospital Billing - Event Log	IMf	0.7475	0.821	0.7145	0.9996	0.8054	241.0	0.0096	0.0	0.2967	-0.2253	-3	0.7857	-0.219	0.562	287.9131	287.9131	1	14	-610.8522	0.019	11	-322.9391	0.0701	451359	18	100000	1020	1.02	4.5136	2.8935	24210.8816	0.7446	81738.0917	0.6928	20	0.5882	14	20	3.5	7	1.75	1.75	1.0	1.0	1.05	1.05	4	4	1	1	2	2	1.2547	0.8828	0.5035	0.7737	0.7742	0.2864	0.5414	0.7764	0.821	0.8765	0.8704	0.8779	0.9925	0.6651	0.7121	0.6157	0.6531
Hospital Billing - Event Log	IMd	0.625	0.9983	0.9974	0.9999	0.9948	163.0	0.0065	0.0	0.1724	-2.2141	1	1.0714	0.0	1.0	-651.353	-651.353	1	14	-610.8522	0.019	15	-1262.2052	0.0609	451359	18	100000	1020	1.02	4.5136	2.8935	24210.8816	0.7446	81738.0917	0.6928	20	0.5714	15	16	4.375	10	2.1875	2.1875	1.0	1.0	1.0	1.0	8	8	1	1	1	1	8.0788	0.9938	0.8322	0.6996	0.6503	0.2051	0.4115	0.8317		0.9959	0.9962	0.9982	0.9973	0.5564	0.5538	0.4748	0.3162
Hospital Billing - Event Log	ETM	0.5305	0.9454	0.9302	0.9994	0.9198	0.0	0.0	0.0	0.2337	-0.9547	-6	0.5714	-0.2091	0.5818	434.3743	434.3743	1	14	-610.8522	0.019	8	-176.4779	0.0865	451359	18	100000	1020	1.02	4.5136	2.8935	24210.8816	0.7446	81738.0917	0.6928	26	0.7222	10	27	4.1481	16	2.0741	2.0741	1.0	1.0	1.7692	1.7692	9	7	1	1	4	4	7.626	0.9299	0.2238	0.5734	0.5926	0.2239	0.8	0.8927	0.9483	0.937	0.9501	0.9414	0.9672	0.5302	0.5319	0.5122	0.4551
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR	IMf	0.4487	0.5886	0.5996	0.9894	0.7712	940.0	0.0569	0.0	0.089	-2.9151	0	1.0	0.0	1.0	-503.3928	-503.3928	1	14	-503.2575	0.0205	14	-1006.6503	0.054	14208	23	513	395	76.9981	27.6959	18.6026	39939.5896	0.6458	90648.9756	0.8461	54	0.7826	15	42	3.3333	5	1.6667	1.6667	1.0	1.0	1.0185	1.0185	3	3	1	1	2	2	4.3559	0.8697	0.582	0.5991	0.4356	0.1563	0.6803	0.9176		0.5903	0.5892	0.5978	0.5887	0.4006	0.4428	0.3114	0.3555
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR	IMd	0.1169	0.9982	0.9963	0.9971	0.9948	471.0	0.0285	0.0	0.0533	-10.2682	4	1.2857	-0.2282	0.5436	-1998.3547	-1998.3547	1	14	-503.2575	0.0205	18	-2501.6122	0.0529	14208	23	513	395	76.9981	27.6959	18.6026	39939.5896	0.6458	90648.9756	0.8461	45	0.7258	17	31	4.0	10	2.0	2.0	1.0	1.0	1.0	1.0	8	8	1	1	1	1	629.5649	0.9958	0.7951	0.5362	0.3356	0.1071	0.702	0.9471		0.9969	0.9974	0.9982	0.9978	0.1097	0.1052	0.0939	0.0956
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR	ETM	0.9136	0.7838	0.7558	0.9808	0.7307	940.0	0.0569	0.0	0.807	0.8839	-10	0.2857	0.0	1.0	417.5003	417.5003	1	14	-503.2575	0.0205	4	-85.7572	0.0575	14208	23	513	395	76.9981	27.6959	18.6026	39939.5896	0.6458	90648.9756	0.8461	20	0.4167	28	43	2.6512	11	1.3256	1.3256	1.0	1.0	1.45	1.45	6	5	1	1	3	3	0.0317	0.8535	0.2213	0.9728	0.9688	0.8363	0.7615	0.8686	0.7296	0.8067	0.7766	0.8448	0.7857	0.9206	0.8641	0.8514	0.8751
Road_Traffic_Fine_Management_Process	IMf	0.7347	0.7893	0.748	0.9999	0.85	63.0	0.0102	0.0	0.3112	-0.3669	2	1.2857	-0.0667	0.5999	-58.4275	-58.4275	1	7	-246.2521	0.0357	9	-304.6796	0.0658	561470	11	150370	231	0.1536	3.7339	2.1787	1882.7079	0.7654	8525.8181	0.5976	16	0.5926	11	26	2.5385	3	1.2692	1.2692	1.0	1.4545	1.375	1.0625	2	2	1	6	3	2	1.6339	0.8708	0.8143	0.6091	0.7308	0.2807	0.3592	0.7187	0.7893	0.8332	0.8544	0.8329	0.9903	0.6672	0.5773	0.5009	0.5653
Road_Traffic_Fine_Management_Process	IMd	0.4442	0.5796	0.4822	0.9999	0.5387	162.5	0.0264	0.0	0.2331	-0.5279	3	1.4286	0.3333	2.9994	-51.6491	-51.6491	1	7	-246.2521	0.0357	10	-297.9012	0.0568	561470	11	150370	231	0.1536	3.7339	2.1787	1882.7079	0.7654	8525.8181	0.5976	19	0.6333	11	22	3.0	5	1.5	1.5	1.0	1.0	1.1579	1.1579	2	3	1	1	2	2	3.3424	0.5954	0.8714	0.642	0.6932	0.2929	0.3578	0.7988		0.5559	0.4994	0.5555	0.5571	0.4443	0.4441	0.3333	0.444
Road_Traffic_Fine_Management_Process	ETM	0.8264	0.84	0.7511	0.9998	0.8029	9.0	0.0015	0.0	0.6667	0.8663	-4	0.4286	0.1833	2.0996	199.2325	199.2325	1	7	-246.2521	0.0357	3	-47.0196	0.1143	561470	11	150370	231	0.1536	3.7339	2.1787	1882.7079	0.7654	8525.8181	0.5976	6	0.4286	8	10	2.8	4	1.4	1.4	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.0056	0.8348	0.1857	0.8608	0.8125	0.7559	0.7805	0.8644	0.84	0.8707	0.8709	0.8709	0.8814	0.8263	0.8288	0.8261	0.8268
BPI_Challenge_2020_PermitLog	ETM	0.8139	0.7391	0.5668	0.9849	0.5258	599.25	0.0019	0.0	0.5357	0.8116	-22	0.1852	0.0	1.0	3215.1332	3215.1332	1	27	-3372.4613	0.0049	5	-157.3281	0.0422	86581	51	7065	1478	20.92	12.2549	8.4139	95852.5071	0.7278	216169.4	0.8169	28	0.56	22	44	3.4091	11	1.7045	1.7045	1.0	1.0	1.8929	1.8929	6	5	1	1	3	3	0.103	0.6654	0.0814	0.9499	0.9245	0.5734	0.9162	0.9633	0.7003	0.7555	0.6876	0.7683	0.6914	0.8106	0.8851	0.8082	0.8303
BPI_Challenge_2019_log_IEEE	IMd	-1.0	-1.0	0.9296	0.9998	0.9255	1290.26	0.0044	0.0	0.112	-10.2779	5	1.2083	0.5	2.0	-4710.2873	-4710.2873	1	24	-2478.5406	0.0097	29	-7188.8279	0.0304	1595923	42	251734	11973	4.7562	6.3397	5.1255	1682613.1757	0.6426	3722494.2533	0.8644	35	0.5556	28	27	4.7407	19	2.3704	2.3704	1.0	1.0	1.0286	1.0286	17	17	1	1	2	2	1416.2622	0.9558	0.7671	0.669	0.4872	0.1947	0.5685	0.8902									
BPI_Challenge_2019_log_IEEE	ETM	0.9831	0.8121	0.6769	0.9987	0.5487	0.0	0.0	0.0001	0.9091	0.982	-21	0.125	-0.5	0.0	2434.5015	2434.5015	1	24	-2478.5406	0.0097	3	-44.0391	0.0917	1595923	42	251734	11973	4.7562	6.3397	5.1255	1682613.1757	0.6426	3722494.2533	0.8644	2	0.2222	7	10	2.0	3	1.0	1.0	1.0	1.0	1.5	1.5	2	2	1	1	2	2	0.0058	0.5631	0.0241	1.0	1.0	0.9836	0.9703	0.9929	0.8123	0.8192	0.6264	0.8327	0.7884	0.9828	0.9723	0.9828	0.9821
Sepsis Cases - Event Log	IMf	0.6937	0.7929	0.6224	0.98	0.5877	0.0	0.0	0.0016	0.4417	0.503	-7	0.5625	-0.2308	0.5384	230.2315	230.2315	1	16	-442.1232	0.0267	9	-211.8917	0.0656	15214	16	1050	846	80.5714	14.4895	11.8652	40115.9206	0.687	101159.0168	0.7705	16	0.5333	14	22	3.0	5	1.5	1.5	1.0	1.0714	1.1875	1.125	3	3	1	2	3	3	1.3877	0.7922	0.4087	0.8272	0.7344	0.5404	0.6471	0.786	0.7929	0.7893	0.8073	0.7855	0.7996	0.6022	0.6883	0.588	0.6355
Sepsis Cases - Event Log	IMd	0.374	0.7738	0.8246	0.9949	0.7886	266.0	0.0145	0.0014	0.1223	-4.9324	1	1.0625	0.0	1.0	-990.7759	-990.7759	1	16	-442.1232	0.0267	17	-1432.8991	0.0444	15214	16	1050	846	80.5714	14.4895	11.8652	40115.9206	0.687	101159.0168	0.7705	16	0.5	16	18	3.8889	7	1.9444	1.9444	1.0	1.0	1.1875	1.1875	5	5	1	1	3	3	18.6474	0.9999	0.9913	0.6898	0.475	0.1933	0.5073	0.8809		0.7687	0.7639	0.7692	0.7831	0.3195	0.3628	0.2863	0.3644
Sepsis Cases - Event Log	ETM	0.8582	0.7541	0.6582	0.9774	0.6857	0.0	0.0	0.0016	0.8182	0.8357	-9	0.4375	0.0	1.0	318.6694	318.6694	1	16	-442.1232	0.0267	7	-123.4538	0.056	15214	16	1050	846	80.5714	14.4895	11.8652	40115.9206	0.687	101159.0168	0.7705	62	0.7209	24	77	3.7143	11	1.8571	1.8571	1.0	1.0	1.9194	1.9194	6	5	1	1	3	3	0.6812	0.8487	0.3391	0.968	0.9423	0.8706	0.6835	0.807	0.7409	0.7516	0.7593	0.707	0.7916	0.8244	0.8618	0.7124	0.8525
BPI_Challenge_2013_open_problems	IMf	0.9502	0.9783	0.9614	0.9985	0.9699	23.0	0.1474	0.0047	1.0	1.0	0	1.0	0.0	1.0	3.5098	3.5098	1	4	-13.5098	0.2179	4	-10.0	0.2545	2351	3	819	108	13.1868	2.8706	2.2846	891.6574	0.6812	3082.3382	0.6986	7	0.7	3	7	2.8571	5	1.4286	1.4286	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0042	1.0	1.0	1.0	1.0	1.0	0.1538	0.1765	0.9783	0.9798	0.9687	0.9848	0.9772	0.9631	0.8771	0.9733	0.9412
BPI_Challenge_2013_open_problems	IMd	0.9066	1.0	0.9527	0.9995	0.9611	0.0	0.0	0.0079	0.6154	0.7097	0	1.0	-0.1333	0.7334	-25.0195	-25.0195	1	4	-13.5098	0.2179	4	-38.5293	0.2167	2351	3	819	108	13.1868	2.8706	2.2846	891.6574	0.6812	3082.3382	0.6986	11	0.7857	3	9	3.1111	5	1.5556	1.5556	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0259	1.0	1.0	0.836	0.6667	0.7497	0.1875	0.4074	0.6676	0.9996	0.9996	0.9996	0.9996	0.7996	0.8816	0.8046	0.7733
BPI_Challenge_2013_open_problems	ETM	-1.0	-1.0	0.0	0.9915	0.0	2.0	0.0128	0.0058	0.0	-0.0266	2	1.5	-0.1607	0.6786	-88.6033	-88.6033	1	4	-13.5098	0.2179	6	-102.1131	0.1437	2351	3	819	108	13.1868	2.8706	2.2846	891.6574	0.6812	3082.3382	0.6986	31	0.7381	11	31	4.2581	11	2.129	2.129	1.0	1.0	1.7742	1.7742	6	5	1	1	3	3	1.8944	0.0	0.0						-0.4946	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
BPI_Challenge_2013_incidents	IMf	0.9236	0.7246	0.6402	0.9998	0.6358	57.0	0.2096	0.0008	0.9032	0.8726	-2	0.6	-0.1667	0.6666	-5.2451	-5.2451	1	5	-17.5098	0.1765	3	-22.7549	0.1987	65533	4	7554	1511	20.0026	8.6753	7.12	88097.2829	0.7131	227641.4707	0.7637	9	0.75	3	10	2.6	3	1.3	1.3	1.0	1.0	1.1111	1.1111	2	2	1	1	2	2	0.0065	0.8597	0.6364	1.0	1.0	0.9533	0.3333	0.451	0.7251	0.7607	0.7629	0.739	0.8448	0.9437	0.9237	0.874	0.8581
BPI_Challenge_2013_incidents	IMd	0.6257	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.4486	0.0295	0	1.0	-0.1607	0.6786	-64.0	-64.0	1	5	-17.5098	0.1765	5	-81.5098	0.1783	65533	4	7554	1511	20.0026	8.6753	7.12	88097.2829	0.7131	227641.4707	0.7637	17	0.8095	4	14	3.1429	5	1.5714	1.5714	1.0	1.0	1.0588	1.0588	2	3	1	1	2	2	0.2905	1.0	1.0	0.8529	0.6875	0.632	0.32	0.5514	0.9999	0.9997	0.9998	0.9997	0.9997	0.6449	0.6005	0.6238	0.5321
BPI_Challenge_2013_incidents	ETM	-1.0	-1.0	0.0	0.9994	0.0	23.0	0.0846	0.0091	0.0	0.719	1	1.2	-0.2	0.6	-46.729	-46.729	1	5	-17.5098	0.1765	6	-64.2388	0.0936	65533	4	7554	1511	20.0026	8.6753	7.12	88097.2829	0.7131	227641.4707	0.7637	14	0.5833	10	17	3.7647	11	1.8824	1.8824	1.0	1.0	1.5714	1.5714	6	5	1	1	3	3	0.0154	0.0	0.0						0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
BPI Challenge 2017	IMd	0.0998	-1.0	0.6729	0.9999	0.7273	2.0	0.0001	0.0001	0.0574	-9.5497	12	1.8571	0.1667	1.5002	-2042.6096	-2042.6096	1	14	-776.9141	0.016	26	-2819.5237	0.0341	1202267	26	31509	15930	50.557	38.1563	26.109	2579082.6938	0.735	7709263.7909	0.7375	31	0.5439	26	24	4.75	13	2.375	2.375	1.0	1.0	1.0	1.0	11	11	1	1	1	1	573.7667	0.8527	0.8371	0.4839	0.3326	0.0933	0.6714	0.9438		-1.0	-1.0	0.8587	0.8598	0.0954	0.0988	0.0954	0.0961
BPI Challenge 2017	ETM	0.9033	-1.0	0.7433	0.9996	0.6457	0.0	0.0	0.0091	0.791	0.8677	-9	0.3571	0.1667	1.5002	653.6299	653.6299	1	14	-776.9141	0.016	5	-123.2842	0.0429	1202267	26	31509	15930	50.557	38.1563	26.109	2579082.6938	0.735	7709263.7909	0.7375	27	0.4821	29	51	2.6275	11	1.3137	1.3137	1.0	1.0	1.4074	1.4074	6	5	1	1	3	3	0.301	0.8343	0.1854	0.9365	0.925	0.8011	0.8103	0.912	0.8289	-1.0	-1.0	-1.0	-1.0	0.8988	0.9006	0.8927	0.8963
BPI_Challenge_2020_DomesticDeclarations	IMf	0.6512	0.935	0.8752	0.9993	0.9029	94.0	0.0417	0.0	0.2857	-0.132	1	1.125	0.0	1.0	19.2031	19.2031	1	8	-143.0676	0.0421	9	-123.8645	0.0576	56437	17	10500	99	0.9429	5.375	1.6683	1595.6229	0.6736	4527.6325	0.7648	12	0.5217	11	13	3.5385	5	1.7692	1.7692	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0193	0.9079	0.4872	0.4881	0.4872	0.2402	0.6438	0.79	0.935	0.9384	0.9476	0.9403	0.9356	0.6329	0.5539	0.597	0.43
BPI_Challenge_2020_DomesticDeclarations	IMd	0.3376	0.9842	0.9715	0.9995	0.9669	94.0	0.0417	0.0	0.0829	-2.8858	3	1.375	0.0	1.0	-279.8596	-279.8596	1	8	-143.0676	0.0421	11	-422.9272	0.0722	56437	17	10500	99	0.9429	5.375	1.6683	1595.6229	0.6736	4527.6325	0.7648	18	0.6207	11	15	3.8667	6	1.9333	1.9333	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.1685	0.963	0.5897	0.3773	0.3026	0.0939	0.7328	0.9213	0.9842	0.984	0.9778	0.9851	0.9929	0.3302	0.3315	0.3141	0.2319
BPI_Challenge_2020_DomesticDeclarations	ETM	0.7056	0.9594	0.9436	0.9992	0.9542	94.0	0.0417	0.0	0.2276	0.3593	1	1.125	-0.2917	0.4166	58.259	58.259	1	8	-143.0676	0.0421	9	-84.8086	0.1089	56437	17	10500	99	0.9429	5.375	1.6683	1595.6229	0.6736	4527.6325	0.7648	27	0.6923	12	32	3.9375	11	1.9688	1.9688	1.0	1.0	1.8889	1.8889	6	5	1	1	3	3	0.0619	0.969	0.4615	0.6601	0.5405	0.3193	0.6719	0.8406	0.9594	0.9678	0.7785	0.9703	0.9088	0.7042	0.5701	0.6969	0.5404
5a_VARA_CIVEL_-_TJMT	IMd	0.1508	0.5364	0.3261	0.667	0.2327	722.1762	0.0187	0.0	0.1652	-0.2033	-6	0.5714	-0.2095	0.581	672.6925	672.6925	1	14	-939.4074	0.0119	8	-266.7149	0.0766	1098	35	29	29	100.0	37.8621	41.3153	3161.2976	0.4424	7526.8751	0.9791	23	0.6765	11	21	3.3333	6	1.6667	1.6667	1.0	1.0	1.0435	1.0435	3	4	1	1	2	2	1.6233	0.3966	0.2366	0.7624	0.6471	0.2625	0.7939	0.9101	0.5383	0.3576	0.507	0.383	0.3597	0.0	0.1404	0.0	0.1405
5a_VARA_CIVEL_-_TJMT	ETM	0.963	0.4605	0.272	0.6445	0.3538	722.1762	0.0187	0.0	0.7692	0.7604	-9	0.3571	0.0	1.0	811.4591	811.4591	1	14	-939.4074	0.0119	5	-127.9483	0.0439	1098	35	29	29	100.0	37.8621	41.3153	3161.2976	0.4424	7526.8751	0.9791	15	0.2	60	66	2.5152	11	1.2576	1.2576	1.0	1.0	1.5333	1.5333	6	5	1	1	3	3	0.1846	0.6024	0.1774	0.9416	0.9211	0.7766	0.82	0.895	0.4301	0.5026	0.5398	0.4529	0.5657	0.9286	0.9259	0.9231	0.8571
VARA_DE_SUCESSOES_E_REGISTROS_PUBLICOS_DA_COMARCA_DE_JABOATAO_DOS_GUARARAPES_-_TJPE	IMf	0.4592	0.6065	0.4098	0.9432	0.4833	120.0	0.0083	0.0	0.363	-0.0331	-9	0.4	-0.1964	0.6072	453.5257	453.5257	1	15	-535.6647	0.0174	6	-82.139	0.1134	3534	26	28	28	100.0	126.2143	123.4947	10244.9502	0.3797	28340.9105	0.9803	31	0.7949	8	26	3.0	4	1.5	1.5	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.1825	0.6101	0.193	0.7248	0.6875	0.4784	0.8092	0.8555	0.6065	0.5903	0.6201	0.5625	0.6436	0.0	0.4565	0.0	0.359
