case:concept:name	CLUS_KME	CLUS_AGG	CLUS_ACT
2107_TRT4	0.7895	0.5882	0.75
21080_TRT15	0.6842	0.5882	0.8333
21080_TRT17	0.0263	0.0	0.1667
21080_TRT4	0.1842	0.3529	0.0833
21080_TRT9	0.5789	0.4118	0.5833
21081_TRT1	0.7105	0.4706	0.5
21081_TRT15	0.6842	0.5882	0.1667
21082_TRT8	0.0263	0.2941	0.9167
21082_TRT9	0.7105	0.5882	0.1667
21083_TRT15	0.9211	0.9412	1.0
21083_TRT4	0.0526	0.3529	0.0833
21083_TRT8	0.4737	0.3529	0.4167
21083_TRT9	0.4474	0.4118	0.5833
21084_TRT15	0.6842	0.5882	0.8333
21084_TRT4	0.0526	0.3529	0.0833
21084_TRT8	0.0789	0.1765	0.0
21085_TRT4	0.0526	0.1765	0.0833
21085_TRT9	0.7105	0.5294	0.4167
21086_TRT10	0.3947	0.2941	0.5
21086_TRT15	0.9211	0.9412	1.0
21086_TRT9	0.4474	0.4118	0.5833
21087_TRT15	0.6842	0.5882	0.6667
21087_TRT4	0.7105	0.0	0.75
21088_TRT10	0.3947	0.4706	0.3333
21088_TRT15	0.7368	0.9412	1.0
21088_TRT8	0.1579	0.1765	0.1667
21088_TRT9	0.6579	0.5882	0.5833
21089_TRT15	0.7632	0.5882	0.8333
21089_TRT4	0.5263	0.0588	0.75
2108_TRT12	0.7895	0.6471	0.8333
2108_TRT15	0.1316	0.0	0.0
2108_TRT4	0.4211	0.7647	0.5
21090_TRT10	0.4211	0.1765	0.4167
21090_TRT15	0.7368	0.9412	1.0
21090_TRT9	0.6053	0.5294	0.4167
21091_TRT15	0.7632	0.5882	1.0
21091_TRT4	0.1316	0.0588	0.75
21091_TRT9	0.4474	0.4118	0.5833
21092_TRT15	0.7632	0.9412	0.8333
21092_TRT2	0.1053	0.2353	0.9167
21092_TRT4	0.1316	0.0588	0.75
21092_TRT8	0.1316	0.0	0.0
21092_TRT9	0.1053	0.5882	1.0
21093_TRT10	0.1316	0.7647	0.1667
21093_TRT8	0.1842	0.3529	0.4167
21094_TRT10	0.1316	0.1765	0.1667
21094_TRT9	0.6579	0.5882	0.4167
21095_TRT15	0.7368	0.5882	1.0
21095_TRT8	0.7105	0.3529	0.4167
21095_TRT9	0.7105	0.5882	0.5833
21096_TRT3	0.1053	0.4706	0.75
21096_TRT9	0.1053	0.4118	0.5833
21097_TRT4	0.4211	0.0588	0.3333
21098_TRT15	0.9211	0.9412	1.0
21099_TRT10	0.1842	0.1765	0.0833
21099_TRT15	0.7368	0.5882	1.0
21099_TRT4	0.0526	0.1765	0.0833
21099_TRT8	0.1316	0.2941	0.5
2109_TRT12	0.7895	0.6471	0.25
21100_TRT10	0.1842	0.3529	0.25
21100_TRT4	0.1842	0.3529	0.0833
21101_TRT4	0.0	0.0	0.0833
21101_TRT8	0.0263	0.0	0.25
21102_TRT4	0.0526	0.3529	0.0833
21102_TRT8	0.0263	0.0	0.25
21103_TRT15	0.7632	0.9412	1.0
21103_TRT8	0.7105	0.3529	0.25
21103_TRT9	0.2105	0.4118	0.4167
21104_TRT15	0.7105	0.5882	0.25
21104_TRT9	0.6053	0.5294	0.5833
21106_TRT9	0.2105	0.4118	0.5833
21107_TRT4	0.0526	0.0588	0.5
21108_TRT4	0.0	0.1765	0.0833
21108_TRT8	0.1842	0.3529	0.4167
21108_TRT9	0.4474	0.4118	0.5833
21109_TRT2	0.1053	0.1176	1.0
21109_TRT4	0.5263	0.3529	0.4167
21109_TRT8	0.0263	0.0	0.0833
21109_TRT9	0.6579	0.4118	0.5833
2110_TRT12	0.7895	0.6471	0.25
2110_TRT4	0.4211	0.7647	0.8333
2110_TRT9	0.7105	0.5882	0.5833
21110_TRT15	0.7105	0.9412	1.0
21110_TRT8	0.0263	0.0	0.5
21110_TRT9	0.6579	0.4118	0.5833
21111_TRT10	0.7105	0.3529	0.5
21111_TRT15	0.7632	0.5882	1.0
21111_TRT4	0.5263	0.0588	0.75
21112_TRT10	0.0263	0.0	0.25
21112_TRT8	0.1316	0.0	0.0
21113_TRT10	0.1316	0.2941	0.1667
21113_TRT15	0.7632	0.9412	1.0
21113_TRT9	0.5789	0.4118	0.5833
21114_TRT9	0.2105	0.4118	0.5833
21115_TRT10	0.2895	0.1765	0.3333
21115_TRT4	0.0526	0.0	0.0833
21116_TRT10	0.0263	0.1765	0.25
21116_TRT8	0.1316	0.0588	0.0
21117_TRT10	0.0263	0.0	0.0
21117_TRT15	0.7105	0.9412	1.0
21117_TRT5	0.2632	0.1765	0.0833
21118_TRT10	0.0	0.0	0.0833
21118_TRT15	0.7105	0.9412	1.0
21118_TRT4	0.5263	0.0588	0.75
21118_TRT8	0.0263	0.1765	0.5
21118_TRT9	0.6053	0.5294	0.5833
21119_TRT10	0.1316	0.0	0.0
21119_TRT15	0.7368	0.9412	1.0
21119_TRT8	0.4737	0.3529	0.4167
2111_TRT12	0.7895	0.6471	0.25
21120_TRT10	0.4211	0.0	0.25
21120_TRT15	0.7105	1.0	0.75
21120_TRT4	0.7105	0.3529	0.4167
21120_TRT8	0.3947	0.4706	0.5
21120_TRT9	0.4474	0.5882	0.5833
21121_TRT10	0.3421	0.3529	0.4167
21121_TRT15	0.1053	0.0588	0.5
21121_TRT4	0.1316	0.0588	0.75
21122_TRT17	0.0	0.1765	0.0
21122_TRT4	0.5263	0.3529	0.1667
21123_TRT15	0.7368	0.5882	1.0
21124_TRT15	0.7105	0.9412	1.0
21124_TRT8	0.0263	0.1765	0.5
21124_TRT9	0.5789	0.4118	0.5833
21125_TRT15	0.7105	0.5882	1.0
21125_TRT4	0.3684	0.3529	0.0833
21126_TRT15	0.7368	0.9412	1.0
21126_TRT8	0.5	0.1765	0.4167
21127_TRT10	0.2895	0.1765	0.0833
21127_TRT15	0.7105	1.0	0.75
21128_TRT8	0.1842	0.3529	0.4167
21129_TRT4	0.5526	0.4706	0.3333
21129_TRT8	0.5	0.3529	0.4167
2112_TRT12	0.8158	0.9412	1.0
2112_TRT4	0.3158	0.5882	0.4167
21130_TRT10	0.1316	0.0	0.0
21130_TRT15	0.7368	0.9412	1.0
21130_TRT8	0.7105	0.1765	0.4167
21131_TRT10	0.2895	0.1765	0.9167
21131_TRT15	0.7632	0.9412	0.8333
21132_TRT8	0.3684	0.3529	0.4167
21133_TRT10	0.7105	0.3529	0.4167
21133_TRT15	0.7368	0.9412	1.0
21133_TRT4	0.0526	0.1765	0.0833
21134_TRT8	0.1842	0.1765	0.5
21135_TRT15	0.7632	0.9412	1.0
21135_TRT9	0.6579	0.5882	0.5833
21136_TRT10	0.2895	0.1765	0.5
21136_TRT15	0.7368	0.9412	1.0
21136_TRT8	0.0263	0.3529	0.4167
21137_TRT4	0.1316	0.0588	0.1667
21137_TRT9	0.2105	0.5882	0.5833
21138_TRT10	0.0	0.1765	0.0
21138_TRT15	0.7632	0.9412	1.0
21138_TRT4	0.1053	0.0588	0.1667
21138_TRT8	0.7105	0.3529	0.4167
21138_TRT9	0.6579	0.5882	0.5833
21139_TRT10	0.2895	0.1765	0.9167
21139_TRT15	0.7632	0.9412	1.0
21139_TRT4	0.7105	0.3529	0.4167
2113_TRT12	0.3947	0.5294	0.8333
2113_TRT4	0.7895	0.7647	0.75
21140_TRT10	0.2895	0.1765	0.5
21140_TRT15	0.7632	0.9412	0.8333
21140_TRT4	0.0526	0.0	0.0833
21141_TRT4	0.1842	0.3529	0.0833
21142_TRT4	0.3684	0.3529	0.0833
21142_TRT8	0.2368	0.1765	0.4167
21143_TRT10	0.3158	0.4706	0.5
21143_TRT15	0.7368	0.5882	0.25
21143_TRT4	0.4211	0.0	0.25
21144_TRT15	0.7632	0.9412	0.8333
21144_TRT4	0.5263	0.0	0.3333
21145_TRT15	0.7632	0.5882	0.8333
21145_TRT9	0.2105	0.4118	0.5833
21146_TRT15	0.7632	0.5882	1.0
21146_TRT4	0.1053	0.0588	0.75
21146_TRT9	0.6579	0.4118	0.5833
21147_TRT15	0.7105	1.0	0.5
21147_TRT4	0.0789	0.1765	0.0833
21147_TRT5	0.2632	0.3529	0.0833
21147_TRT8	0.4737	0.3529	0.4167
21148_TRT10	0.2895	0.1765	0.9167
21148_TRT15	0.7368	0.5882	0.3333
21148_TRT4	0.0789	0.1765	0.1667
21148_TRT8	0.3421	0.3529	0.4167
21149_TRT10	0.2895	0.1765	0.9167
21149_TRT15	0.7368	0.5882	0.1667
21149_TRT4	0.3947	0.4706	0.0833
21149_TRT8	0.0526	0.0	0.1667
2114_TRT12	0.7895	0.5294	0.8333
2114_TRT15	0.0	0.1765	0.0833
2114_TRT22	0.1316	0.7059	0.9167
21150_TRT2	0.6316	0.2353	0.9167
21150_TRT4	0.0526	0.1765	0.0833
21151_TRT10	0.2895	0.1765	0.5
21151_TRT15	0.7632	0.9412	0.25
21151_TRT4	0.7105	0.3529	0.0833
21151_TRT8	0.0263	0.0	0.25
21152_TRT10	0.2895	0.1765	0.5
21152_TRT15	0.7105	0.9412	0.8333
21152_TRT4	0.7105	0.3529	0.4167
21153_TRT4	0.1316	0.0588	0.75
21153_TRT8	0.0	0.0588	0.0833
21154_TRT8	0.7105	0.3529	0.4167
21155_TRT4	0.0263	0.0	0.25
21156_TRT10	0.2895	0.1765	0.9167
21157_TRT10	0.2895	0.1765	0.5
21157_TRT4	0.3684	0.3529	0.0833
21157_TRT8	0.7105	0.3529	0.4167
21157_TRT9	0.6842	0.5882	0.8333
21158_TRT8	0.0263	0.0	0.25
21159_TRT4	0.7105	0.1765	0.4167
21159_TRT9	0.2105	0.4118	0.5833
2115_TRT12	0.8421	0.8824	1.0
2115_TRT15	0.2895	0.8235	0.5
2115_TRT17	0.1316	0.0	0.0
2115_TRT22	0.8158	0.2941	0.3333
21160_TRT15	0.7105	1.0	0.5
21160_TRT4	0.0526	0.1765	0.0833
21160_TRT8	0.0263	0.1765	0.3333
21161_TRT15	0.7105	1.0	0.5
21161_TRT8	0.0263	0.0588	0.5
21161_TRT9	0.9474	0.5882	0.8333
21162_TRT10	0.0789	0.1765	0.1667
21162_TRT15	0.7105	1.0	0.5
21162_TRT8	0.0263	0.0588	0.25
21162_TRT9	0.5789	0.5882	0.75
21163_TRT15	0.7105	0.9412	0.25
21163_TRT4	0.0526	0.3529	0.4167
21163_TRT9	0.2105	0.4118	0.5833
21164_TRT15	0.7105	1.0	0.5
21164_TRT4	0.0526	0.0588	0.0833
21164_TRT8	0.5	0.1765	0.5
21165_TRT4	0.0526	0.1765	0.0833
21166_TRT15	0.1053	0.2353	0.25
21168_TRT10	0.1316	0.0	0.0
21168_TRT15	0.7368	0.5882	1.0
21168_TRT4	0.0263	0.0588	0.1667
21168_TRT8	0.1316	0.2941	0.3333
21169_TRT15	0.7632	0.9412	1.0
21169_TRT2	0.1053	0.1765	0.0
21169_TRT8	0.1316	0.2941	0.3333
2116_TRT12	0.7895	0.6471	0.25
2116_TRT14	0.2632	0.3529	0.25
2116_TRT22	0.2895	0.7059	0.9167
21170_TRT8	0.1316	0.2941	0.3333
21171_TRT4	0.0526	0.1765	0.0833
21171_TRT8	0.1316	0.1765	0.0833
21172_TRT10	0.0	0.0	0.0833
21172_TRT15	0.7105	0.5882	0.1667
21172_TRT4	0.3684	0.3529	0.0833
21173_TRT10	0.0	0.1765	0.5
21173_TRT15	0.7368	0.9412	1.0
21173_TRT3	0.1053	0.4706	0.3333
21173_TRT4	0.0	0.0	0.25
21174_TRT15	0.7368	0.5882	1.0
21174_TRT4	0.0526	0.1765	0.5
21175_TRT10	0.0	0.0	0.25
21175_TRT15	0.7105	0.9412	1.0
21175_TRT4	0.0526	0.3529	0.0833
21175_TRT8	0.0789	0.0	0.0
21176_TRT10	0.0263	0.0588	0.1667
21176_TRT15	0.7368	0.5882	1.0
21176_TRT17	0.1842	0.1765	0.1667
21176_TRT4	0.0	0.1765	0.0833
21176_TRT8	0.2632	0.1765	0.5
21176_TRT9	0.2105	0.4118	0.5833
21177_TRT15	0.7105	1.0	0.5
21177_TRT8	0.1316	0.0	0.0
21177_TRT9	0.9474	0.5882	0.8333
21178_TRT15	0.7105	0.5882	0.5
21178_TRT9	0.7105	0.5882	0.5833
21179_TRT15	0.7105	1.0	0.5
21179_TRT4	0.0263	0.0588	0.25
2117_TRT12	0.7895	0.6471	0.25
2117_TRT14	0.1316	0.0	0.25
2117_TRT4	0.7895	0.0588	0.75
21180_TRT15	0.7105	0.9412	0.8333
21180_TRT4	0.2368	0.1765	0.4167
21180_TRT5	0.0789	0.1765	0.5
21181_TRT15	0.7105	1.0	0.25
21181_TRT4	0.0	0.0	0.0833
21181_TRT8	0.0263	0.1765	0.0833
21181_TRT9	0.4474	0.5882	0.5833
21182_TRT4	0.7105	0.1765	0.0833
21183_TRT10	0.4211	0.1765	0.1667
21183_TRT15	0.7105	0.9412	1.0
21184_TRT17	0.0263	0.0588	0.1667
21184_TRT4	0.4211	0.0	0.25
21185_TRT15	0.7632	0.5882	1.0
21185_TRT3	0.5526	0.4706	0.25
21185_TRT4	0.4211	0.1765	0.4167
21185_TRT8	0.7105	0.3529	0.4167
21186_TRT15	0.7632	0.5882	0.3333
21186_TRT4	0.0	0.0	0.0833
21186_TRT8	0.0263	0.0588	0.0833
21186_TRT9	0.7105	0.5294	0.1667
21187_TRT10	0.2895	0.1765	0.5
21187_TRT15	0.7105	0.5882	1.0
21187_TRT2	0.1053	0.2941	0.0833
21187_TRT9	0.1053	0.0588	0.25
21188_TRT8	0.7105	0.3529	0.4167
21189_TRT10	0.2895	0.1765	0.5
21189_TRT15	0.7105	0.9412	0.8333
21189_TRT4	0.1316	0.0588	0.75
21189_TRT8	0.7105	0.3529	0.4167
21189_TRT9	0.7105	0.5882	0.5833
2118_TRT12	0.7895	0.5294	0.1667
2118_TRT15	0.0	0.0	0.0833
2118_TRT17	0.1316	0.1765	0.5
2118_TRT22	0.1316	0.7059	0.9167
2118_TRT4	0.4211	0.7647	0.1667
21190_TRT10	0.2895	0.1765	0.5
21190_TRT4	0.1316	0.0588	0.75
21191_TRT15	0.7105	1.0	0.8333
21191_TRT17	0.1579	0.1765	0.9167
21191_TRT4	0.5263	0.0588	0.75
21192_TRT15	0.1053	0.2353	0.0833
21192_TRT4	0.1316	0.0588	0.75
21192_TRT8	0.2632	0.1765	0.4167
21192_TRT9	0.7105	0.5294	0.1667
21193_TRT15	0.7105	0.9412	1.0
21193_TRT9	0.7105	0.5294	0.1667
21194_TRT10	0.0	0.1765	0.0833
21194_TRT15	0.7368	0.5882	1.0
21194_TRT4	0.0526	0.1765	0.0833
21195_TRT10	0.0	0.0	0.0833
21195_TRT15	0.7368	0.9412	0.8333
21195_TRT9	0.2105	0.4118	0.5833
21196_TRT10	0.3684	0.3529	0.4167
21196_TRT15	0.7368	0.5882	1.0
21196_TRT4	0.4737	0.3529	0.0833
21196_TRT9	0.1053	0.0588	0.25
21197_TRT4	0.1842	0.3529	0.0833
21197_TRT9	0.1053	0.5882	1.0
21198_TRT15	0.7632	0.5882	0.8333
21198_TRT4	0.0526	0.3529	0.4167
21198_TRT8	0.0263	0.0	0.25
21198_TRT9	0.7105	0.5294	0.1667
21199_TRT15	0.7368	0.5882	0.8333
21199_TRT9	0.2105	0.4118	0.5833
2119_TRT14	0.2632	0.1765	0.5
2119_TRT22	0.1316	0.7059	0.9167
2119_TRT4	0.7895	0.0588	0.5
211_TRT11	0.7105	0.5882	0.0833
211_TRT20	0.6316	0.5882	0.25
211_TRT7	0.1053	0.2353	0.9167
21200_TRT17	0.0	0.1765	0.4167
21200_TRT8	0.2632	0.1765	0.0
21201_TRT17	0.0263	0.0588	0.1667
21201_TRT4	0.1316	0.0588	0.0
21202_TRT9	0.4474	0.4118	0.5833
21203_TRT15	0.7632	0.9412	0.25
21203_TRT2	0.1053	0.1765	0.0
21204_TRT15	0.1053	0.1176	1.0
21205_TRT1	0.7105	0.1765	0.5
21205_TRT10	0.1316	0.0	0.0
21205_TRT15	0.7368	0.9412	1.0
21205_TRT4	0.4211	0.0588	0.3333
21205_TRT8	0.2368	0.3529	0.5
21205_TRT9	0.2105	0.4118	0.5833
21206_TRT4	0.4211	0.1765	0.4167
21206_TRT8	0.7105	0.3529	0.4167
21207_TRT4	0.0526	0.7059	0.25
21207_TRT8	0.0789	0.1765	0.1667
21208_TRT1	0.3947	0.2941	0.3333
21208_TRT10	0.1842	0.1765	0.4167
21208_TRT15	0.7632	0.5882	0.8333
21209_TRT15	0.7105	0.9412	0.25
21209_TRT4	0.0526	0.1765	0.0833
21209_TRT8	0.1316	0.0	0.0
21209_TRT9	0.2105	0.4118	0.5833
2120_TRT12	1.0	0.8824	0.25
2120_TRT15	0.1579	0.1765	0.8333
2120_TRT22	0.2895	0.7059	0.9167
21210_TRT10	0.0	0.1765	0.4167
21210_TRT15	0.7105	1.0	0.5
21210_TRT4	0.3684	0.3529	0.0833
21210_TRT8	0.1579	0.1765	0.5
21210_TRT9	0.2105	0.4118	0.5833
21212_TRT15	0.7632	0.9412	1.0
21212_TRT2	0.1053	0.1176	0.9167
21212_TRT4	0.0526	0.1765	0.0833
21212_TRT8	0.0526	0.0588	0.4167
21213_TRT10	0.1316	0.0	0.0
21213_TRT15	0.7368	0.9412	1.0
21213_TRT4	0.7105	0.4706	0.0833
21214_TRT15	0.7368	0.9412	1.0
21214_TRT8	0.0263	0.1765	0.5
21215_TRT1	0.2632	0.1765	0.4167
21215_TRT17	0.2368	0.1765	0.0833
21215_TRT4	0.3684	0.3529	0.4167
21215_TRT9	0.5789	0.5882	0.5833
21216_TRT15	0.7105	0.5882	0.4167
21216_TRT4	0.0526	0.1765	0.0833
21216_TRT9	0.2105	0.4118	0.5833
21217_TRT4	0.1842	0.3529	0.0833
21217_TRT9	0.2105	0.4118	0.5833
21218_TRT15	0.1053	0.2941	0.0833
21218_TRT4	0.0526	0.3529	0.0833
21218_TRT9	0.6579	0.5882	0.5833
21219_TRT8	0.1316	0.0588	0.3333
21219_TRT9	0.5789	0.4118	0.5833
2121_TRT22	0.1316	0.7059	0.9167
21220_TRT10	0.0263	0.0	0.0
21220_TRT8	0.5263	0.3529	0.4167
21220_TRT9	0.1053	0.2353	0.9167
21221_TRT10	0.2895	0.1765	0.0833
21221_TRT15	0.1053	0.0588	0.9167
21221_TRT4	0.7105	0.3529	0.0833
21221_TRT8	0.0263	0.0588	0.5
21222_TRT10	0.2895	0.1765	0.5
21222_TRT2	0.6316	0.2941	0.25
21222_TRT4	0.0526	0.3529	0.0833
21222_TRT9	0.6579	0.4118	0.5833
21223_TRT10	0.2895	0.1765	0.0833
21223_TRT15	0.7368	0.9412	1.0
21223_TRT4	0.3684	0.3529	0.0833
21223_TRT8	0.3158	0.1765	0.5
21223_TRT9	0.5789	0.4118	0.5833
21224_TRT10	0.2895	0.1765	0.5
21224_TRT15	0.7632	0.5882	1.0
21224_TRT4	0.7895	0.0588	0.0833
21224_TRT8	0.7105	0.1765	0.3333
21225_TRT10	0.2895	0.1765	0.0833
21225_TRT15	0.7105	1.0	0.8333
21225_TRT8	0.0789	0.1765	0.0
21225_TRT9	0.7105	0.5882	0.5833
21226_TRT15	0.7368	0.9412	1.0
21226_TRT9	0.2105	0.5882	0.5833
21227_TRT10	0.1316	0.0	0.3333
21227_TRT15	0.7105	0.9412	0.9167
21227_TRT8	0.0263	0.1765	0.1667
21227_TRT9	0.2105	0.4118	0.5833
21228_TRT15	0.7368	0.9412	1.0
21228_TRT4	0.0	0.1765	0.0833
21228_TRT9	0.6579	0.4118	0.1667
21229_TRT10	0.7105	0.1765	0.4167
21229_TRT15	0.7368	0.9412	1.0
21229_TRT4	0.0526	0.3529	0.4167
21229_TRT9	0.7105	0.5882	0.5833
2122_TRT12	0.7895	0.6471	0.25
2122_TRT17	0.1316	0.0	0.0
2122_TRT4	0.7895	0.0588	0.75
21230_TRT10	0.2895	0.1765	0.5
21230_TRT15	0.7105	1.0	0.75
21230_TRT4	0.4737	0.5882	0.4167
21231_TRT10	0.1316	0.0	0.25
21231_TRT4	0.0526	0.3529	0.0833
21232_TRT10	0.1316	0.0	0.0
21232_TRT15	0.7368	0.9412	1.0
21232_TRT4	0.7105	0.3529	0.0833
21232_TRT8	0.7105	0.1765	0.0
21232_TRT9	0.4474	0.5294	0.5833
21233_TRT9	0.5789	0.4118	0.5833
21234_TRT10	0.2895	0.1765	0.5
21234_TRT15	0.7368	0.9412	1.0
21234_TRT4	0.1842	0.3529	0.0833
21234_TRT9	0.5789	0.4118	0.1667
21235_TRT10	0.2895	0.1765	0.5
21235_TRT15	0.7632	0.9412	1.0
21235_TRT8	0.7105	0.3529	0.4167
21236_TRT1	0.3947	0.1765	0.3333
21236_TRT15	0.7368	0.5882	0.8333
21236_TRT4	0.0	0.0	0.4167
21237_TRT15	0.7632	0.5882	1.0
21237_TRT2	0.1053	0.2353	0.25
21237_TRT4	0.0526	0.3529	0.0833
21237_TRT8	0.1316	0.1765	0.3333
21237_TRT9	0.6579	0.5882	0.5833
21238_TRT10	0.2895	0.1765	0.0833
21238_TRT9	0.6579	0.5882	0.5833
21239_TRT10	0.2895	0.1765	0.0833
21239_TRT15	0.7105	0.5882	0.5
2123_TRT10	0.1053	0.0	0.3333
2123_TRT14	0.3158	0.3529	0.3333
2123_TRT9	0.4474	0.5882	0.5833
21240_TRT10	0.2895	0.2941	0.75
21240_TRT15	0.7368	0.9412	1.0
21241_TRT10	0.5263	0.1765	0.3333
21241_TRT15	0.7105	0.5882	0.1667
21241_TRT4	0.0526	0.1765	0.0833
21241_TRT9	0.5789	0.4118	0.5833
21242_TRT15	0.7368	0.9412	1.0
21242_TRT17	0.0	0.1765	0.0
21243_TRT8	0.7105	0.3529	0.4167
21243_TRT9	0.7105	0.5882	0.5833
21244_TRT15	0.7105	1.0	0.5
21245_TRT15	0.7105	1.0	0.8333
21245_TRT8	0.7105	0.3529	0.4167
21246_TRT15	0.7105	1.0	0.6667
21246_TRT4	0.0526	0.1765	0.0833
21246_TRT8	0.2632	0.3529	0.4167
21247_TRT10	0.2895	0.1765	0.0833
21247_TRT15	0.7632	0.9412	1.0
21247_TRT9	0.5789	0.5882	0.5833
21248_TRT17	0.0263	0.1765	0.25
21249_TRT15	0.7105	1.0	0.75
21249_TRT17	0.0	0.1765	0.0833
21249_TRT3	0.1053	0.4706	0.25
21249_TRT4	0.7105	0.3529	0.0833
2124_TRT12	0.8421	0.8824	1.0
2124_TRT4	0.7895	0.0588	0.75
21250_TRT10	0.2895	0.1765	0.5
21250_TRT15	0.9737	1.0	0.8333
21250_TRT9	0.4474	0.4118	0.5833
21251_TRT10	0.2895	0.1765	0.5
21251_TRT15	0.7105	0.9412	1.0
21251_TRT4	0.5263	0.0588	0.0
21251_TRT8	0.7105	0.3529	0.4167
21251_TRT9	0.6579	0.5882	1.0
21252_TRT15	0.7105	1.0	0.8333
21252_TRT5	0.7105	0.3529	0.0833
21252_TRT9	0.6053	0.5294	0.5833
21253_TRT15	0.7368	0.9412	1.0
21253_TRT8	0.7105	0.3529	0.4167
21254_TRT4	0.4211	0.0	0.0
21254_TRT9	0.7105	0.5882	0.8333
21255_TRT2	0.7105	0.3529	0.4167
21255_TRT4	0.0	0.1765	0.0833
21256_TRT4	0.3684	0.3529	0.0833
21257_TRT10	0.1316	0.0	0.0
21257_TRT15	0.7105	0.9412	1.0
21257_TRT2	0.1053	0.0	0.25
21257_TRT4	0.4737	0.3529	0.0833
21257_TRT9	0.4474	0.4118	0.5833
21258_TRT15	0.7105	0.9412	0.8333
21258_TRT4	0.0	0.3529	0.0833
21258_TRT9	0.2105	0.4118	0.5833
21259_TRT15	0.7105	1.0	0.75
21259_TRT4	0.0	0.0	0.0833
21259_TRT8	0.7105	0.3529	0.4167
21259_TRT9	0.4474	0.4118	0.5833
2125_TRT12	0.7895	0.6471	0.25
2125_TRT4	0.4211	0.0588	0.25
21260_TRT1	0.3684	0.3529	0.0833
21260_TRT10	0.2632	0.1765	0.4167
21260_TRT4	0.3684	0.3529	0.0833
21260_TRT8	0.1842	0.3529	0.4167
21261_TRT4	0.0	0.0	0.25
21261_TRT8	0.2368	0.1765	0.3333
21263_TRT15	0.7105	0.9412	1.0
21263_TRT4	0.3684	0.3529	0.4167
21263_TRT9	0.7105	0.5882	0.4167
21264_TRT15	0.7632	0.5882	1.0
21264_TRT4	0.4211	0.3529	0.0833
21264_TRT8	0.3947	0.1765	0.4167
21264_TRT9	0.7105	0.5882	0.5833
21265_TRT10	0.3684	0.3529	0.4167
21265_TRT15	0.7368	0.9412	1.0
21265_TRT8	0.0789	0.0	0.1667
21265_TRT9	0.5789	0.5882	0.5833
21266_TRT10	0.2895	0.1765	0.9167
21266_TRT15	0.7105	0.9412	1.0
21266_TRT9	0.1053	0.1176	0.9167
21267_TRT10	0.2895	0.1765	0.3333
21267_TRT15	0.7632	0.9412	1.0
21267_TRT9	0.1053	0.4118	0.5833
21268_TRT1	0.2632	0.3529	0.0833
21268_TRT15	0.7368	0.5882	0.0
21269_TRT15	0.7368	0.9412	1.0
2126_TRT15	0.0	0.0	0.75
2126_TRT22	0.1316	0.2353	0.3333
21270_TRT15	0.7632	0.5882	0.8333
21270_TRT4	0.3158	0.4706	0.0833
21270_TRT9	0.4474	0.4118	0.5833
21271_TRT10	0.2368	0.1765	0.5
21271_TRT4	0.7105	0.4706	0.0833
21271_TRT8	0.0789	0.1765	0.25
21271_TRT9	0.7105	0.5882	0.8333
21272_TRT10	0.7105	0.3529	0.5
21272_TRT15	0.7632	0.9412	1.0
21272_TRT4	0.7105	0.3529	0.3333
21273_TRT4	0.3421	0.5882	0.0833
21273_TRT8	0.3684	0.3529	0.4167
21273_TRT9	0.1053	0.5882	0.5833
21274_TRT15	0.7105	0.9412	1.0
21274_TRT8	0.0789	0.0588	0.0
21275_TRT10	0.1316	0.0	0.1667
21275_TRT15	0.7105	1.0	0.5
21275_TRT4	0.1842	0.3529	0.0833
21276_TRT4	0.0526	0.3529	0.0833
21277_TRT15	0.9737	1.0	0.9167
21277_TRT8	0.7105	0.1765	0.4167
21277_TRT9	0.7105	0.5882	1.0
21278_TRT10	0.3947	0.2941	0.4167
2127_TRT10	0.1053	0.0588	0.1667
2127_TRT22	0.0789	0.1176	0.25
21280_TRT8	0.3421	0.3529	0.5
21280_TRT9	0.2105	0.4118	0.5833
21281_TRT15	0.9737	0.9412	0.5833
21281_TRT4	0.7105	0.0588	0.1667
21281_TRT8	0.5	0.1765	0.4167
21282_TRT15	0.1053	0.0588	0.3333
21282_TRT4	0.1316	0.0588	0.75
21282_TRT8	0.0263	0.1765	0.4167
21282_TRT9	0.5789	0.5294	0.8333
21283_TRT4	0.5263	0.0588	0.75
21283_TRT9	0.1053	0.0588	0.25
21284_TRT9	0.5789	0.4118	0.5833
21285_TRT10	0.3684	0.5882	0.0833
21285_TRT15	0.1053	0.0588	0.9167
21285_TRT4	0.1053	0.1176	0.25
21285_TRT8	0.0789	0.3529	0.4167
21286_TRT17	0.0	0.1765	0.5
21287_TRT15	0.7105	0.9412	1.0
21287_TRT4	0.1316	0.0588	0.1667
21288_TRT15	0.7632	0.9412	1.0
21288_TRT4	0.0526	0.1765	0.0833
21288_TRT8	0.0789	0.1765	0.4167
21288_TRT9	0.4474	0.5294	0.1667
21289_TRT15	0.7368	0.9412	1.0
2128_TRT22	0.8158	0.7059	0.9167
2128_TRT4	0.7895	0.7647	0.1667
2128_TRT7	0.6316	0.2941	0.25
21290_TRT10	0.1842	0.1765	0.0833
21290_TRT4	0.1842	0.1765	0.0833
21290_TRT8	0.3421	0.3529	0.4167
21290_TRT9	0.1053	0.5882	0.5833
21291_TRT15	0.7105	0.5882	1.0
21292_TRT15	0.7105	0.5882	1.0
21292_TRT4	0.0	0.1765	0.4167
