case:concept:name	CLUS_KME	CLUS_AGG	CLUS_ACT
1084_TRT20	0.8684	0.5882	0.4167
1084_TRT21	0.7105	0.5882	0.4167
1084_TRT7	0.1053	0.1176	0.25
10855_TRT18	0.1053	0.1176	1.0
10857_TRT18	0.7895	0.5882	0.75
10857_TRT6	0.1316	0.2353	0.9167
10858_TRT18	0.7895	0.5882	0.1667
10859_TRT18	0.8158	0.5882	0.25
1085_TRT12	0.7895	0.7059	0.75
1085_TRT20	0.8684	0.5882	0.1667
1085_TRT21	0.7105	0.5882	0.9167
1085_TRT22	0.2895	0.7059	0.9167
1086_TRT14	0.1316	0.2941	0.3333
1086_TRT15	0.1316	0.2941	0.3333
1086_TRT18	0.6316	0.1176	0.3333
1086_TRT21	0.7105	0.5882	0.8333
10871_TRT18	0.6316	0.2353	0.1667
10878_TRT18	0.6316	0.2353	0.9167
1087_TRT11	0.5526	0.4706	0.4167
1087_TRT15	0.0	0.0	0.8333
1087_TRT18	0.1053	0.1176	1.0
1087_TRT20	0.6316	0.5882	0.25
1087_TRT21	0.7105	0.8235	0.9167
10889_TRT18	0.3158	0.5882	0.5833
1088_TRT11	0.1316	0.2941	0.3333
1088_TRT21	0.0789	0.8235	0.3333
10891_TRT18	0.3158	0.5882	0.5833
10894_TRT18	0.8158	0.5882	0.75
10895_TRT18	0.7105	1.0	0.8333
10896_TRT18	0.0789	0.7059	0.75
10897_TRT18	0.7105	1.0	0.8333
1089_TRT11	0.7105	0.5882	0.4167
1089_TRT15	0.1579	0.1765	0.0833
1089_TRT20	0.8684	0.5882	0.25
1089_TRT21	0.7105	0.5882	0.9167
1089_TRT4	0.7895	0.7647	0.1667
108_TRT11	0.3421	0.4706	0.1667
108_TRT20	0.7105	0.5882	0.4167
108_TRT6	0.5263	0.2941	0.1667
10900_TRT18	0.7895	0.5882	0.8333
10901_TRT18	0.7105	1.0	0.8333
10903_TRT18	0.7105	1.0	0.8333
10904_TRT18	0.7105	1.0	0.8333
10905_TRT18	0.7105	1.0	0.8333
10906_TRT18	0.7105	1.0	0.5833
1090_TRT11	0.1316	0.0588	0.1667
1090_TRT15	0.7105	0.3529	0.0833
1090_TRT20	0.8684	0.5882	0.25
10910_TRT18	0.7105	1.0	0.8333
10913_TRT18	0.1053	0.1176	1.0
10914_TRT18	0.6316	0.2353	0.25
10919_TRT18	0.7105	1.0	0.8333
1091_TRT11	0.0	0.5882	0.0833
1091_TRT15	0.1579	0.3529	0.0833
1091_TRT20	0.8684	0.5882	0.25
1091_TRT21	0.5263	0.5882	0.0833
1091_TRT8	0.8158	0.7059	0.9167
10920_TRT18	0.7105	1.0	0.8333
10921_TRT18	0.7105	1.0	0.8333
10922_TRT18	0.7105	1.0	0.8333
10923_TRT18	0.7105	1.0	0.8333
10924_TRT18	0.7105	1.0	0.8333
1092_TRT20	0.8684	0.5882	0.4167
1093_TRT12	0.7895	0.7059	0.75
1093_TRT15	0.1316	0.2941	0.5
1093_TRT21	0.7105	0.5882	0.3333
1093_TRT22	0.1316	0.7059	0.9167
1093_TRT8	0.8158	0.7059	0.9167
10942_TRT18	0.6316	0.2353	0.5
10943_TRT18	0.1053	0.1765	0.5
10945_TRT18	0.3158	0.5882	0.4167
10947_TRT18	0.6316	0.4706	0.5
1094_TRT10	0.3421	0.3529	0.4167
1094_TRT11	0.1316	0.2941	0.3333
1094_TRT12	0.7895	0.7059	0.75
1094_TRT15	0.2895	0.2941	0.5
1094_TRT22	0.1316	0.1176	0.25
1094_TRT4	0.7895	0.7647	0.5
1094_TRT8	0.8158	0.7059	0.6667
1094_TRT9	0.2105	0.4118	0.5833
10950_TRT18	0.6316	0.2353	0.1667
10951_TRT18	0.1053	0.1176	1.0
10958_TRT18	0.7895	0.5882	0.75
10959_TRT18	0.7895	0.5882	0.8333
1095_TRT10	0.1316	0.1765	0.25
1095_TRT15	0.1842	0.3529	0.4167
1095_TRT21	0.7105	0.5882	0.25
1095_TRT8	0.7105	0.5882	0.6667
10961_TRT18	0.7895	0.5882	0.75
10962_TRT18	0.6316	0.1176	1.0
10962_TRT6	0.8158	0.2941	0.5
10964_TRT18	0.1053	0.0588	0.25
10965_TRT18	0.7895	0.5882	0.75
10966_TRT18	0.7105	1.0	0.8333
10969_TRT18	0.7105	1.0	0.8333
1096_TRT21	0.5263	0.0588	0.1667
10970_TRT18	0.7105	1.0	0.75
10971_TRT18	0.7105	1.0	0.8333
10972_TRT18	0.7105	1.0	0.8333
10973_TRT18	0.7895	0.0588	0.75
10975_TRT18	0.7895	0.5882	0.8333
1097_TRT11	0.1316	0.2941	0.4167
1097_TRT15	0.1316	0.1176	0.5
1097_TRT21	0.7105	0.5882	0.3333
1097_TRT22	0.1316	0.7059	0.9167
1097_TRT8	0.8158	0.7059	0.6667
10984_TRT6	0.1316	0.7059	0.9167
10987_TRT18	0.1053	0.2353	0.25
1098_TRT15	0.0	0.0	0.25
1098_TRT20	0.8684	0.5882	0.9167
1098_TRT4	0.7895	0.7647	0.5
10990_TRT18	0.6316	0.2353	0.25
10991_TRT18	0.2895	0.5882	0.8333
10993_TRT18	0.7895	0.5882	0.75
10996_TRT18	0.2895	0.5882	0.8333
10997_TRT18	0.7895	0.5882	0.75
10998_TRT18	0.7895	0.5882	0.75
10999_TRT18	0.7895	0.5882	0.8333
1099_TRT1	0.0789	0.1765	0.0
1099_TRT14	0.3947	0.2941	0.3333
1099_TRT20	0.8684	0.5882	0.9167
109_TRT11	0.7105	0.5882	0.0833
109_TRT4	0.5526	0.4706	0.3333
10_TRT11	0.6316	0.2941	0.25
10_TRT12	0.8421	0.8824	1.0
10_TRT14	0.1053	0.2353	1.0
10_TRT18	0.1053	0.2941	0.25
10_TRT20	0.7105	0.5882	0.1667
10_TRT22	0.7895	0.7059	0.8333
11002_TRT18	0.7105	1.0	0.8333
11004_TRT18	0.6316	0.2353	0.9167
11005_TRT18	0.1053	0.1176	1.0
11006_TRT18	0.6316	0.2353	1.0
11009_TRT19	0.1053	0.0588	0.9167
1100_TRT11	0.1316	0.2941	0.1667
1100_TRT20	0.8684	0.5882	0.25
1100_TRT4	0.4211	0.7647	0.1667
1100_TRT9	0.2105	0.4118	0.5833
1101_TRT12	0.7105	0.8824	1.0
1101_TRT15	0.0263	0.1765	0.0833
1101_TRT20	0.8684	0.5882	0.25
1101_TRT21	0.7105	0.8235	0.9167
1101_TRT4	0.4211	0.5882	0.25
1101_TRT8	0.8158	0.7059	0.9167
11023_TRT18	0.5263	0.5882	0.4167
11026_TRT18	0.0789	0.0588	0.1667
1102_TRT21	0.5263	0.8235	0.9167
1102_TRT22	0.1316	0.1176	0.9167
1102_TRT8	0.8158	0.7059	0.9167
11030_TRT18	0.8158	0.5882	0.75
11032_TRT18	0.8158	0.5882	0.75
11034_TRT6	0.1316	0.7059	0.9167
11035_TRT18	0.1053	0.2353	0.9167
11035_TRT6	0.1316	0.0588	0.9167
11036_TRT6	0.1316	0.2941	0.5
11038_TRT18	0.1053	0.1176	1.0
1103_TRT11	0.2632	0.1765	0.1667
1103_TRT12	0.7895	0.6471	0.4167
1103_TRT20	0.1053	0.5882	0.4167
1103_TRT8	0.8158	0.7059	0.9167
11041_TRT18	0.6316	0.1176	1.0
11042_TRT18	0.1053	0.1176	0.9167
11043_TRT18	0.1053	0.2353	0.5
11044_TRT18	0.6316	0.2941	0.3333
11049_TRT6	0.5263	0.7059	0.5
1104_TRT11	0.3947	0.4706	0.4167
1104_TRT12	0.8421	0.8824	1.0
1104_TRT15	0.1316	0.0	0.3333
1104_TRT18	0.6316	0.1176	0.3333
1104_TRT20	0.6316	0.5882	0.25
1104_TRT22	0.1316	0.7059	0.9167
1104_TRT8	0.7105	0.5882	0.6667
1104_TRT9	0.2105	0.4118	0.5833
11054_TRT18	0.6316	0.2353	0.3333
11055_TRT18	0.1053	0.2353	0.9167
11056_TRT18	0.8158	0.5882	0.75
11058_TRT18	0.3158	0.5882	0.25
11059_TRT18	0.8158	0.5882	0.75
1105_TRT12	0.7895	0.6471	0.6667
1105_TRT15	0.1316	0.2941	0.5
1105_TRT20	0.8684	0.5882	0.8333
1105_TRT4	0.4211	0.7647	0.5
11060_TRT18	0.6316	0.2353	0.9167
11061_TRT18	0.7895	0.5882	0.75
11062_TRT18	0.5263	0.5882	0.25
11063_TRT18	0.7105	0.5882	0.75
11068_TRT18	0.7895	0.5882	0.4167
11069_TRT18	0.6579	0.5882	0.75
1106_TRT11	0.2632	0.4706	0.1667
1106_TRT14	0.3947	0.2941	0.3333
1106_TRT20	0.6316	0.5882	0.25
1106_TRT8	0.6316	0.7059	0.9167
1106_TRT9	0.2105	0.4118	0.5833
11072_TRT18	0.7895	0.5882	0.75
11076_TRT18	0.1053	0.2353	0.5
1107_TRT14	0.1316	0.2941	0.3333
1107_TRT15	0.3158	0.4706	0.4167
1107_TRT18	0.1053	0.1176	1.0
1107_TRT20	0.7105	0.5882	0.4167
1108_TRT11	0.3158	0.4706	0.4167
1108_TRT15	0.0	0.1765	0.0833
1108_TRT20	0.8684	0.5882	0.4167
1108_TRT8	0.7105	0.5882	0.75
11096_TRT18	0.6316	0.2353	0.5
11097_TRT18	0.6316	0.2353	1.0
11098_TRT19	0.1053	0.2353	0.3333
11099_TRT18	0.6316	0.2353	0.5
1109_TRT12	1.0	0.6471	1.0
1109_TRT14	0.7105	0.4706	0.3333
1109_TRT15	0.1842	0.1765	0.0833
1109_TRT18	0.6316	0.2353	0.25
1109_TRT20	0.6316	0.5882	0.25
1109_TRT21	0.7105	0.5882	0.4167
1109_TRT8	0.7105	0.5882	0.6667
110_TRT11	0.5526	0.4706	0.0833
110_TRT20	0.8684	0.5882	0.1667
11100_TRT18	0.6316	0.2353	0.5
11104_TRT18	0.7895	0.5882	0.75
11105_TRT19	0.1053	0.2941	0.3333
11106_TRT18	0.8158	0.5882	0.75
11107_TRT18	0.3158	0.5882	0.4167
11109_TRT18	0.6579	0.5882	0.75
1110_TRT11	0.7105	0.4706	0.4167
1110_TRT12	0.7895	0.6471	0.6667
1110_TRT14	0.3947	0.4706	0.5
1110_TRT21	0.7105	0.5882	0.9167
1110_TRT22	0.1316	0.7059	0.9167
1110_TRT4	0.7895	0.7647	0.1667
1110_TRT7	0.1053	0.1176	0.1667
1110_TRT8	0.7105	0.5882	0.6667
1110_TRT9	0.2105	0.4118	0.5833
11111_TRT18	0.7895	0.5882	0.75
11112_TRT18	0.3158	0.5882	0.4167
11113_TRT18	0.6579	0.0588	0.8333
11115_TRT19	0.1053	0.1765	0.5
11119_TRT18	0.6316	0.2353	0.3333
1111_TRT15	0.0263	0.1765	0.0833
1111_TRT21	0.5263	0.8235	0.3333
1111_TRT8	0.7105	0.5882	0.8333
11120_TRT19	0.1316	0.0588	0.5
11123_TRT18	0.7895	0.5882	0.75
11128_TRT19	0.3421	0.3529	0.0833
11129_TRT18	0.6316	0.1765	0.3333
1112_TRT11	0.3158	0.4706	0.0833
1112_TRT12	0.8421	0.8824	1.0
1112_TRT15	0.8158	0.2941	0.5
1112_TRT7	0.1053	0.1176	0.1667
11139_TRT18	0.8158	0.5882	0.75
1113_TRT1	0.1316	0.2941	0.1667
1113_TRT10	0.2632	0.3529	0.0833
1113_TRT12	1.0	0.8824	0.25
1113_TRT15	0.1316	0.2941	0.5
1113_TRT4	0.7895	0.7647	0.5
11140_TRT18	0.8158	0.5882	0.75
11144_TRT18	0.8158	0.5882	0.75
11145_TRT19	0.1316	0.2941	0.5
11146_TRT6	0.3158	0.2941	0.25
1114_TRT10	0.1316	0.1765	0.25
1114_TRT11	0.3421	0.5882	0.4167
1114_TRT12	0.7895	0.6471	0.8333
1114_TRT15	0.1316	0.1765	0.0833
1114_TRT20	0.8684	0.5882	0.4167
1114_TRT24	0.6316	0.2353	0.9167
1114_TRT7	0.1053	0.2353	1.0
11153_TRT18	0.7105	1.0	0.75
1115_TRT11	0.2632	0.1765	0.1667
1115_TRT12	1.0	0.6471	0.6667
1115_TRT20	0.8684	0.5882	0.9167
1115_TRT24	0.1053	0.2353	0.5833
1115_TRT7	0.1053	0.2353	0.25
1115_TRT8	0.7105	0.5882	0.6667
11161_TRT18	0.7895	0.5882	0.75
11163_TRT18	0.7895	0.5882	0.75
11164_TRT18	0.7895	0.5882	0.75
11166_TRT18	0.1053	0.1176	0.25
1116_TRT12	1.0	0.6471	0.6667
1116_TRT15	0.1842	0.3529	0.0833
11170_TRT19	0.2632	0.1765	0.5
11172_TRT19	0.1316	0.0588	0.5
11173_TRT6	0.1316	0.2941	0.4167
11175_TRT18	0.8158	0.5882	0.75
11176_TRT18	0.1053	0.1176	0.25
11178_TRT6	0.1316	0.0588	0.3333
11179_TRT18	0.1053	0.1176	1.0
1117_TRT18	0.1053	0.2353	0.1667
1117_TRT20	0.7105	0.5882	0.4167
1117_TRT21	0.7105	0.5882	0.4167
11180_TRT18	0.8158	0.5882	0.75
11181_TRT18	0.7895	0.5882	0.75
11182_TRT18	0.7895	0.0588	0.75
11183_TRT18	0.7895	0.0588	0.75
11186_TRT19	0.2895	0.2941	0.5
11188_TRT18	0.6579	0.5882	0.25
1118_TRT12	0.7895	0.7059	0.75
1118_TRT15	0.0	0.1765	0.0833
1118_TRT20	0.6316	0.5882	0.25
1118_TRT8	0.6316	0.5882	0.75
11190_TRT18	0.7895	0.0588	0.75
11191_TRT18	0.8158	0.5882	0.75
11194_TRT18	0.7895	0.0588	0.75
11195_TRT18	0.7105	1.0	0.75
11196_TRT18	0.8158	0.5882	0.75
11197_TRT18	0.1053	0.2353	0.25
1119_TRT11	0.3158	0.2941	0.4167
1119_TRT21	0.1316	0.8235	0.9167
1119_TRT8	0.7105	0.5882	0.6667
111_TRT20	0.8684	0.5882	0.1667
11200_TRT18	0.7895	0.0588	0.1667
11201_TRT18	0.7895	0.5882	0.75
11203_TRT18	0.6316	0.2941	0.4167
11204_TRT6	0.8158	0.2941	0.3333
11208_TRT18	0.6316	0.1176	1.0
11209_TRT18	0.8158	0.5882	0.75
1120_TRT11	0.3947	0.4706	0.1667
1120_TRT15	0.0263	0.1765	0.0833
1120_TRT21	0.5263	0.8235	0.9167
1120_TRT8	0.7105	0.5882	0.6667
11212_TRT18	0.6316	0.2353	0.25
1121_TRT11	0.2632	0.4706	0.1667
1121_TRT12	0.8421	0.8824	1.0
1121_TRT3	0.7105	0.5882	0.3333
11225_TRT18	0.7895	0.0588	0.75
11228_TRT18	0.7895	0.5882	0.1667
1122_TRT12	0.3947	0.6471	0.6667
1122_TRT14	0.1316	0.2941	0.3333
1122_TRT15	0.0263	0.1765	0.0833
1122_TRT21	0.7105	0.5882	0.9167
11230_TRT18	0.1053	0.1176	1.0
11232_TRT6	0.5263	0.7059	0.5
11235_TRT18	0.1053	0.1176	1.0
11236_TRT18	0.6316	0.3529	0.3333
11239_TRT18	0.6316	0.1176	1.0
11239_TRT19	0.1316	0.0588	0.3333
1123_TRT11	0.1316	0.4706	0.1667
1123_TRT12	0.8421	0.8824	1.0
1123_TRT15	0.1842	0.1765	0.0833
1123_TRT22	0.1316	0.7059	0.9167
1123_TRT4	0.4211	0.7647	0.5
11245_TRT18	0.7895	0.0588	0.75
11246_TRT18	0.1053	0.2353	0.5833
11247_TRT18	0.8158	0.5882	0.5833
11249_TRT18	0.8158	0.0588	0.75
1124_TRT15	0.1579	0.1765	0.0833
1124_TRT21	0.0789	0.8235	0.3333
1124_TRT4	0.4211	0.7647	0.5
11251_TRT18	0.1053	0.1176	0.5
11259_TRT18	0.6316	0.7059	0.9167
1125_TRT11	0.7105	0.5882	0.0833
1125_TRT12	0.8421	0.8824	1.0
1125_TRT18	0.6316	0.2941	0.3333
1125_TRT21	0.7105	0.5882	0.9167
1125_TRT8	0.7105	0.5882	0.6667
11262_TRT6	0.1316	0.1176	0.5
11263_TRT18	0.3158	0.5882	0.25
11269_TRT19	0.1316	0.2941	0.3333
1126_TRT22	0.1316	0.7059	0.6667
1126_TRT4	0.7895	0.7647	0.5
11277_TRT19	0.1316	0.2941	0.5
1127_TRT11	0.5263	0.4706	0.1667
1127_TRT15	0.1842	0.3529	0.25
1127_TRT21	0.7105	0.8235	0.9167
11280_TRT18	0.7895	0.5882	0.75
11281_TRT18	0.1053	0.1176	0.9167
11282_TRT19	0.0789	0.1765	0.25
11283_TRT18	0.6316	0.2353	0.9167
11283_TRT19	0.1316	0.2941	0.5
11285_TRT18	0.7895	0.5882	0.75
11287_TRT18	0.7895	0.0588	0.75
11288_TRT18	0.1053	0.0588	0.25
1128_TRT1	0.8158	0.2941	0.1667
1128_TRT15	0.0	0.0	0.75
1128_TRT21	0.1316	0.8235	0.9167
1128_TRT22	0.1316	0.0	0.5
11294_TRT18	0.1053	0.2941	0.5
11295_TRT18	0.1053	0.1176	0.5
11298_TRT6	0.5263	0.2941	0.5
1129_TRT1	0.8158	0.5294	0.1667
1129_TRT14	0.7895	0.0588	0.25
1129_TRT15	0.0	0.0	0.75
1129_TRT21	0.7105	0.5882	0.9167
112_TRT14	0.1053	0.4706	0.5
112_TRT20	0.8684	0.5882	0.4167
11301_TRT18	0.7895	0.5882	0.75
11307_TRT19	0.2895	0.2941	0.5
11308_TRT18	0.6316	0.2353	0.5
1130_TRT11	0.0789	0.0588	0.1667
1130_TRT12	0.8158	0.8824	1.0
1130_TRT14	0.0789	0.0	0.1667
1130_TRT18	0.6316	0.2353	0.3333
1130_TRT21	0.7105	0.8235	0.9167
1130_TRT8	0.7105	0.5882	0.9167
1130_TRT9	0.2105	0.4118	0.5833
11313_TRT6	0.1316	0.0588	0.9167
11314_TRT18	0.1053	0.1176	1.0
11319_TRT18	0.6316	0.2353	0.5
1131_TRT11	0.1316	0.2941	0.0
1131_TRT21	0.7895	0.8235	0.8333
1131_TRT8	0.7105	0.5882	0.8333
11322_TRT19	0.1316	0.0588	0.3333
11324_TRT18	0.6316	0.2353	0.25
11327_TRT18	0.1053	0.1176	1.0
11329_TRT18	0.7895	0.5882	0.75
1132_TRT11	0.1316	0.0	0.0
1132_TRT21	0.7105	0.5882	0.9167
1132_TRT8	0.7105	0.5882	0.75
11334_TRT18	0.7105	0.5882	0.75
11337_TRT18	0.7895	0.0588	0.75
11338_TRT19	0.1316	0.0	0.0
11339_TRT18	0.7895	0.0588	0.8333
1133_TRT11	0.3421	0.5882	0.4167
1133_TRT12	0.8421	0.8824	1.0
1133_TRT15	0.0789	0.0588	0.0
1133_TRT18	0.1053	0.2353	0.25
1133_TRT22	0.1316	0.7059	0.9167
11340_TRT18	0.7895	0.0588	0.4167
11344_TRT18	0.7895	0.5882	0.75
11346_TRT18	0.2895	0.5882	0.4167
1134_TRT12	0.7105	0.8824	0.25
1134_TRT14	0.0	0.1765	0.4167
1134_TRT22	0.1316	0.7059	0.9167
11351_TRT18	0.1053	0.1176	0.6667
11353_TRT18	0.7895	0.5882	0.8333
11359_TRT18	0.6316	0.2353	0.25
1135_TRT15	0.1316	0.0	0.0
1135_TRT4	0.4211	0.7647	0.8333
1135_TRT7	0.1053	0.1176	0.1667
11361_TRT18	0.1053	0.1176	1.0
11363_TRT18	0.1053	0.2941	0.5
11364_TRT18	0.7895	0.0588	0.75
11367_TRT18	0.7895	0.0588	0.75
11368_TRT18	0.7895	0.0588	0.75
11369_TRT18	0.8158	0.0588	0.75
1136_TRT12	0.8421	0.8824	0.25
1136_TRT15	0.0263	0.1765	0.1667
1136_TRT21	0.7105	0.8235	0.3333
1136_TRT22	0.1316	0.7059	0.9167
1136_TRT4	0.4211	0.7647	0.1667
1136_TRT8	0.7105	0.5882	0.5833
11371_TRT18	0.6316	0.1176	0.9167
11373_TRT18	0.7895	0.5882	0.75
11377_TRT18	0.1053	0.2353	0.5
11377_TRT19	0.0789	0.1765	0.1667
11378_TRT18	0.8158	0.0588	0.75
11379_TRT18	0.1053	0.1176	1.0
1137_TRT11	0.5526	0.4706	0.4167
1137_TRT8	0.7105	0.5882	0.6667
1137_TRT9	0.2105	0.4118	0.5833
11380_TRT18	0.7895	0.0588	0.75
11381_TRT18	0.8158	0.5882	0.75
11386_TRT18	0.1053	0.2353	0.9167
11387_TRT18	0.1053	0.1176	1.0
1138_TRT15	0.0	0.1765	0.0833
1138_TRT21	0.7105	0.5882	0.4167
1138_TRT22	0.1316	0.7059	0.25
1138_TRT8	0.8158	0.5882	0.9167
11390_TRT18	0.7895	0.5882	0.8333
11391_TRT18	0.2895	0.5882	0.8333
11394_TRT6	0.3947	0.2941	0.1667
11398_TRT18	0.1053	0.2353	0.3333
1139_TRT12	0.8421	0.8824	1.0
1139_TRT15	0.1842	0.3529	0.0833
1139_TRT20	0.7105	0.5882	0.9167
1139_TRT21	0.5263	0.8235	0.9167
1139_TRT22	0.1316	0.7059	0.9167
1139_TRT24	0.1053	0.1176	1.0
1139_TRT8	0.7105	0.5882	0.6667
113_TRT10	0.1053	0.0	0.0833
113_TRT18	0.1053	0.2353	0.9167
113_TRT20	0.8684	0.5882	0.4167
113_TRT21	0.7105	0.8235	0.1667
113_TRT8	0.7105	0.5882	0.5833
11406_TRT6	0.5263	0.7059	0.9167
11407_TRT19	0.1316	0.1176	0.1667
1140_TRT11	0.3158	0.4706	0.4167
1140_TRT12	0.8421	0.8824	1.0
1140_TRT14	0.0	0.1765	0.25
1140_TRT21	0.1316	0.8235	0.9167
1140_TRT4	0.4211	0.7647	0.5
1140_TRT8	0.7105	0.5882	0.6667
11412_TRT19	0.7105	0.4706	0.5
11414_TRT18	0.1053	0.2353	0.0
11416_TRT18	0.1053	0.2353	0.3333
11416_TRT19	0.3947	0.4706	0.3333
11416_TRT6	0.5263	0.2941	0.5
1141_TRT15	0.1316	0.2941	0.5
1141_TRT21	0.7105	0.8235	0.9167
11420_TRT18	0.7895	0.5882	0.75
11424_TRT18	0.1053	0.2353	0.3333
11424_TRT19	0.3947	0.2941	0.5
11426_TRT19	0.3947	0.2941	0.3333
11427_TRT18	0.1053	0.1176	1.0
11428_TRT18	0.6316	0.2353	0.25
11429_TRT18	0.6316	0.2353	1.0
1142_TRT15	0.1316	0.2941	0.5
1142_TRT21	0.7105	0.5882	0.9167
1142_TRT22	0.1316	0.7059	0.9167
11433_TRT18	0.1053	0.1176	0.6667
11434_TRT18	0.6316	0.2353	1.0
11438_TRT18	0.2632	0.3529	0.5
1143_TRT11	0.3684	0.5882	0.1667
1143_TRT15	0.7105	0.3529	0.0833
1143_TRT21	0.7105	0.5882	0.3333
1143_TRT8	0.7105	0.5882	0.6667
11444_TRT18	0.7895	0.5882	0.75
11448_TRT18	0.1053	0.1176	0.1667
11448_TRT19	0.3947	0.2941	0.3333
11449_TRT18	0.1053	0.1765	1.0
1144_TRT14	0.3947	0.2941	0.3333
1144_TRT15	0.1842	0.3529	0.0833
1144_TRT21	0.7105	0.5882	0.9167
1144_TRT22	0.1316	0.7059	0.5
1144_TRT24	0.1053	0.4706	0.5
1144_TRT8	0.7105	0.5882	0.6667
1145_TRT11	0.1316	0.2941	0.4167
1145_TRT18	0.1053	0.2353	0.25
1145_TRT21	0.7105	0.5882	0.9167
1145_TRT22	0.1316	0.7059	0.9167
1145_TRT8	0.8158	0.5882	0.75
11464_TRT18	0.3947	0.4706	0.4167
11465_TRT18	0.7895	0.5882	0.25
11467_TRT18	0.8158	0.2353	0.75
1146_TRT15	0.1842	0.3529	0.0833
1146_TRT22	0.1316	0.7059	0.9167
1146_TRT8	0.7105	0.5882	0.9167
11473_TRT19	0.0526	0.0	0.0
11476_TRT19	0.0526	0.1765	0.0833
11477_TRT19	0.0263	0.0	0.5
11478_TRT18	0.3421	0.5882	0.0833
11479_TRT19	0.0789	0.0	0.1667
1147_TRT12	0.7105	0.6471	1.0
1147_TRT21	0.7105	0.5882	0.9167
1147_TRT22	0.1316	0.7059	0.9167
11483_TRT19	0.0	0.0588	0.4167
11485_TRT19	0.0789	0.0588	0.5
1148_TRT11	0.0263	0.0	0.25
1148_TRT15	0.1842	0.3529	0.0833
1148_TRT20	0.7105	0.5882	0.4167
1148_TRT22	0.1316	0.7059	0.9167
11492_TRT19	0.3947	0.2941	0.3333
11498_TRT19	0.0526	0.1765	0.0833
1149_TRT1	0.1316	0.2941	0.1667
1149_TRT11	0.3421	0.5882	0.1667
1149_TRT15	0.0	0.0	0.25
1149_TRT20	0.8684	0.5882	0.4167
1149_TRT22	0.1316	0.7059	0.9167
1149_TRT8	0.8158	0.5882	0.6667
114_TRT11	0.5526	0.4706	0.0833
114_TRT21	0.7105	0.5882	0.75
11502_TRT19	0.0526	0.0	0.0833
11504_TRT19	0.0263	0.1765	0.0833
11506_TRT19	0.3947	0.1765	0.3333
1150_TRT11	0.2632	0.4706	0.0
1150_TRT12	0.7895	0.7059	0.75
1150_TRT15	0.1316	0.0588	0.5
1150_TRT18	0.1053	0.4706	0.5
1150_TRT21	0.7105	0.8235	0.9167
1150_TRT22	0.1316	0.7059	0.9167
1150_TRT4	0.4211	0.7647	0.8333
1150_TRT8	0.7105	0.5882	0.6667
11510_TRT18	0.3421	0.3529	0.0833
11510_TRT19	0.0526	0.1765	0.0833
11511_TRT18	0.0789	0.2353	0.5
11513_TRT18	0.7105	0.3529	0.3333
11515_TRT18	0.1053	0.1176	1.0
11516_TRT18	0.6316	0.2353	0.0
11517_TRT18	0.6316	0.2353	0.25
1151_TRT15	0.1579	0.1765	0.0833
1151_TRT22	0.1316	0.7059	0.9167
11525_TRT19	0.1316	0.1765	0.1667
11526_TRT19	0.1316	0.0	0.0833
11527_TRT19	0.0526	0.0	0.0833
11528_TRT19	0.5263	0.0	0.25
1152_TRT15	0.1842	0.3529	0.0833
1152_TRT18	0.1053	0.2353	1.0
1152_TRT20	0.7105	0.5882	0.4167
1152_TRT21	0.7105	0.5882	0.9167
11535_TRT19	0.0	0.0	0.0833
11537_TRT18	0.5263	0.2941	0.25
1153_TRT11	0.1316	0.0	0.1667
1153_TRT15	0.0	0.1765	0.0833
1153_TRT18	0.1053	0.0	0.0833
11540_TRT18	0.5263	0.4706	0.3333
11544_TRT19	0.1316	0.1176	0.5
11549_TRT18	0.7105	0.5882	0.4167
1154_TRT11	0.1316	0.0588	0.0
1154_TRT15	0.1579	0.1765	0.0833
1154_TRT18	0.1053	0.2353	0.25
1154_TRT20	0.8684	0.5882	0.4167
1154_TRT8	0.8158	0.5882	0.9167
11555_TRT18	0.7895	0.0588	0.75
1155_TRT1	0.1316	0.0588	0.1667
1155_TRT12	1.0	0.9412	0.8333
1155_TRT15	0.1842	0.1765	0.0833
1155_TRT4	0.4211	0.7647	0.8333
1155_TRT8	0.7105	0.5882	0.6667
11560_TRT18	0.0	0.0588	0.4167
11569_TRT18	0.1316	0.2941	0.5
1156_TRT11	0.1316	0.0	0.0
1156_TRT14	0.0	0.0588	0.0833
1156_TRT15	0.1316	0.0	0.0
1156_TRT21	0.7105	0.5882	0.9167
1156_TRT22	0.1316	0.7059	0.9167
11570_TRT11	0.1053	0.0588	0.0833
11577_TRT19	0.3947	0.4706	0.3333
1157_TRT11	0.1316	0.0588	0.1667
1157_TRT12	0.8421	0.8824	1.0
1157_TRT15	0.2632	0.1765	0.0833
1157_TRT20	0.8684	0.5882	0.4167
1157_TRT21	0.0789	0.5882	0.9167
1157_TRT8	0.7105	0.5882	0.6667
11584_TRT11	0.6316	0.2941	0.25
1158_TRT1	0.8158	0.2941	0.1667
1158_TRT15	0.0263	0.1765	0.0833
1158_TRT20	0.8684	0.5882	0.4167
1158_TRT4	0.4211	0.7647	0.5
11594_TRT18	0.8158	0.2941	0.3333
11598_TRT18	0.7895	0.5882	0.75
11598_TRT19	0.1316	0.0588	0.5
11599_TRT18	0.7895	0.5882	0.25
1159_TRT15	0.0263	0.0588	0.5
1159_TRT20	0.7105	0.5882	0.9167
1159_TRT21	0.7105	0.5882	0.9167
