EVENT_LOG	DISCOVERY_ALG	PRECISION	FITNESS	ALIGNMENTS_MARKOV	ABS_EDGES_ONLY_IN_LOG	ABS_EDGES_ONLY_IN_LOG_W	ABS_EDGES_ONLY_IN_LOG_BTW	ABS_EDGES_ONLY_IN_LOG_BTW_NORM	ABS_EDGES_ONLY_IN_LOG_CC	ABS_EDGES_ONLY_IN_MODEL	ABS_EDGES_ONLY_IN_MODEL_W	ABS_MAX_DEGREE	ABS_MAX_DEGREE_DIV	ABS_MAX_CLUSTER	ABS_MAX_CLUSTER_DIV	ABS_DEGREE_ENTROPY	ABS_DEGREE_ENTROPY_DIV	ABS_LINK_DENSITY_DIV	ABS_LOG_MAX_DEGREE	ABS_LOG_DEGREE_ENTROPY	ABS_LOG_LINK_DENSITY	ABS_MODEL_MAX_DEGREE	ABS_MODEL_DEGREE_ENTROPY	ABS_MODEL_LINK_DENSITY	ABS_MEAN_DEGREE	ABS_MEAN_DEGREE_DIV	ABS_NODE_LINK_RATIO	ABS_NODE_LINK_RATIO_DIV	ABS_LINK_DENSITY	ABS_MEAN_CLUST	ABS_MEAN_CLUST_DIV	ABS_MAX_BTW	ABS_MAX_BTW_DIV	ABS_MEAN_BTW	ABS_MEAN_BTW_DIV	ABS_BTW_ENTROPY	ABS_BTW_ENTROPY_DIV	ABS_BTW_ENTROPY_NORM	ABS_BTW_ENTROPY_NORM_DIV	ABS_DFT_ENTROPY	ABS_DFT_ENTROPY_DIV	ABS_CC_ENTROPY	ABS_CC_ENTROPY_DIV	ABS_CC_ENTROPY_NORM	ABS_DEGREE_ASSORT	ABS_DEGREE_ASSORT_DIV	LOG_EVENTS	LOG_EVENTS_TYPES	LOG_SEQS	LOG_UNIQUE_SEQS	LOG_PERC_UNIQUE_SEQS	LOG_AVG_SEQS_LENGTH	LOG_AVG_EDIT_DIST	variant_entropy	variant_entropy_norm	sequence_entropy	sequence_entropy_norm	PN_SILENT_TRANS	PN_PERC_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	PN_IN_ARCS_MEAN	PN_OUT_ARCS_MEAN	PN_IN_ARCS_TRAN_MEAN	PN_OUT_ARCS_TRAN_MEAN	PN_IN_ARCS_INV_TRAN_MEAN	PN_OUT_ARCS_INV_TRAN_MEAN	PN_IN_ARCS_MAX	PN_OUT_ARCS_MAX	PN_IN_ARCS_TRAN_MAX	PN_OUT_ARCS_TRAN_MAX	PN_IN_ARCS_INV_TRAN_MAX	PN_OUT_ARCS_INV_TRAN_MAX	TIME_MARKOV	FOOTPRINT_COST_FIT_W	FOOTPRINT_COST_FIT	FOOTPRINT_COST_PRE_W	FOOTPRINT_COST_PRE	ABS_EDGES_ONLY_IN_MODEL_W_2	DIST_NODES_PERCENT	DIST_EDGES_PERCENT	ALIGNMENTS_MARKOV_2_K1	ALIGNMENTS_MARKOV_1_K1	ALIGNMENTS_MARKOV_3_K1	FITNESS_50_FREQ	FITNESS_50_RAND	FITNESS_25_FREQ	FITNESS_25_RAND	PRECISION_50_FREQ	PRECISION_50_RAND	PRECISION_25_FREQ	PRECISION_25_RAND	ABS_LOG_NODE_LINK_RATIO	ABS_LOG_MAX_CLUST_COEF	ABS_LOG_MEAN_CLUST_COEF	ABS_LOG_MAX_BTW	ABS_LOG_MEAN_BTW	ABS_LOG_BTW_ENTROPY	ABS_LOG_BTW_ENTROPY_NORM	ABS_LOG_DFT_ENTROPY	ABS_LOG_CC_ENTROPY	ABS_LOG_CC_ENTROPY_NORM	ABS_LOG_DEGREE_ASSORT	TIME_ALIGN	ALIGNMENTS_MARKOV_4_K1
ElectronicInvoicingENG	ETM	0.945	0.9238	0.9418	1.0	0.9794	12.0	0.1333	0.0	1.0	1.0	0	1.0	0.0	-1.0	-6.3645	-6.3645	0.9001	3	-12.0	0.2222	3	-18.3645	0.2	-0.2	0.9	0.0556	1.1112	-0.0222	0.0	-1.0	-0.0903	0.847	0.1167	1.3135	-12.3904	1.9104	-12.3904	1.9104	0.3185	1.1865	0	-1	0	0.1345	1.3079	309030	9	20135	7	0.0348	15.3479	4.2501	95.2116	0.4224	424.8217	0.7625	4	0.1905	17	19	2.2105	3	1.1053	1.1053	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.0081	0.9765	0.8889	1.0	1.0	1.0	0.0	0.1	0.9238	0.9418	0.9201	0.9392	0.8577	1.0	0.9412	0.8481	0.8642	0.8333	0.7143	0.5	0.0	0.0	0.5903	0.3722	-13.6096	-13.6096	-12581054.408	0	0	0.4369	0.46	0.9238
4a_VARA_CIVEL_-_TJGO	IMf	0.7556	0.7447	0.8146	0.9614	0.6097	25.0	0.0919	0.0181	0.8158	0.3648	-6	0.5385	-0.0769	0.9231	0.7549	0.7549	3.0383	13	-6.7549	0.2978	7	-6.0	0.9048	0.6639	1.1393	-0.0257	0.8776	0.607	0.1816	1.2721	-0.3114	0.291	-0.0251	0.6028	-8.0	5.0	-3.2451	5.0	-1.1843	0.6059	0	-1	0	0.4022	0.1914	955	16	339	98	28.9086	2.8171	2.1803	950.9332	0.7886	1905.4291	0.7882	19	0.76	6	19	2.8421	4	1.4211	1.4211	1.0	1.0	1.1053	1.1053	2	2	1	1	2	2	0.4067	0.539	0.3387	0.9107	0.8077	0.9345	0.5882	0.6477	0.7447	0.7517	0.2628	0.7012	0.7403	0.7097	0.6918	0.759	0.7502	0.7579	0.7875	0.2099	1.0	0.6673	0.4392	0.0632	-2.0	-6.7549	-115982.4272	0	0	-0.4974	0.2	0.7447
4a_VARA_CIVEL_-_TJGO	IMd	0.7572	0.3084	0.8247	0.9629	0.6244	25.0	0.0919	0.0181	0.6875	0.2094	-6	0.5385	0.0	1.0	-8.7549	-8.7549	3.8378	13	-6.7549	0.2978	7	-15.5098	1.1429	2.0924	1.4391	-0.0641	0.6946	0.8451	0.3327	1.4986	-0.4392	0.0	-0.0632	0.0	-17.6515	9.8257	-12.8966	9.8257	-1.2404	0.5873	0	-1	0	0.3545	0.2873	955	16	339	98	28.9086	2.8171	2.1803	950.9332	0.7886	1905.4291	0.7882	18	0.75	6	16	3.125	5	1.5625	1.5625	1.0	1.0	1.0556	1.0556	3	3	1	1	2	2	0.1573	0.5698	0.371	0.8488	0.6389	0.8859	0.5882	0.6562	0.3084	0.7641	0.284	0.3527	0.3725	0.3178	0.3809	0.7675	0.7299	0.7538	0.7856	0.2099	1.0	0.6673	0.4392	0.0632	-2.0	-6.7549	-115982.4272	0	0	-0.4974	0.13	0.3084
4a_VARA_CIVEL_-_TJGO	ETM	0.8239	0.9051	0.9723	0.973	0.9413	25.0	0.0919	0.0181	0.6571	-0.092	-4	0.6923	-0.0288	0.9712	0.0	0.0	3.2646	13	-6.7549	0.2978	9	-6.7549	0.9722	3.0131	1.6324	-0.0813	0.6127	0.6744	0.2445	1.3664	-0.4081	0.0708	-0.0473	0.2516	-7.5098	4.7549	-4.7549	4.7549	-0.9709	0.6769	0	-1	0	0.4141	0.1675	955	16	339	98	28.9086	2.8171	2.1803	950.9332	0.7886	1905.4291	0.7882	30	0.6977	13	32	4.4375	16	2.2188	2.2188	1.0	1.0	1.9333	1.9333	9	7	1	1	4	4	2.6635	0.9026	0.5484	0.8238	0.6623	0.807	0.4706	0.5619	0.9051	0.9723	0.6211	0.9258	0.9756	0.926	0.9504	0.8157	0.6488	0.7122	0.6175	0.2099	1.0	0.6673	0.4392	0.0632	-2.0	-6.7549	-115982.4272	0	0	-0.4974	0.35	0.9051
VARA_DA_FAZENDA_PUBLICA_DA_COMARCA_DE_PAULISTA_-_TJPE	IMf	0.3709	0.8075	0.8075	0.9787	0.7382	29.0	0.0333	0.0214	0.7353	-0.0734	-14	0.3333	-0.119	0.8572	35.1612	35.1612	4.3302	21	-41.9161	0.1402	7	-6.7549	0.6071	0.1833	1.0451	-0.0106	0.9569	0.4669	0.2173	1.565	-0.1893	0.7345	0.0515	2.0362	38.5712	0.2608	62.3904	0.2608	-1.824	0.5202	0	-1	0	0.4577	-0.2886	4448	29	116	112	96.5517	38.3448	26.7798	12795.7982	0.5651	31049.1846	0.8535	28	0.8	7	22	3.1818	6	1.5909	1.5909	1.0	1.0	1.0	1.0	3	4	1	1	1	1	0.0214	0.7246	0.188	0.8175	0.8148	0.7489	0.7333	0.8092	0.8075	0.8075	0.8075	0.7955	0.8154	0.7715	0.7786	0.3021	0.3424	0.285	0.3024	0.2459	0.8333	0.3846	0.7131	0.0497	-52.1808	-76.0	-339297.0201	0	0	-0.3552	0.29	0.8075
VARA_DA_FAZENDA_PUBLICA_DA_COMARCA_DE_PAULISTA_-_TJPE	ETM	0.9775	0.6019	0.7744	0.9794	0.7535	29.0	0.0333	0.0214	0.8235	0.5366	-16	0.2381	-0.3333	0.6	25.9161	25.9161	1.3324	21	-41.9161	0.1402	5	-16.0	0.1868	-1.6381	0.5972	0.1659	1.6747	0.0466	-0.1382	0.6407	0.0561	1.0787	0.1504	4.0262	39.4259	0.2444	57.6355	0.2444	-1.1429	0.6994	0	-1	0	0.3117	0.1225	4448	29	116	112	96.5517	38.3448	26.7798	12795.7982	0.5651	31049.1846	0.8535	11	0.1549	60	65	2.4308	11	1.2154	1.2154	1.0	1.0	1.7273	1.7273	6	5	1	1	3	3	0.1018	0.7419	0.2222	0.8664	0.8125	0.871	0.5333	0.7812	0.5597	0.7744	0.5537	0.6185	0.6011	0.5901	0.5843	0.9608	0.9563	0.9665	0.9754	0.2459	0.8333	0.3846	0.7131	0.0497	-52.1808	-76.0	-339297.0201	0	0	-0.3552	3.39	0.5597
BPI_Challenge_2014_Entitlement application	IMf	0.3273	0.9918	0.9972	0.9998	0.9925	5.0	0.0119	0.0084	0.614	-1.2318	-3	0.8333	0.1212	1.1379	-8.2647	-8.2647	1.8134	18	-14.0	0.3929	15	-22.2647	0.7125	2.8304	1.3602	-0.0337	0.7353	0.3196	0.1661	1.2695	-0.0353	0.7846	-0.0118	0.733	-28.016	4.502	-15.6515	4.502	-0.47	0.8538	0	-1	0	0.1521	-0.9677	293245	20	15260	2553	16.73	19.2166	6.9503	187385.515	0.7173	563610.895	0.6817	32	0.6809	15	28	3.5	7	1.75	1.75	1.0	1.0	1.0625	1.0625	5	4	1	1	3	3	0.2058	0.9921	0.6316	0.6823	0.6115	0.6855	0.2381	0.5455				0.9923	0.9799	0.995	0.9878	0.3162	0.3008	0.2598	0.2539	0.1273	0.8788	0.6163	0.1639	0.0442	-8.0	-20.3645	-50585801.8145	0	0	-0.0773	7.84	0.9918
BPI_Challenge_2014_Entitlement application	IMd	0.0769	0.7156	0.7312	0.9999	0.7335	0.0	0.0	0.0007	0.4867	-3.3232	1	1.0556	-0.1321	0.8497	-26.0391	-26.0391	1.7615	18	-14.0	0.3929	19	-40.0391	0.6921	5.2929	1.6736	-0.0513	0.597	0.2992	0.1088	1.1765	0.1843	2.1245	-0.024	0.457	-49.0587	7.1323	-54.6942	7.1323	-0.0979	0.9695	0	-1	0	-0.0019	1.0246	293245	20	15260	2553	16.73	19.2166	6.9503	187385.515	0.7173	563610.895	0.6817	32	0.6275	19	29	3.6552	10	1.8276	1.8276	1.0	1.0	1.0625	1.0625	8	8	1	1	2	2	0.824	0.7043	0.7697	0.6167	0.5	0.5944	0.0476	0.5733				0.7121	0.7246	0.7105	0.7423	0.0615	0.0769	0.0615	0.0769	0.1273	0.8788	0.6163	0.1639	0.0442	-8.0	-20.3645	-50585801.8145	0	0	-0.0773	40.3	0.7156
BPI_Challenge_2014_Entitlement application	ETM	0.8283	0.9369	0.9589	0.9996	0.9172	2.0	0.0048	0.0013	1.0	1.0	-12	0.3333	0.1212	1.1379	7.2451	7.2451	0.9544	18	-14.0	0.3929	6	-6.7549	0.375	-4.8571	0.3818	0.206	2.6182	-0.0179	-0.1276	0.793	0.1932	2.1788	0.1403	4.1742	3.2451	0.5944	15.6096	0.5944	-1.1339	0.6473	0	-1	0	0.1392	-0.8008	293245	20	15260	2553	16.73	19.2166	6.9503	187385.515	0.7173	563610.895	0.6817	44	0.6667	22	60	3.5333	11	1.7667	1.7667	1.0	1.0	1.9091	1.9091	6	5	1	1	3	3	0.175	0.9137	0.1579	1.0	1.0	1.0	0.5714	0.8364	0.9295	0.9589	0.8551	0.945	0.9122	0.9572	0.8807	0.8295	0.8008	0.7811	0.7942	0.1273	0.8788	0.6163	0.1639	0.0442	-8.0	-20.3645	-50585801.8145	0	0	-0.0773	51.16	0.9295
BPI_Challenge_2014_Inspection	IMf	0.671	-1.0	0.7903	0.9998	0.8452	15.0	0.0625	0.0014	0.5972	0.1043	-2	0.8333	-0.2581	0.7419	3.2451	3.2451	1.2659	12	-14.0	0.3125	10	-10.7549	0.3956	0.4554	1.0972	-0.0189	0.9114	0.0831	-0.1172	0.8126	-0.1784	0.6378	0.0624	1.9889	-9.9002	1.7274	-9.9002	1.7274	-0.2765	0.897	0	-1	0	0.2785	-0.1212	197717	15	5485	3190	58.1586	36.0469	39.6714	461944.1948	0.6204	1525065.9712	0.8182	30	0.6977	13	31	2.9677	4	1.4839	1.4839	1.0	1.0769	1.1	1.0667	2	2	1	2	3	3	1.3334	0.8577	0.5821	0.8639	0.6	0.8714	0.125	0.5865				0.7926	0.8482	0.7648	0.8427	0.6708	0.6849	0.6517	0.6474	0.2133	1.0	0.6255	0.4925	0.0631	-13.6096	-13.6096	-8630178.6851	0	0	-0.2484	16.87	0.7813
BPI_Challenge_2014_Inspection	IMd	0.2344	0.8618	0.8781	0.9999	0.9011	15.0	0.0625	0.008	0.3563	-2.5049	2	1.1667	-0.156	0.844	-23.9742	-23.9742	2.32	12	-14.0	0.3125	14	-37.9742	0.725	6.1875	2.32	-0.1213	0.4313	0.4125	0.1798	1.2875	-0.3639	0.2611	-0.0313	0.504	-34.1648	3.5103	-34.1648	3.5103	-0.2949	0.8901	0	-1	0	0.2985	-0.2017	197717	15	5485	3190	58.1586	36.0469	39.6714	461944.1948	0.6204	1525065.9712	0.8182	16	0.5161	15	17	3.7647	8	1.8824	1.8824	1.0	1.0	1.0625	1.0625	6	6	1	1	2	2	0.0515	0.9017	0.8358	0.7315	0.3478	0.7412	0.0	0.6684	0.8618	0.8781	0.8618	0.8496	0.8968	0.8132	0.9035	0.2121	0.2228	0.1954	0.2186	0.2133	1.0	0.6255	0.4925	0.0631	-13.6096	-13.6096	-8630178.6851	0	0	-0.2484	19.43	0.8618
BPI_Challenge_2014_Inspection	ETM	0.9975	-1.0	0.8615	0.9997	0.8364	27.0	0.1125	0.008	1.0	1.0	-8	0.3333	-0.5	0.5	-10.4064	-10.4064	0.4944	12	-14.0	0.3125	4	-24.4064	0.1545	-3.142	0.3297	0.4338	3.0338	-0.158	-0.374	0.4021	0.2575	1.5228	0.1702	3.6973	4.8547	0.6433	4.8547	0.6433	-0.6619	0.7533	0	-1	0	0.1532	0.3833	197717	15	5485	3190	58.1586	36.0469	39.6714	461944.1948	0.6204	1525065.9712	0.8182	3	0.0968	28	30	2.0667	3	1.0333	1.0333	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.0188	0.8337	0.2239	1.0	1.0	1.0	0.3125	0.7733	0.6713	0.8615	0.6713	-1.0	-1.0	0.7175	-1.0	0.9971	0.996	0.9902	0.9971	0.2133	1.0	0.6255	0.4925	0.0631	-13.6096	-13.6096	-8630178.6851	0	0	-0.2484	16.53	0.6713
BPI_Challenge_2014_Geo parcel document	IMf	0.3713	-1.0	0.9624	0.9999	0.9474	19.0	0.0699	0.0115	0.7576	0.4119	-4	0.7333	-0.2321	0.7679	-13.5098	-13.5098	1.2787	15	-6.0	0.4963	11	-19.5098	0.6346	-0.3258	0.959	0.0054	1.0429	0.1383	-0.0822	0.8864	0.2057	2.093	0.0246	1.5802	-33.2193	17.6096	-26.4644	17.6096	-0.4224	0.8548	0	-1	0	0.2567	0.3289	569209	16	29059	9274	31.9144	19.588	16.8236	1224971.0955	0.7295	2668507.692	0.804	44	0.7857	12	37	3.1892	6	1.5946	1.5946	1.0	1.0	1.0682	1.0682	5	3	1	1	2	2	4.9139	0.9417	0.5289	0.8532	0.7442	0.8629	0.2353	0.5283	0.9587	0.9624	0.8601	0.9391	0.9426	0.9455	0.9287	0.3317	0.3348	0.3143	0.3646	0.1259	1.0	0.7239	0.1882	0.0424	-2.0	-8.7549	-86511344.1078	0	0	-0.3825	27.35	0.9587
BPI_Challenge_2014_Geo parcel document	IMd	0.1938	0.9982	0.9982	1.0	0.9983	43.6667	0.1605	0.0157	0.6105	-1.0755	-1	0.9333	-0.0545	0.9455	-25.0196	-25.0196	1.8231	15	-6.0	0.4963	14	-31.0196	0.9048	4.7255	1.5951	-0.047	0.6267	0.4085	0.1659	1.2292	-0.1168	0.3794	-0.0299	0.2948	-35.1613	18.5806	-28.4064	18.5806	-0.307	0.8945	0	-1	0	0.3018	0.211	569209	16	29059	9274	31.9144	19.588	16.8236	1224971.0955	0.7295	2668507.692	0.804	29	0.6744	14	24	3.6667	8	1.8333	1.8333	1.0	1.0	1.0345	1.0345	6	6	1	1	2	2	103.8342	0.9982	0.8678	0.81	0.5966	0.8199	0.1176	0.445				0.9988	0.9975	0.9991	0.9985	0.1897	0.1734	0.1892	0.172	0.1259	1.0	0.7239	0.1882	0.0424	-2.0	-8.7549	-86511344.1078	0	0	-0.3825	31.67	0.9982
BPI_Challenge_2014_Geo parcel document	ETM	0.6923	0.8372	0.8561	0.9998	0.7908	0.0	0.0	0.0088	0.9545	0.9514	-10	0.3333	0.0	1.0	1.2451	1.2451	1.0554	15	-6.0	0.4963	5	-4.7549	0.5238	-4.7983	0.3958	0.1923	2.5274	0.0275	-0.119	0.8356	0.1507	1.8007	0.1005	3.3703	0.0	1.0	6.7549	1.0	-1.1102	0.6183	0	-1	0	0.1541	0.5971	569209	16	29059	9274	31.9144	19.588	16.8236	1224971.0955	0.7295	2668507.692	0.804	25	0.7576	8	31	3.2258	11	1.6129	1.6129	1.0	1.0	1.68	1.68	6	5	1	1	3	3	0.0679	0.7786	0.1405	0.9875	0.9474	0.989	0.5882	0.8456	0.8367	0.8561	0.8152	0.8608	0.7964	0.8843	0.7612	0.6879	0.6873	0.684	0.7107	0.1259	1.0	0.7239	0.1882	0.0424	-2.0	-8.7549	-86511344.1078	0	0	-0.3825	16.15	0.8367
BPI_Challenge_2012	IMf	0.3754	-1.0	0.7349	0.9998	0.8052	0.0	0.0	0.0145	0.4368	-2.1082	4	1.2667	-0.0385	0.9615	0.0	0.0	1.5064	15	-23.5098	0.2283	19	-23.5098	0.3439	2.0852	1.3805	-0.0503	0.7244	0.1156	0.0014	1.0027	0.204	1.8586	0.0426	1.7448	-18.0666	1.4512	-28.5643	1.4512	-0.1663	0.9435	0	-1	0	0.2256	-0.2348	262200	24	13087	4366	33.3614	20.0351	24.1151	469331.1569	0.6999	1584263.0089	0.7167	29	0.5686	22	43	2.6977	6	1.3488	1.3488	1.0	1.0909	1.2414	1.1724	3	3	1	3	4	4	0.1879	0.7949	0.536	0.5252	0.4268	0.5579	0.08	0.6766				0.6943	0.6798	0.6664	0.6655	0.4087	0.4048	0.4136	0.3986	0.1825	1.0	0.516	0.2376	0.0572	-40.0391	-40.0391	-16052091.2168	0	0	-0.1827	166.96	0.6231
BPI_Challenge_2012	IMd	0.2995	0.7215	0.8079	0.9999	0.8549	0.0	0.0	0.0145	0.3555	-3.9233	4	1.2667	-0.2314	0.7686	-38.2056	-38.2056	2.6058	15	-23.5098	0.2283	19	-61.7154	0.5949	7.607	2.3881	-0.1061	0.4186	0.3666	0.1651	1.32	-0.0341	0.8565	-0.0169	0.7045	-39.4478	1.9852	-39.4478	1.9852	-0.4451	0.8489	0	-1	0	0.5066	-1.7729	262200	24	13087	4366	33.3614	20.0351	24.1151	469331.1569	0.6999	1584263.0089	0.7167	30	0.5769	22	43	2.7442	9	1.3721	1.3721	1.0	1.0	1.2333	1.2333	6	7	1	1	4	4	25.3736	0.8564	0.784	0.5058	0.3439	0.5215	0.08	0.6767				0.7813	0.8368	0.7469	0.867	0.3362	0.3089	0.3341	0.263	0.1825	1.0	0.516	0.2376	0.0572	-40.0391	-40.0391	-16052091.2168	0	0	-0.1827	75.93	0.7215
BPI_Challenge_2012	ETM	-1.0	-1.0	0.0	0.9995	0.0	0.0	0.0	0.0145	0.0	0.9525	-12	0.2	-0.5	0.5	-26.2646	-26.2646	0.3456	15	-23.5098	0.2283	3	-49.7744	0.0789	-3.98	0.2737	0.4842	3.6532	-0.1494	-0.4541	0.12	0.3136	2.3199	0.1967	4.4388	16.5293	0.5872	16.5293	0.5872	-0.2358	0.92	0	-1	0	0.4694	-1.5692	262200	24	13087	4366	33.3614	20.0351	24.1151	469331.1569	0.6999	1584263.0089	0.7167	0	0.0	34	33	2.0606	3	1.0303	1.0303	1.0	1.0	0.0	0.0	2	2	1	1	0	0	0.0405	0.0	0.0						0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.1825	1.0	0.516	0.2376	0.0572	-40.0391	-40.0391	-16052091.2168	0	0	-0.1827	5.4	0.0
edited_hh110_weekends	IMf	0.1508	0.9188	0.9588	0.9813	0.9465	9.0	0.0429	0.0209	0.5179	-2.3583	4	1.4444	-0.1	0.9	0.0	0.0	1.9884	9	-10.0	0.3095	13	-10.0	0.6154	3.6667	1.8462	-0.1058	0.5416	0.3059	0.2339	1.468	-0.1609	0.5871	-0.0553	0.453	-2.8547	1.2238	-2.8547	1.2238	-0.1515	0.9437	0	-1	0	-0.0951	-4.1129	368	14	6	6	100.0	61.3333	26.9333	553.29	0.3088	2071.1192	0.9526	45	0.7759	13	40	3.05	5	1.525	1.525	1.0	1.0	1.0667	1.0667	3	2	1	1	2	3	928.9158	0.942	0.873	0.5881	0.5288	0.5738	0.0667	0.5126				0.907	0.9009	0.8938	0.9998	0.1333	0.1333	0.1333	0.1425	0.2308	1.0	0.4998	0.3897	0.1011	-12.7549	-14.7549	-8139.6329	0	0	0.0186	12.47	0.9295
edited_hh110_weekends	IMd	0.0875	0.9555	0.9562	0.984	0.9439	9.0	0.0429	0.0209	0.3711	-5.5508	5	1.5556	-0.0776	0.9224	-12.7549	-12.7549	2.8226	9	-10.0	0.3095	14	-22.7549	0.8736	7.0238	2.6209	-0.1427	0.3817	0.5641	0.3562	1.7127	-0.332	0.1481	-0.0846	0.1632	-28.4644	3.2316	-26.4644	3.2316	-0.4504	0.8327	0	-1	0	-0.0813	-3.371	368	14	6	6	100.0	61.3333	26.9333	553.29	0.3088	2071.1192	0.9526	46	0.7797	13	34	3.4706	6	1.7353	1.7353	1.0	1.0	1.0	1.0	4	4	1	1	1	1	84.2281	0.942	0.9048	0.4982	0.413	0.459	0.0667	0.6424				0.9518	0.9685	0.9372	0.9513	0.0769	0.0835	0.0724	0.0724	0.2308	1.0	0.4998	0.3897	0.1011	-12.7549	-14.7549	-8139.6329	0	0	0.0186	0.56	0.9555
3a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG	IMd	0.1156	0.7044	0.7618	0.9544	0.68	0.0	0.0	0.0134	0.4027	-3.6361	-2	0.9091	-0.1346	0.8654	-16.4644	-16.4644	2.9225	22	-20.7549	0.2387	20	-37.2193	0.6976	6.7911	1.9483	-0.0679	0.5136	0.4589	0.1068	1.1579	-0.1877	0.3868	-0.0121	0.6311	-42.4064	3.1579	-9.3288	3.1579	-0.8198	0.7776	0	-1	0	0.2507	0.3373	2246	30	35	35	100.0	64.1714	56.8672	7343.1938	0.4435	17217.4488	0.9879	26	0.5652	20	25	3.76	9	1.88	1.88	1.0	1.0	1.0385	1.0385	7	7	1	1	2	2	0.2161	0.6857	0.5476	0.5822	0.4021	0.5838	0.3226	0.7028				0.6897	0.6969	0.6917	0.7255	0.0	0.1119	0.0	0.0937	0.1396	1.0	0.6762	0.3061	0.0328	-19.6515	-52.7291	-215102.3815	0	0	-0.3783	2.21	0.7044
3a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG	ETM	0.9877	0.5233	0.7396	0.9228	0.6975	0.0	0.0	0.0139	0.902	0.4805	-13	0.4091	0.0	1.0	-12.0	-12.0	0.6246	22	-20.7549	0.2387	9	-32.7549	0.1491	-4.4771	0.3748	0.2329	2.6683	-0.0896	-0.4805	0.2894	0.1786	1.5835	0.062	2.8902	-2.6132	1.133	23.5678	1.133	-0.6655	0.8194	0	-1	0	0.0715	0.811	2246	30	35	35	100.0	64.1714	56.8672	7343.1938	0.4435	17217.4488	0.9879	5	0.045	106	106	2.0943	3	1.0472	1.0472	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.701	0.7042	0.2095	0.9064	0.898	0.9112	0.3871	0.7974	0.455	0.7396	0.454	0.5093	0.5475	0.4378	0.5331	0.6296	0.9787	0.8889	0.95	0.1396	1.0	0.6762	0.3061	0.0328	-19.6515	-52.7291	-215102.3815	0	0	-0.3783	5.62	0.455
BPI_Challenge_2020_InternationalDeclarations	IMf	0.2038	0.9272	0.9273	0.9987	0.9212	0.0	0.0	0.0022	0.3684	-4.7949	-11	0.5769	-0.1667	0.8333	-7.789	-7.789	2.3003	26	-42.2647	0.1765	15	-50.0537	0.406	4.5556	1.7593	-0.072	0.5681	0.2295	0.1156	1.2304	0.0301	1.0757	0.0062	1.1845	-38.0579	2.5857	-11.3191	2.5857	-0.4911	0.8605	0	-1	0	0.5012	-1.2148	72151	34	6449	753	11.6762	11.1879	5.4197	30396.2374	0.7502	73857.3427	0.7994	28	0.5185	26	31	3.6129	8	1.8065	1.8065	1.0	1.0	1.0714	1.0714	5	5	1	1	2	2	0.2016	0.9236	0.4898	0.4399	0.3678	0.445	0.2286	0.7308				0.9361	0.9435	0.9401	0.9329	0.1934	0.193	0.1903	0.1814	0.1667	1.0	0.5017	0.3976	0.0336	-24.0	-58.0391	-10310442.3578	0	0	-0.2263	2.33	0.9272
BPI_Challenge_2020_InternationalDeclarations	IMd	0.1711	0.5924	0.6286	0.9992	0.8003	115.3333	0.0969	0.0015	0.1992	-14.0042	6	1.2308	-0.2277	0.7723	-51.4868	-51.4868	4.2153	26	-42.2647	0.1765	32	-93.7515	0.744	17.0625	3.8438	-0.1233	0.2603	0.5675	0.2393	1.477	-0.1417	0.6436	-0.013	0.6131	-109.1369	5.5474	-75.0978	5.5474	-0.353	0.8997	0	-1	0	0.195	0.1383	72151	34	6449	753	11.6762	11.1879	5.4197	30396.2374	0.7502	73857.3427	0.7994	23	0.4259	31	18	6.0	19	3.0	3.0	1.0	1.0	1.0	1.0	17	17	1	1	1	1	0.6756	0.7614	0.699	0.2983	0.1963	0.304	0.0857	0.8165				0.6029	0.6197	0.6018	0.6045	0.1645	0.165	0.1542	0.157	0.1667	1.0	0.5017	0.3976	0.0336	-24.0	-58.0391	-10310442.3578	0	0	-0.2263	37.4	0.5924
