	exchange_leaf	exchange_op	exchange_subtree	prob_up	inner_similarity	trees_similarity	ARI	eps	balance
1242	5	0	2	0.7	1.034	0.2351	0.4959	5	0.11658609
1104	4	2	1	0.5	0.971	0.1262	0.9236	5	0.11655832
596	2	1	3	0.7	1.15	0.1165	1	5	0.1165
1108	4	2	1	0.7	1.145	0.2087	0.5552	5	0.11587024
500	2	0	1	0.5	1.8	0.1212	0.9546	4	0.11569752
913	3	3	0	0.7	1.268	0.2184	0.529	5	0.1155336
198	0	3	1	0.3	1.476	0.1697	0.6785	5	0.11514145
554	2	1	0	0.7	1.817	0.1173	0.9801	4	0.11496573
1324	5	2	0	0.3	1.104	0.1344	0.8553	5	0.11495232
1290	5	1	2	0.3	1.112	0.1444	0.7946	5	0.11474024
890	3	2	3	0.5	1.206	0.1901	0.6031	5	0.11464931
678	2	3	1	0.3	1.346	0.1528	0.7494	5	0.11450832
1017	4	0	3	0.7	1.222	0.1381	0.8285	5	0.11441585
1064	4	1	2	0.7	1.274	0.1341	0.8531	5	0.11440071
889	3	2	3	0.3	1.215	0.1834	0.6235	5	0.1143499
144	0	2	1	0.5	1.395	0.1166	0.9801	5	0.11427966
1357	5	2	2	0.5	0.89	0.1142	1	5	0.1142
447	1	3	1	0.7	1.116	0.1161	0.9829	5	0.11411469
442	1	3	1	0.5	1.69	0.1137	1	4	0.1137
1132	4	2	3	0.5	1.244	0.1373	0.8273	5	0.11358829
1114	4	2	2	0.3	1.375	0.182	0.6239	5	0.1135498
717	2	3	3	0.7	1.223	0.1179	0.9606	5	0.11325474
1349	5	2	1	0.7	1.574	0.1243	0.9104	4	0.11316272
1344	5	2	1	0.5	1.315	0.1243	0.9091	5	0.11300113
729	3	0	0	0.5	1.391	0.1139	0.9896	5	0.11271544
465	1	3	3	0.3	1.115	0.1334	0.8429	5	0.11244286
1109	4	2	1	0.7	1.119	0.205	0.5481	5	0.1123605
1157	4	3	1	0.3	1.25	0.1455	0.7702	5	0.1120641
1396	5	3	1	0.3	1.656	0.1527	0.7322	5	0.11180694
136	0	2	1	0.3	0.969	0.1325	0.8435	4	0.11176375
611	2	2	0	0.7	1.278	0.1652	0.6763	5	0.11172476
917	3	3	1	0.3	1.221	0.1886	0.5917	5	0.11159462
229	0	3	3	0.3	1.25	0.2021	0.5518	5	0.11151878
329	1	1	1	0.7	1.885	0.117	0.9525	5	0.1114425
206	0	3	1	0.7	1.163	0.1553	0.7165	5	0.11127245
743	3	0	1	0.5	1.694	0.1162	0.9529	5	0.11072698
413	1	2	3	0.5	1.45	0.1137	0.9713	4	0.11043681
418	1	2	3	0.7	1.883	0.1178	0.9361	5	0.11027258
1250	5	0	3	0.5	1.246	0.1186	0.9285	5	0.1101201
783	3	1	0	0.3	1.226	0.1117	0.9849	5	0.11001333
830	3	1	3	0.5	1.044	0.1194	0.9209	5	0.10995546
1183	4	3	2	0.7	0.906	0.1271	0.8648	5	0.10991608
821	3	1	2	0.7	0.913	0.1286	0.8541	5	0.10983726
775	3	0	3	0.7	1.661	0.1097	1	5	0.1097
1339	5	2	1	0.3	1.036	0.1766	0.6211	5	0.10968626
609	2	2	0	0.5	1.181	0.175	0.6266	5	0.109655
995	4	0	2	0.5	1.123	0.1175	0.9327	5	0.10959225
1107	4	2	1	0.7	1.106	0.2137	0.5126	5	0.10954262
1139	4	2	3	0.7	1.242	0.1971	0.5551	5	0.10941021
796	3	1	1	0.3	1.099	0.112	0.9765	5	0.109368
1385	5	3	0	0.5	1.608	0.1127	0.9677	5	0.10905979
56	0	0	3	0.7	1.569	0.1101	0.989	5	0.1088889
377	1	2	1	0.3	1.365	0.1161	0.937	5	0.1087857
1418	5	3	2	0.5	1.609	0.1256	0.8655	5	0.1087068
955	3	3	3	0.7	1.001	0.1148	0.9465	5	0.1086582
1243	5	0	2	0.7	0.989	0.1929	0.5631	5	0.10862199
820	3	1	2	0.7	0.935	0.1282	0.8432	5	0.10809824
946	3	3	3	0.3	1.234	0.1397	0.7736	5	0.10807192
345	1	1	3	0.3	1.136	0.1225	0.8818	5	0.1080205
1408	5	3	1	0.7	1.523	0.2101	0.5137	5	0.10792837
331	1	1	2	0.3	1.64	0.1117	0.963	4	0.1075671
574	2	1	2	0.3	1.508	0.1118	0.9619	4	0.10754042
1116	4	2	2	0.5	1.213	0.128	0.8399	5	0.1075072
1397	5	3	1	0.3	1.528	0.1452	0.7399	5	0.10743348
1421	5	3	2	0.7	1.453	0.1194	0.8989	5	0.10732866
926	3	3	1	0.7	1.129	0.2254	0.4761	5	0.10731294
1395	5	3	1	0.3	1.512	0.1472	0.7288	5	0.10727936
1215	5	0	1	0.3	1.249	0.2138	0.5012	5	0.10715656
929	3	3	1	0.7	1.119	0.2328	0.4601	5	0.10711128
341	1	1	2	0.7	1.173	0.138	0.7745	5	0.106881
1185	4	3	3	0.3	0.935	0.1432	0.7445	5	0.1066124
616	2	2	1	0.3	1.097	0.1345	0.7918	5	0.1064971
1195	4	3	3	0.7	1.178	0.2056	0.5175	5	0.106398
1314	5	1	3	0.5	1.289	0.1162	0.9154	5	0.10636948
299	1	0	3	0.7	0.882	0.1127	0.9425	5	0.10621975
326	1	1	1	0.7	1.44	0.1061	1	5	0.1061
1201	5	0	0	0.3	1.124	0.2138	0.4944	5	0.10570272
339	1	1	2	0.5	1.406	0.1193	0.8847	4	0.10554471
1400	5	3	1	0.5	1.01	0.1298	0.8106	5	0.10521588
1407	5	3	1	0.7	1.004	0.2172	0.4842	5	0.10516824
1004	4	0	2	0.7	0.944	0.1128	0.9311	5	0.10502808
1359	5	2	2	0.5	0.929	0.105	1	5	0.105
631	2	2	2	0.3	1.018	0.1412	0.7391	5	0.10436092
919	3	3	1	0.3	1.105	0.1891	0.5515	5	0.10428865
555	2	1	1	0.3	2.068	0.1053	0.99	5	0.104247
208	0	3	1	0.7	0.93	0.1492	0.6978	5	0.10411176
807	3	1	1	0.7	1.4	0.1071	0.9714	5	0.10403694
927	3	3	1	0.7	1.13	0.2168	0.4798	5	0.10402064
146	0	2	1	0.7	1.16	0.1039	1	4	0.1039
1338	5	2	1	0.3	1.744	0.1046	0.9904	5	0.10359584
363	1	2	0	0.3	1.063	0.1076	0.9617	5	0.10347892
1159	4	3	1	0.3	0.926	0.2025	0.5108	5	0.103437
1025	4	1	0	0.5	1.84	0.1034	1	5	0.1034
1226	5	0	1	0.7	1.404	0.1776	0.5822	5	0.10339872
620	2	2	1	0.5	1.304	0.2103	0.4915	5	0.10336245
406	1	2	3	0.3	1.047	0.1109	0.9305	4	0.10319245
610	2	2	0	0.7	1.233	0.1665	0.6187	5	0.10301355
952	3	3	3	0.5	1.249	0.1793	0.5726	5	0.10266718
1012	4	0	3	0.5	1.068	0.1083	0.9479	4	0.10265757
333	1	1	2	0.3	1.285	0.1103	0.9295	4	0.10252385
1071	4	1	3	0.5	1.465	0.2225	0.4607	5	0.10250575
1198	4	3	3	0.7	1.089	0.2089	0.4897	5	0.10229833
471	1	3	3	0.5	1.66	0.1022	1	5	0.1022
645	2	2	3	0.3	1.32	0.2278	0.4479	4	0.10203162
490	2	0	0	0.7	1.862	0.1094	0.9309	4	0.10184046
1156	4	3	1	0.3	1.34	0.1722	0.5904	5	0.10166688
372	1	2	0	0.7	1.141	0.1123	0.9024	5	0.10133952
1424	5	3	2	0.7	1.286	0.1188	0.8521	5	0.10122948
296	1	0	3	0.7	0.945	0.1053	0.9576	5	0.10083528
306	1	1	0	0.5	1.051	0.1007	1	5	0.1007
708	2	3	3	0.3	1.074	0.1227	0.8184	5	0.10041768
915	3	3	1	0.3	1.234	0.171	0.5872	5	0.1004112
267	1	0	1	0.7	0.987	0.1336	0.7513	5	0.10037368
884	3	2	2	0.7	1.292	0.116	0.8609	5	0.0998644
812	3	1	2	0.3	1.118	0.1002	0.993	5	0.0994986
1419	5	3	2	0.5	1.637	0.1159	0.857	5	0.0993263
354	1	1	3	0.5	1.006	0.1353	0.7339	5	0.09929667
132	0	2	0	0.7	1.089	0.1032	0.9595	4	0.0990204
880	3	2	2	0.7	1.376	0.1143	0.8631	5	0.09865233
192	0	3	0	0.7	1.512	0.0994	0.9912	5	0.09852528
367	1	2	0	0.5	1.251	0.1037	0.9484	5	0.09834908
1203	5	0	0	0.3	1.07	0.1769	0.5549	5	0.09816181
1172	4	3	2	0.3	0.855	0.2079	0.472	5	0.0981288
1382	5	3	0	0.3	1.668	0.099	0.9908	4	0.0980892
433	1	3	0	0.7	1.54	0.098	1	4	0.098
1321	5	2	0	0.3	1.172	0.1054	0.9295	5	0.0979693
1200	5	0	0	0.3	1.091	0.1981	0.494	5	0.0978614
179	0	2	3	0.7	1.451	0.0978	1	5	0.0978
57	0	0	3	0.7	2.206	0.1021	0.9577	4	0.09778117
715	2	3	3	0.7	1.151	0.1354	0.7219	5	0.09774526
818	3	1	2	0.5	1.144	0.1034	0.9414	4	0.09734076
1148	4	3	0	0.5	1.22	0.1738	0.559	5	0.0971542
115	0	1	3	0.7	1.094	0.1689	0.5752	5	0.09715128
634	2	2	2	0.3	0.978	0.1107	0.8715	5	0.09647505
1214	5	0	0	0.7	1.113	0.1818	0.5303	5	0.09640854
1150	4	3	0	0.7	1.311	0.2149	0.4484	5	0.09636116
516	2	0	2	0.5	1.625	0.0997	0.9659	4	0.09630023
845	3	2	0	0.5	1.308	0.1073	0.8967	5	0.09621591
1138	4	2	3	0.7	1.164	0.1895	0.5077	5	0.09620915
916	3	3	1	0.3	1.183	0.1695	0.5663	5	0.09598785
1404	5	3	1	0.5	1.261	0.1752	0.5466	5	0.09576432
1052	4	1	2	0.3	1.235	0.0989	0.9674	5	0.09567586
1170	4	3	2	0.3	0.944	0.1431	0.6685	4	0.09566235
452	1	3	2	0.3	2.54	0.0956	1	4	0.0956
987	4	0	1	0.7	1.255	0.1008	0.9451	5	0.09526608
376	1	2	1	0.3	1.431	0.107	0.8867	5	0.0948769
781	3	1	0	0.3	1.492	0.0962	0.9853	5	0.09478586
1212	5	0	0	0.7	1.135	0.1906	0.4967	5	0.09467102
1079	4	1	3	0.7	1.649	0.1011	0.9322	5	0.09424542
535	2	0	3	0.7	1.309	0.1109	0.8496	5	0.09422064
780	3	1	0	0.3	1.438	0.0967	0.9735	4	0.09413745
154	0	2	2	0.3	1.12	0.1555	0.6044	5	0.0939842
430	1	3	0	0.7	1.194	0.0989	0.95	5	0.093955
364	1	2	0	0.3	0.97	0.0973	0.9626	5	0.09366098
222	0	3	2	0.7	1.112	0.1039	0.9014	5	0.09365546
472	1	3	3	0.5	1.705	0.0936	1	5	0.0936
488	2	0	0	0.5	1.754	0.0999	0.9366	4	0.09356634
1146	4	3	0	0.5	1.199	0.1727	0.5403	5	0.09330981
436	1	3	1	0.3	1.16	0.1045	0.8922	5	0.0932349
375	1	2	1	0.3	1.18	0.1625	0.5688	5	0.09243
649	2	2	3	0.3	0.898	0.1567	0.589	5	0.0922963
1439	5	3	3	0.7	1.228	0.1813	0.5081	5	0.09211853
117	0	1	3	0.7	0.884	0.1922	0.4787	5	0.09200614
411	1	2	3	0.5	1.328	0.0996	0.9237	5	0.09200052
394	1	2	2	0.3	0.947	0.1495	0.6153	5	0.09198735
909	3	3	0	0.5	2.063	0.0918	1	4	0.0918
670	2	3	0	0.7	1.482	0.0917	1	4	0.0917
810	3	1	2	0.3	1.201	0.0933	0.9755	5	0.09101415
836	3	1	3	0.7	0.889	0.0917	0.9876	5	0.09056292
728	3	0	0	0.5	1.439	0.0934	0.9688	5	0.09048592
1360	5	2	2	0.7	1.219	0.0929	0.9721	4	0.09030809
287	1	0	3	0.3	1.074	0.0961	0.938	5	0.0901418
224	0	3	2	0.7	1.233	0.093	0.969	5	0.090117
629	2	2	1	0.7	1.388	0.1072	0.8405	5	0.0901016
991	4	0	2	0.3	1.145	0.0963	0.93	5	0.089559
1206	5	0	0	0.5	1.068	0.1778	0.5034	5	0.08950452
1187	4	3	3	0.3	1.164	0.1263	0.7083	5	0.08945829
869	3	2	1	0.7	1.088	0.0892	1	5	0.0892
951	3	3	3	0.5	1.102	0.1124	0.7929	5	0.08912196
886	3	2	3	0.3	1.118	0.0953	0.9325	5	0.08886725
409	1	2	3	0.3	0.929	0.1463	0.6072	5	0.08883336
169	0	2	3	0.3	1.131	0.1472	0.6033	5	0.08880576
1082	4	2	0	0.3	1.57	0.0963	0.9216	5	0.08875008
930	3	3	2	0.3	0.943	0.1293	0.6852	5	0.08859636
1080	4	2	0	0.3	1.59	0.1044	0.8422	5	0.08792568
145	0	2	1	0.7	1.096	0.0874	1	4	0.0874
1158	4	3	1	0.3	1.188	0.1821	0.4794	5	0.08729874
1008	4	0	3	0.3	0.965	0.0912	0.9566	5	0.08724192
438	1	3	1	0.3	1.607	0.0953	0.9138	5	0.08708514
1145	4	3	0	0.5	1.283	0.1683	0.5168	5	0.08697744
1308	5	1	3	0.3	1.094	0.1133	0.7659	5	0.08677647
427	1	3	0	0.5	1.226	0.0876	0.9844	4	0.08623344
1142	4	3	0	0.3	1.327	0.1698	0.5076	5	0.08619048
805	3	1	1	0.7	1.118	0.0907	0.9466	5	0.08585662
735	3	0	1	0.3	1.325	0.0982	0.8729	5	0.08571878
621	2	2	1	0.5	1.196	0.1575	0.5432	5	0.085554
1057	4	1	2	0.5	0.908	0.1399	0.6112	5	0.08550688
723	3	0	0	0.3	1.344	0.0863	0.9896	5	0.08540248
1055	4	1	2	0.5	0.935	0.0871	0.9789	5	0.08526219
1143	4	3	0	0.3	1.411	0.1647	0.5171	5	0.08516637
445	1	3	1	0.7	1.126	0.0864	0.9835	4	0.0849744
431	1	3	0	0.7	1.404	0.0874	0.971	5	0.0848654
1013	4	0	3	0.5	0.969	0.0902	0.9355	4	0.0843821
1149	4	3	0	0.5	1.265	0.1604	0.5245	5	0.0841298
1018	4	0	3	0.7	1.17	0.0979	0.8573	5	0.08392967
1121	4	2	2	0.7	1.175	0.124	0.6752	5	0.0837248
827	3	1	3	0.3	0.743	0.09	0.929	5	0.08361
1110	4	2	2	0.3	1.306	0.1368	0.6095	5	0.0833796
906	3	3	0	0.5	1.469	0.0858	0.9702	4	0.08324316
479	1	3	3	0.7	2.276	0.0861	0.9655	4	0.08312955
1340	5	2	1	0.5	1.179	0.1499	0.5535	5	0.08296965
1251	5	0	3	0.5	1.355	0.1102	0.7527	5	0.08294754
199	0	3	1	0.3	1.291	0.1008	0.8208	5	0.08273664
1140	4	3	0	0.3	1.287	0.1376	0.6012	5	0.08272512
251	1	0	0	0.7	1.292	0.0911	0.9076	5	0.08268236
1302	5	1	2	0.7	1.109	0.0852	0.9696	5	0.08260992
591	2	1	3	0.5	1.273	0.0825	1	4	0.0825
1289	5	1	1	0.7	1.057	0.0916	0.8961	5	0.08208276
1438	5	3	3	0.7	0.891	0.1253	0.6549	5	0.08205897
260	1	0	1	0.5	1.093	0.0924	0.8851	5	0.08178324
108	0	1	3	0.3	1.822	0.0832	0.9799	5	0.08152768
981	4	0	1	0.5	1.041	0.1024	0.7955	5	0.0814592
976	4	0	1	0.3	0.952	0.0868	0.9374	4	0.08136632
1028	4	1	0	0.5	1.779	0.0811	1	4	0.0811
956	3	3	3	0.7	1.162	0.0881	0.9169	4	0.08077889
972	4	0	0	0.7	0.969	0.0903	0.8903	5	0.08039409
1285	5	1	1	0.7	1.103	0.0996	0.8044	5	0.08011824
1230	5	0	2	0.3	1.226	0.1002	0.797	5	0.0798594
1128	4	2	3	0.3	1.204	0.1356	0.5851	5	0.07933956
91	0	1	2	0.3	1.398	0.091	0.8713	5	0.0792883
191	0	3	0	0.7	1.332	0.0789	1	5	0.0789
1152	4	3	0	0.7	1.216	0.1522	0.5183	5	0.07888526
878	3	2	2	0.5	0.995	0.0842	0.9362	5	0.07882804
1391	5	3	0	0.7	1.478	0.1058	0.7442	5	0.07873636
416	1	2	3	0.7	1.907	0.0791	0.98	5	0.077518
253	1	0	0	0.7	1.284	0.0908	0.8516	5	0.07732528
478	1	3	3	0.7	1.686	0.0814	0.948	4	0.0771672
626	2	2	1	0.7	0.984	0.1215	0.6344	5	0.0770796
1016	4	0	3	0.7	1.108	0.0912	0.8445	5	0.0770184
1327	5	2	0	0.5	1.109	0.0979	0.7842	5	0.07677318
293	1	0	3	0.5	0.996	0.0781	0.9797	5	0.07651457
673	2	3	0	0.7	1.34	0.0757	1	4	0.0757
1061	4	1	2	0.7	1.158	0.0893	0.8466	5	0.07560138
1279	5	1	1	0.3	0.934	0.0811	0.9314	5	0.07553654
177	0	2	3	0.7	1.123	0.094	0.8028	5	0.0754632
617	2	2	1	0.3	1.07	0.099	0.7611	5	0.0753489
233	0	3	3	0.5	1.008	0.1145	0.657	5	0.0752265
232	0	3	3	0.5	1.58	0.0828	0.9072	5	0.07511616
150	0	2	2	0.3	0.999	0.1023	0.7335	5	0.07503705
792	3	1	0	0.7	0.993	0.0918	0.8149	5	0.07480782
903	3	3	0	0.3	1.502	0.0785	0.9496	5	0.0745436
382	1	2	1	0.5	1.402	0.0775	0.9615	5	0.07451625
254	1	0	0	0.7	1.272	0.0847	0.879	5	0.0744513
1205	5	0	0	0.5	1.06	0.1485	0.5009	5	0.07438365
1204	5	0	0	0.3	1.123	0.1385	0.5327	5	0.07377895
1019	4	0	3	0.7	1.34	0.0771	0.9566	5	0.07375386
446	1	3	1	0.7	0.875	0.0749	0.9846	5	0.07374654
1084	4	2	0	0.3	1.861	0.0766	0.9621	5	0.07369686
258	1	0	1	0.3	1.055	0.0819	0.8953	5	0.07332507
466	1	3	3	0.3	1.208	0.0804	0.9075	5	0.072963
1410	5	3	2	0.3	1.2	0.1188	0.6122	5	0.07272936
193	0	3	0	0.7	1.108	0.0738	0.9842	5	0.07263396
221	0	3	2	0.7	1.244	0.0748	0.9697	5	0.07253356
320	1	1	1	0.5	1.657	0.0762	0.9481	5	0.07224522
501	2	0	1	0.5	1.873	0.0743	0.9619	4	0.07146917
219	0	3	2	0.5	1.139	0.1014	0.7034	5	0.07132476
75	0	1	1	0.3	1.524	0.0798	0.8923	5	0.07120554
262	1	0	1	0.5	1.058	0.0822	0.8654	5	0.07113588
1231	5	0	2	0.3	1.182	0.1032	0.6893	5	0.07113576
785	3	1	0	0.5	1.065	0.0715	0.9929	4	0.07099235
1234	5	0	2	0.3	1.239	0.128	0.5544	5	0.0709632
640	2	2	2	0.7	0.943	0.1048	0.676	5	0.0708448
598	2	1	3	0.7	1.397	0.0705	1	4	0.0705
1193	4	3	3	0.5	0.889	0.0919	0.7671	5	0.07049649
1085	4	2	0	0.5	1.446	0.0848	0.8302	5	0.07040096
587	2	1	3	0.3	1.143	0.0704	1	5	0.0704
205	0	3	1	0.7	0.964	0.099	0.7089	5	0.0701811
650	2	2	3	0.5	1.405	0.0737	0.9518	5	0.07014766
782	3	1	0	0.3	1.178	0.0714	0.9819	5	0.07010766
1147	4	3	0	0.5	1.245	0.1509	0.4628	5	0.06983652
1213	5	0	0	0.7	1.035	0.1385	0.5036	5	0.0697486
1126	4	2	3	0.3	1.141	0.1094	0.6344	5	0.06940336
1245	5	0	3	0.3	1.224	0.1409	0.4889	5	0.06888601
1065	4	1	3	0.3	1.273	0.0722	0.9495	5	0.0685539
1348	5	2	1	0.7	1.269	0.0709	0.9604	5	0.06809236
1211	5	0	0	0.7	1.011	0.1376	0.4927	5	0.06779552
1207	5	0	0	0.5	1.083	0.1353	0.5002	5	0.06767706
109	0	1	3	0.3	1.473	0.0724	0.9271	5	0.06712204
371	1	2	0	0.7	1.131	0.0782	0.8541	5	0.06679062
180	0	3	0	0.3	1.069	0.0666	1	5	0.0666
1120	4	2	2	0.7	1.068	0.0816	0.8121	5	0.06626736
1267	5	1	0	0.5	1.052	0.0714	0.9261	4	0.06612354
1174	4	3	2	0.3	1.006	0.134	0.4926	5	0.0660084
408	1	2	3	0.3	1.151	0.0896	0.7325	5	0.065632
726	3	0	0	0.5	1.389	0.0711	0.9198	5	0.06539778
1236	5	0	2	0.5	1.09	0.0992	0.6566	5	0.06513472
1202	5	0	0	0.3	0.992	0.1273	0.5103	5	0.06496119
264	1	0	1	0.5	1.163	0.0881	0.7369	5	0.06492089
725	3	0	0	0.5	1.396	0.0676	0.9594	5	0.06485544
1009	4	0	3	0.3	1.107	0.0676	0.9548	5	0.06454448
787	3	1	0	0.5	1.105	0.0725	0.8897	4	0.06450325
1190	4	3	3	0.5	1.146	0.1059	0.6062	5	0.06419658
1261	5	1	0	0.3	1.066	0.0728	0.8815	4	0.0641732
87	0	1	1	0.7	1.116	0.0942	0.6778	5	0.06384876
1129	4	2	3	0.3	1.028	0.0723	0.881	5	0.0636963
403	1	2	2	0.7	1.022	0.1053	0.6009	5	0.06327477
1277	5	1	1	0.3	0.93	0.0736	0.8585	5	0.0631856
1221	5	0	1	0.5	1.31	0.1086	0.5817	5	0.06317262
1256	5	0	3	0.7	1.276	0.0653	0.9635	4	0.06291655
515	2	0	2	0.5	1.529	0.0654	0.9546	4	0.06243084
1401	5	3	1	0.5	1.272	0.1008	0.6183	5	0.06232464
211	0	3	2	0.3	1.004	0.1056	0.5848	5	0.06175488
619	2	2	1	0.3	1.129	0.0953	0.6399	5	0.06098247
389	1	2	1	0.7	1.106	0.0871	0.6899	5	0.06009029
307	1	1	0	0.5	1.018	0.0605	0.9907	5	0.05993735
754	3	0	2	0.3	1.352	0.0728	0.8228	5	0.05989984
397	1	2	2	0.5	0.813	0.0664	0.8932	5	0.05930848
1347	5	2	1	0.7	1.211	0.0604	0.9815	5	0.0592826
1259	5	0	3	0.7	1.189	0.0609	0.9691	5	0.05901819
103	0	1	2	0.7	1.431	0.0674	0.8737	5	0.05888738
736	3	0	1	0.3	1.24	0.0715	0.8224	5	0.0588016
615	2	2	1	0.3	1.008	0.0703	0.8362	5	0.05878486
74	0	1	0	0.7	1.407	0.067	0.8732	5	0.0585044
1239	5	0	2	0.5	1.176	0.0969	0.6034	5	0.05846946
1374	5	2	3	0.5	0.892	0.0594	0.9772	4	0.05804568
1063	4	1	2	0.7	1.224	0.0645	0.8968	5	0.0578436
1377	5	2	3	0.7	1.068	0.0636	0.9084	5	0.05777424
209	0	3	1	0.7	0.881	0.0851	0.6753	5	0.05746803
297	1	0	3	0.7	1.016	0.0613	0.9294	5	0.05697222
1103	4	2	1	0.5	1.038	0.0757	0.7525	5	0.05696425
1144	4	3	0	0.3	1.296	0.1046	0.5415	5	0.0566409
284	1	0	2	0.7	1.142	0.0574	0.9833	5	0.05644142
290	1	0	3	0.5	0.912	0.0596	0.9367	5	0.05582732
1177	4	3	2	0.5	0.969	0.0817	0.6805	5	0.05559685
1196	4	3	3	0.7	1.043	0.111	0.4994	5	0.0554334
822	3	1	2	0.7	1.029	0.0624	0.8871	5	0.05535504
126	0	2	0	0.5	1.366	0.0589	0.9384	4	0.05527176
716	2	3	3	0.7	1.093	0.0815	0.6773	5	0.05519995
612	2	2	0	0.7	1.083	0.0749	0.7351	5	0.05505899
1131	4	2	3	0.5	1.124	0.0677	0.8103	5	0.05485731
1254	5	0	3	0.5	1.142	0.0608	0.9011	4	0.05478688
460	1	3	2	0.7	1.407	0.0547	1	5	0.0547
1427	5	3	3	0.3	0.829	0.0584	0.9315	5	0.0543996
1136	4	2	3	0.7	1.249	0.0938	0.5739	5	0.05383182
994	4	0	2	0.3	1.058	0.0575	0.9218	5	0.0530035
1059	4	1	2	0.5	1.083	0.0655	0.8085	5	0.05295675
428	1	3	0	0.5	1.207	0.0522	0.9936	4	0.05186592
1178	4	3	2	0.5	0.963	0.0715	0.7246	5	0.0518089
390	1	2	2	0.3	1.083	0.0724	0.7139	5	0.05168636
734	3	0	0	0.7	1.322	0.0601	0.8593	5	0.05164393
1060	4	1	2	0.7	1.052	0.0644	0.8013	5	0.05160372
666	2	3	0	0.5	1.535	0.053	0.9678	5	0.0512934
989	4	0	1	0.7	1.137	0.0549	0.929	5	0.0510021
231	0	3	3	0.5	1.768	0.0533	0.9524	5	0.05076292
1351	5	2	2	0.3	1.401	0.0545	0.9275	5	0.05054875
1162	4	3	1	0.5	1.041	0.0733	0.6861	5	0.05029113
713	2	3	3	0.5	1.858	0.0509	0.9809	5	0.04992781
140	0	2	1	0.5	1.52	0.0639	0.7785	5	0.04974615
636	2	2	2	0.5	1.057	0.0556	0.8887	5	0.04941172
837	3	1	3	0.7	1.15	0.0536	0.9214	5	0.04938704
1235	5	0	2	0.5	1.255	0.0663	0.7419	5	0.04918797
1164	4	3	1	0.5	1.294	0.0714	0.6874	5	0.04908036
1257	5	0	3	0.7	1.383	0.0519	0.9446	5	0.04902474
1092	4	2	0	0.7	1.279	0.049	1	5	0.049
1123	4	2	2	0.7	1.146	0.076	0.6438	5	0.0489288
795	3	1	1	0.3	1.354	0.0528	0.9253	5	0.04885584
624	2	2	1	0.5	1.185	0.0958	0.5076	5	0.04862808
210	0	3	2	0.3	0.855	0.0766	0.6342	5	0.04857972
175	0	2	3	0.7	1.027	0.0554	0.8753	5	0.04849162
737	3	0	1	0.3	1.244	0.0589	0.8212	5	0.04836868
358	1	1	3	0.7	1.115	0.0523	0.9246	5	0.04835658
435	1	3	1	0.3	1.162	0.0529	0.8923	5	0.04720267
268	1	0	1	0.7	1.059	0.0576	0.8193	5	0.04719168
639	2	2	2	0.5	1.299	0.0892	0.529	5	0.0471868
269	1	0	1	0.7	1.172	0.0552	0.852	5	0.0470304
1106	4	2	1	0.7	1.091	0.086	0.5466	5	0.0470076
432	1	3	0	0.7	1.131	0.0466	0.9927	4	0.04625982
996	4	0	2	0.5	0.989	0.0516	0.893	5	0.0460788
1208	5	0	0	0.5	1.015	0.0903	0.5059	5	0.04568277
261	1	0	1	0.5	1.125	0.0548	0.8294	5	0.04545112
1046	4	1	1	0.7	1.047	0.0455	0.9892	5	0.0450086
421	1	3	0	0.3	1.102	0.0611	0.736	5	0.0449696
558	2	1	1	0.3	1.587	0.0454	0.9798	5	0.04448292
1268	5	1	0	0.5	1.024	0.0478	0.9265	5	0.0442867
648	2	2	3	0.3	1.063	0.065	0.676	5	0.04394
1056	4	1	2	0.5	1.223	0.0478	0.9154	5	0.04375612
1244	5	0	2	0.7	1.087	0.0856	0.5076	5	0.04345056
88	0	1	1	0.7	1.165	0.0663	0.6532	5	0.04330716
110	0	1	3	0.5	1.583	0.0444	0.9726	5	0.04318344
266	1	0	1	0.7	1.11	0.0577	0.7368	5	0.04251336
974	4	0	0	0.7	1.053	0.0463	0.9103	5	0.04214689
458	1	3	2	0.5	2.365	0.0417	1	5	0.0417
1179	4	3	2	0.5	1.224	0.0501	0.8302	5	0.04159302
178	0	2	3	0.7	0.993	0.0416	0.9933	5	0.04132128
791	3	1	0	0.7	1.028	0.0435	0.9476	5	0.0412206
1240	5	0	2	0.7	1.128	0.0667	0.6176	5	0.04119392
1011	4	0	3	0.5	1.035	0.0426	0.9667	5	0.04118142
351	1	1	3	0.5	1.012	0.0446	0.9233	5	0.04117918
1192	4	3	3	0.5	1.226	0.0705	0.561	5	0.0395505
793	3	1	0	0.7	1.08	0.053	0.7396	5	0.0391988
1345	5	2	1	0.7	1.183	0.0432	0.8957	5	0.03869424
125	0	2	0	0.5	1.163	0.0434	0.8912	5	0.03867808
1173	4	3	2	0.3	1.11	0.0844	0.4538	5	0.03830072
1433	5	3	3	0.5	0.991	0.0494	0.7686	5	0.03796884
274	1	0	2	0.3	1.045	0.0415	0.9149	5	0.03796835
811	3	1	2	0.3	0.951	0.0412	0.9189	5	0.03785868
727	3	0	0	0.5	1.475	0.0373	1	5	0.0373
517	2	0	2	0.5	1.778	0.0377	0.984	4	0.0370968
1232	5	0	2	0.3	1.129	0.0633	0.5802	5	0.03672666
448	1	3	1	0.7	1.249	0.0365	1	4	0.0365
450	1	3	2	0.3	1.077	0.0374	0.9692	4	0.03624808
